rank,stock_id,stock_name,industry_category,close,signal,n_value,breakout_level,exit_level,stop_loss,suggested_units,avg_volume,signal_date,grade,rev_yoy
1,3481,群創,電子工業,49.1,sys2,2.46,44.65,22.95,44.18,4,577320,2026-05-25,Excellent,33.1
2,2317,鴻海,其他電子業,261.0,sys2,8.83,260.0,218.0,243.35,1,94071,2026-05-25,Excellent,45.6
3,2324,仁寶,電腦及週邊設備業,34.65,sys2,1.4,33.55,27.5,31.85,7,74752,2026-05-25,Excellent,17.0
4,2327,國巨*,電子工業,691.0,sys2,29.84,629.0,290.0,631.32,1,58575,2026-05-25,Excellent,22.8
5,2356,英業達,電子工業,65.4,sys2,2.35,59.5,45.15,60.7,4,49242,2026-05-25,Excellent,47.1
6,6282,康舒,電子零組件業,63.1,sys2,3.26,58.3,45.0,56.59,3,38338,2026-05-25,Excellent,17.3
7,2027,大成鋼,鋼鐵工業,43.8,sys2,1.27,42.9,35.9,41.27,7,31621,2026-05-25,Excellent,25.1
8,3037,欣興,電子零組件業,990.0,sys2,54.63,986.0,760.0,880.74,1,30406,2026-05-25,Excellent,23.3
9,3189,景碩,半導體業,669.0,sys2,39.49,609.0,445.5,590.01,1,30332,2026-05-25,Excellent,25.1
10,6239,力成,半導體業,311.0,sys2,15.55,283.0,201.0,279.91,1,24863,2026-05-25,Excellent,35.2
11,1727,中華化,化學生技醫療,104.5,sys2,5.99,102.0,65.6,92.51,1,18246,2026-05-25,Excellent,53.2
12,3090,日電貿,電子工業,236.5,sys2,10.01,215.5,92.8,216.47,1,17398,2026-05-25,Excellent,34.1
13,8028,昇陽半導體,電子工業,311.5,sys2,17.34,294.0,218.0,276.82,1,16986,2026-05-25,Excellent,25.6
14,6265,方土昶,電子通路業,52.9,sys2,3.27,50.7,35.05,46.37,3,13168,2026-05-25,Excellent,510.6
15,8358,金居,電子零組件業,545.0,sys2,32.52,528.0,324.5,479.96,1,13150,2026-05-25,Excellent,42.8
16,4931,新盛力,電腦及週邊設備業,223.5,sys2,12.89,216.0,151.5,197.71,1,13005,2026-05-25,Excellent,36.1
17,2455,全新,通信網路業,444.0,sys2,27.62,425.0,302.0,388.76,1,12572,2026-05-25,Excellent,16.6
18,3305,昇貿,其他電子業,160.5,sys2,8.19,150.0,101.5,144.12,1,11965,2026-05-25,Excellent,72.7
19,8064,東捷,光電業,145.5,sys2,9.23,143.5,77.0,127.05,1,10276,2026-05-25,Excellent,27.2
20,6175,立敦,電子零組件業,94.2,sys2,4.42,89.5,60.3,85.36,2,9281,2026-05-25,Excellent,18.9
21,2316,楠梓電,電子工業,168.5,sys2,9.03,163.5,109.0,150.44,1,9252,2026-05-25,Excellent,16.5
22,2495,普安,電子工業,46.15,sys2,2.37,46.0,34.65,41.41,4,8255,2026-05-25,Excellent,61.0
23,4576,大銀微系統,電機機械,277.0,sys2,16.66,274.0,169.5,243.69,1,6586,2026-05-25,Excellent,49.5
24,2357,華碩,電子工業,709.0,sys2,21.17,699.0,581.0,666.67,1,5571,2026-05-25,Excellent,33.8
25,8042,金山電,電子零組件業,135.0,sys2,6.59,128.0,53.4,121.81,1,4874,2026-05-25,Excellent,20.5
26,2404,漢唐,電子工業,1245.0,sys2,54.41,1170.0,945.0,1136.17,1,4753,2026-05-25,Excellent,100.6
27,3016,嘉晶,半導體業,133.0,sys2,7.42,130.5,66.1,118.17,1,4629,2026-05-25,Excellent,20.3
28,6274,台燿,電子零組件業,1600.0,sys2,87.9,1480.0,941.0,1424.2,1,4507,2026-05-25,Excellent,72.3
29,8040,九暘,半導體業,122.5,sys2,6.14,119.0,65.7,110.21,1,4333,2026-05-25,Excellent,46.0
30,6834,天二科技,電子工業,77.5,sys2,3.79,73.2,33.6,69.93,2,4124,2026-05-25,Excellent,32.6
31,1597,直得,電機機械,201.0,sys2,12.24,199.0,102.5,176.52,1,3963,2026-05-25,Excellent,38.5
32,6174,安碁,電子零組件業,47.5,sys2,3.23,46.75,26.3,41.04,3,3932,2026-05-25,Excellent,31.0
33,2305,全友,電子工業,20.65,sys2,1.13,20.2,15.1,18.4,8,3821,2026-05-25,Excellent,74.9
34,4991,環宇-KY,半導體業,840.0,sys2,56.76,814.0,537.0,726.49,1,3672,2026-05-25,Excellent,40.0
35,2467,志聖,電子工業,663.0,sys2,43.33,653.0,485.0,576.35,1,3161,2026-05-25,Excellent,77.6
36,6462,神盾,半導體業,155.0,sys2,8.06,150.0,117.0,138.87,1,3156,2026-05-25,Excellent,100.4
37,6196,帆宣,其他電子業,486.0,sys2,21.64,450.0,362.5,442.71,1,3099,2026-05-25,Excellent,17.5
38,1560,中砂,電機機械,720.0,sys2,34.17,690.0,512.0,651.65,1,2985,2026-05-25,Excellent,31.1
39,3441,聯一光,光電業,57.4,sys2,2.45,53.4,33.0,52.5,4,2961,2026-05-25,Excellent,40.2
40,2383,台光電,電子工業,5505.0,sys2,277.15,5215.0,4160.0,4950.71,1,2918,2026-05-25,Excellent,93.6
41,6206,飛捷,電子工業,144.0,sys2,5.25,142.5,103.5,133.5,1,2910,2026-05-25,Excellent,18.2
42,8121,越峰,電子零組件業,43.5,sys2,2.47,41.0,25.7,38.56,4,2862,2026-05-25,Excellent,18.6
43,3413,京鼎,半導體業,349.0,sys2,12.59,338.0,296.0,323.83,1,2615,2026-05-25,Excellent,26.8
44,3491,昇達科,通信網路業,2090.0,sys2,130.39,1980.0,1490.0,1829.23,1,2611,2026-05-25,Excellent,36.2
45,5386,青雲,電腦及週邊設備業,546.0,sys2,34.7,522.0,328.0,476.6,1,2120,2026-05-25,Excellent,546.8
46,8227,巨有科技,半導體業,249.0,sys2,12.55,240.0,151.0,223.91,1,2067,2026-05-25,Excellent,54.1
