rank,stock_id,stock_name,industry_category,close,signal,n_value,breakout_level,exit_level,stop_loss,suggested_units,avg_volume,signal_date,grade,rev_yoy
1,3441,聯一光,光電業,107.0,sys2,7.23,97.3,62.2,92.54,1,22043,2026-08-21,Excellent,40.2
2,2542,興富發,建材營造,48.8,sys2,0.92,48.6,42.5,46.96,10,8316,2026-08-21,Excellent,1537.7
3,2637,慧洋-KY,航運業,102.0,sys2,3.36,96.0,77.7,95.27,2,3954,2026-08-21,Excellent,34.9
4,3229,晟鈦,電子工業,61.8,sys2,4.38,57.4,36.5,53.04,2,1282,2026-08-21,Excellent,73.0
5,2611,志信,航運業,17.2,sys2,0.54,17.0,13.1,16.13,18,1053,2026-08-21,Excellent,307.7
6,5515,建國,建材營造,55.7,sys2,1.8,55.2,41.2,52.1,5,848,2026-08-21,Excellent,84.0
7,4416,三圓,建材營造,13.75,sys2,0.58,13.4,9.98,12.59,17,704,2026-08-21,Excellent,7266.9
8,4303,信立,塑膠工業,51.2,sys2,1.57,50.5,39.35,48.05,6,631,2026-08-21,Excellent,24.9
9,1815,富喬,電子零組件業,112.0,sys1,6.23,107.5,84.0,99.53,1,33224,2026-08-21,Excellent,33.0
10,2451,創見,半導體業,312.5,sys1,15.09,306.0,273.0,282.31,1,9151,2026-08-21,Excellent,594.4
11,4931,新盛力,電腦及週邊設備業,280.0,sys1,16.07,275.0,213.0,247.85,1,5292,2026-08-21,Excellent,36.1
12,2606,裕民,航運業,72.6,sys1,1.99,70.4,64.1,68.62,5,4790,2026-08-21,Excellent,17.7
13,6588,東典光電,通信網路業,107.5,sys1,7.38,103.5,85.6,92.74,1,3507,2026-08-21,Excellent,146.2
14,1316,上曜,建材營造,11.2,sys1,0.43,10.9,9.97,10.34,23,2383,2026-08-21,Excellent,111.2
15,6830,汎銓,其他電子業,462.0,sys1,33.58,444.0,390.5,394.84,1,2059,2026-08-21,Excellent,22.9
16,4743,合一,生技醫療業,50.0,sys1,2.01,49.35,45.05,45.97,4,1885,2026-08-21,Excellent,128.8
17,1808,潤隆,建材營造,37.0,sys1,1.11,34.5,31.85,34.79,9,1869,2026-08-21,Excellent,68260.0
