rank,stock_id,stock_name,industry_category,close,signal,n_value,breakout_level,exit_level,stop_loss,suggested_units,avg_volume,signal_date,grade,rev_yoy
1,3441,聯一光,光電業,97.3,sys2,7.0,95.8,62.2,83.29,1,19771,2026-08-20,Excellent,40.2
2,2542,興富發,建材營造,48.3,sys2,0.93,48.2,42.5,46.44,10,8102,2026-08-20,Excellent,1537.7
3,2637,慧洋-KY,航運業,94.7,sys2,2.98,92.2,77.7,88.73,3,3208,2026-08-20,Excellent,34.9
4,6108,競國,電子工業,26.0,sys2,1.0,25.8,16.1,24.0,10,2165,2026-08-20,Excellent,22.4
5,3653,健策,電子工業,5600.0,sys2,315.07,5540.0,3100.0,4969.86,1,1784,2026-08-20,Excellent,18.9
6,5607,遠雄港,航運業,55.3,sys2,1.29,54.7,46.6,52.71,7,799,2026-08-20,Excellent,38.9
7,2611,志信,航運業,16.0,sys2,0.46,15.65,13.1,15.07,21,713,2026-08-20,Excellent,307.7
8,4303,信立,塑膠工業,50.0,sys2,1.56,49.9,39.35,46.88,6,582,2026-08-20,Excellent,24.9
9,1815,富喬,電子零組件業,107.0,sys1,6.17,105.5,83.5,94.66,1,27686,2026-08-20,Excellent,33.0
10,2486,一詮,光電業,251.0,sys1,20.19,249.5,214.0,210.63,1,8050,2026-08-20,Excellent,21.2
11,4931,新盛力,電腦及週邊設備業,273.0,sys1,16.16,271.5,197.0,240.68,1,5266,2026-08-20,Excellent,36.1
12,2606,裕民,航運業,70.2,sys1,1.95,69.9,64.1,66.3,5,4217,2026-08-20,Excellent,17.7
13,1808,潤隆,建材營造,34.5,sys1,0.98,33.85,31.65,32.54,10,1552,2026-08-20,Excellent,68260.0
14,6426,統新,電子工業,250.0,sys1,16.42,244.5,169.0,217.16,1,1451,2026-08-20,Excellent,70.0
15,6125,廣運,光電業,56.2,sys1,2.46,54.2,48.15,51.27,4,1341,2026-08-20,Excellent,50.0
16,4142,國光生,生技醫療業,18.1,sys1,0.42,17.8,17.05,17.26,23,1245,2026-08-20,Excellent,2102.7
17,8103,瀚荃,電子工業,91.9,sys1,4.74,88.0,78.1,82.42,2,1230,2026-08-20,Excellent,25.8
18,4114,健喬,生技醫療業,31.25,sys1,0.51,30.45,28.85,30.24,19,1178,2026-08-20,Excellent,17.3
19,2609,陽明,航運業,60.3,sys2,1.63,59.0,49.5,57.04,6,35645,2026-08-20,Good,-5.9
20,6213,聯茂,電子工業,510.0,sys2,29.58,500.0,237.0,450.85,1,14607,2026-08-20,Good,13.8
21,2603,長榮,航運業,246.0,sys2,6.23,242.5,198.0,233.54,1,12686,2026-08-20,Good,-17.9
22,3490,單井,光電業,49.15,sys2,1.99,47.95,25.15,45.16,5,4234,2026-08-20,Good,-14.2
23,2607,榮運,航運業,51.8,sys2,0.97,51.4,46.0,49.87,10,545,2026-08-20,Good,-3.6
24,1402,遠東新,紡織纖維,29.2,sys1,0.71,28.05,26.6,27.78,14,18224,2026-08-20,Good,-3.3
25,2426,鼎元,光電業,74.8,sys1,5.77,74.5,61.1,63.26,1,15432,2026-08-20,Good,-14.1
26,1102,亞泥,水泥工業,34.7,sys1,0.73,33.85,31.6,33.23,13,11818,2026-08-20,Good,-18.1
27,2371,大同,電機機械,27.55,sys1,0.9,27.45,24.9,25.74,11,8978,2026-08-20,Good,8.4
28,2201,裕隆,汽車工業,29.2,sys1,0.66,29.1,27.2,27.88,15,2707,2026-08-20,Good,-6.6
29,2903,遠百,貿易百貨,22.75,sys1,0.39,22.7,21.55,21.97,25,2552,2026-08-20,Good,-2.9
30,2204,中華,汽車工業,55.0,sys1,1.19,54.2,50.2,52.62,8,1729,2026-08-20,Good,4.1
31,2428,興勤,電子工業,267.0,sys1,15.95,266.0,217.0,235.09,1,1434,2026-08-20,Good,11.3
32,6715,嘉基,電子零組件業,492.0,sys1,37.51,463.0,332.5,416.98,1,947,2026-08-20,Good,9.6
33,6472,保瑞,化學生技醫療,445.5,sys1,17.91,436.0,400.0,409.69,1,811,2026-08-20,Good,4.2
34,4105,東洋,生技醫療業,79.0,sys1,1.24,78.2,75.9,76.51,8,710,2026-08-20,Good,5.8
35,5534,長虹,建材營造,80.9,sys1,1.49,80.2,77.3,77.92,6,640,2026-08-20,Good,-5.8
36,7792,安葆,其他電子類,297.5,sys1,14.47,288.5,198.5,268.57,1,530,2026-08-20,Good,0.0
37,6224,聚鼎,電子工業,72.1,sys1,4.15,68.5,52.9,63.8,2,514,2026-08-20,Good,1.9
38,2615,萬海,航運業,113.5,sys2,3.62,108.0,82.0,106.27,2,21171,2026-08-20,Normal,-10.7
39,2851,中再保,金融保險,44.2,sys2,1.18,40.75,32.95,41.83,8,2212,2026-08-20,Normal,-68.8
40,1437,勤益控,其他,32.4,sys2,0.57,32.2,29.3,31.27,17,728,2026-08-20,Normal,-21.6
