rank,stock_id,stock_name,industry_category,close,signal,n_value,breakout_level,exit_level,stop_loss,suggested_units,avg_volume,signal_date,grade,rev_yoy
1,2890,永豐金,金融保險,44.8,sys2,1.11,44.1,38.75,42.59,9,25240,2026-09-14,Excellent,50.7
2,2801,彰銀,金融保險,28.55,sys2,0.62,27.95,23.45,27.31,16,24545,2026-09-14,Excellent,23.7
3,2880,華南金,金融保險,46.3,sys2,1.29,45.9,38.0,43.72,7,18686,2026-09-14,Excellent,17.7
4,2889,國票金,金融保險,17.05,sys2,0.34,16.8,15.35,16.38,29,17446,2026-09-14,Excellent,50.4
5,2305,全友,電子工業,45.15,sys2,2.56,42.65,25.7,40.03,3,11499,2026-09-14,Excellent,74.9
6,2897,王道銀行,金融保險,11.25,sys2,0.19,11.0,10.05,10.88,53,5506,2026-09-14,Excellent,38.2
7,8227,巨有科技,半導體業,241.0,sys2,12.01,239.0,145.0,216.97,1,2645,2026-09-14,Excellent,54.1
8,6112,邁達特,資訊服務業,50.6,sys2,1.36,47.4,43.25,47.89,7,884,2026-09-14,Excellent,40.1
9,3016,嘉晶,半導體業,112.5,sys1,7.57,110.0,97.5,97.37,1,6711,2026-09-14,Excellent,20.3
10,1528,恩德,電機機械,23.3,sys1,0.93,21.8,18.7,21.45,10,2338,2026-09-14,Excellent,30.9
11,2530,華建,建材營造,20.6,sys1,0.62,20.4,18.75,19.36,16,1306,2026-09-14,Excellent,1040.7
12,6199,天品,其他,100.5,sys1,3.52,99.8,89.8,93.46,2,1294,2026-09-14,Excellent,2278.9
13,6861,睿生光電,生技醫療業,235.5,sys1,14.89,221.5,178.5,205.71,1,681,2026-09-14,Excellent,52.6
14,2887,台新新光金,金融保險,43.55,sys2,1.27,43.05,35.7,41.0,7,61135,2026-09-14,Good,67.8
15,2884,玉山金,金融保險,46.35,sys2,1.19,46.3,36.65,43.97,8,50560,2026-09-14,Good,10.2
16,2892,第一金,金融保險,39.85,sys2,0.94,39.05,32.55,37.97,10,36728,2026-09-14,Good,9.5
17,3045,台灣大,通信網路業,121.5,sys2,1.75,121.0,108.0,117.99,5,9402,2026-09-14,Good,5.8
18,5876,上海商銀,金融保險,49.9,sys2,1.13,48.75,41.9,47.65,8,8825,2026-09-14,Good,-3.2
19,2351,順德,電子工業,257.0,sys2,14.88,248.0,167.0,227.23,1,7125,2026-09-14,Good,11.9
20,6538,倉和,電子零組件業,372.5,sys2,19.72,370.0,175.0,333.06,1,2592,2026-09-14,Good,-19.4
21,6416,瑞祺電通,通信網路業,119.0,sys2,4.95,117.5,91.2,109.1,2,989,2026-09-14,Good,7.9
22,2254,巨鎧精密-創,創新板股票,70.8,sys2,1.78,67.3,57.1,67.23,5,703,2026-09-14,Good,-77.9
23,2834,臺企銀,金融保險,18.35,sys1,0.33,18.05,16.45,17.69,30,80074,2026-09-14,Good,4.8
24,5880,合庫金,金融保險,27.45,sys1,0.49,27.2,25.05,26.47,20,20175,2026-09-14,Good,-15.4
25,2412,中華電,通信網路業,142.5,sys1,1.64,140.5,135.0,139.23,6,9624,2026-09-14,Good,7.6
26,4904,遠傳,通信網路業,106.0,sys1,2.12,105.5,99.8,101.77,4,4890,2026-09-14,Good,3.6
27,4915,致伸,電子工業,64.6,sys1,1.44,63.2,59.0,61.73,6,2887,2026-09-14,Good,3.8
28,6706,惠特,光電業,151.0,sys1,8.41,138.0,119.0,134.18,1,2860,2026-09-14,Good,-59.6
29,2883,凱基金,金融保險,38.8,sys2,1.04,37.85,30.05,36.72,9,47476,2026-09-14,Normal,-49.8
30,0055,元大MSCI金融,ETF,50.3,sys2,1.02,49.9,42.9,48.26,9,557,2026-09-14,Normal,0.0
31,2886,兆豐金,金融保險,52.5,sys1,1.34,51.9,47.75,49.83,7,29289,2026-09-14,Normal,14.6
32,2855,統一證,金融保險,52.9,sys1,1.45,52.3,47.75,50.0,6,4031,2026-09-14,Normal,-66.2
33,2838,聯邦銀,金融保險,21.6,sys1,0.4,21.35,20.05,20.8,25,2147,2026-09-14,Normal,8.2
