rank,stock_id,stock_name,industry_category,close,signal,n_value,breakout_level,exit_level,stop_loss,suggested_units,avg_volume,signal_date,grade,rev_yoy
1,8046,南電,電子工業,1125.0,sys2,66.3,1045.0,761.0,992.41,1,19128,2026-06-26,Excellent,39.5
2,6672,騰輝電子-KY,電子工業,292.0,sys2,15.2,289.5,197.5,261.6,1,6113,2026-06-26,Excellent,32.7
3,6259,百徽,電子零組件業,41.95,sys2,2.43,40.0,24.65,37.09,4,2097,2026-06-26,Excellent,37.1
4,4416,三圓,建材營造,13.05,sys1,0.7,12.4,9.27,11.65,14,740,2026-06-26,Excellent,7266.9
5,2484,希華,電子工業,76.8,sys2,4.96,76.1,47.0,66.87,2,41600,2026-06-26,Good,-4.6
6,5328,華容,電子零組件業,70.2,sys2,3.85,63.9,35.0,62.49,2,38173,2026-06-26,Good,8.3
7,6213,聯茂,電子工業,346.5,sys2,21.6,339.5,229.5,303.29,1,17952,2026-06-26,Good,13.8
8,2483,百容,電子工業,55.7,sys2,2.81,50.7,24.65,50.08,3,8067,2026-06-26,Good,13.2
9,4707,磐亞,化學工業,27.55,sys2,1.36,25.5,14.6,24.82,7,5395,2026-06-26,Good,-15.9
10,6226,光鼎,光電業,18.25,sys2,0.89,16.6,11.45,16.48,11,4735,2026-06-26,Good,-0.8
11,6270,倍微,電子通路業,42.75,sys2,2.19,42.5,26.65,38.37,4,4474,2026-06-26,Good,-18.9
12,1515,力山,電機機械,30.5,sys2,1.21,29.7,21.15,28.08,8,2373,2026-06-26,Good,-29.0
13,3284,太普高,其他,29.35,sys2,1.3,29.15,15.7,26.75,7,1423,2026-06-26,Good,2.2
14,5230,雷笛克光學,光電業,24.0,sys2,1.04,22.05,16.65,21.92,9,1283,2026-06-26,Good,-8.1
15,2415,錩新,電子工業,34.55,sys2,1.08,34.2,26.3,32.4,9,618,2026-06-26,Good,2.4
16,3230,錦明,光電業,39.85,sys1,1.9,38.5,28.2,36.05,5,1380,2026-06-26,Good,8.5
17,6743,安普新,其他電子業,31.15,sys1,1.0,30.9,28.65,29.15,9,501,2026-06-26,Good,-6.4
18,1718,中纖,化學工業,11.15,sys2,0.58,10.75,6.31,10.0,17,37040,2026-06-26,Normal,-22.3
19,6748,亞果生醫,生技醫療業,169.0,sys2,12.3,165.5,70.0,144.41,1,1451,2026-06-26,Normal,0.0
