rank,stock_id,stock_name,industry_category,close,signal,n_value,breakout_level,exit_level,stop_loss,suggested_units,avg_volume,signal_date,grade,rev_yoy
1,2610,華航,航運業,21.4,sys2,0.53,20.7,18.2,20.34,18,61973,2026-06-15,Excellent,20.0
2,2618,長榮航,航運業,39.95,sys2,1.03,39.4,34.1,37.9,9,61267,2026-06-15,Excellent,18.5
3,2327,國巨*,電子工業,940.0,sys2,56.02,919.0,467.5,827.95,1,50356,2026-06-15,Excellent,22.8
4,2890,永豐金,金融保險,35.2,sys2,0.89,34.95,28.65,33.42,11,50241,2026-06-15,Excellent,50.7
5,1714,和桐,化學工業,16.7,sys2,0.68,15.7,9.3,15.35,14,31103,2026-06-15,Excellent,43.0
6,3624,光頡,電子零組件業,129.5,sys2,8.89,123.5,76.3,111.73,1,17064,2026-06-15,Excellent,30.6
7,3090,日電貿,電子工業,281.5,sys2,16.84,256.0,137.0,247.82,1,13360,2026-06-15,Excellent,34.1
8,2305,全友,電子工業,27.6,sys2,1.62,25.3,15.7,24.36,6,7856,2026-06-15,Excellent,74.9
9,6139,亞翔,其他電子業,885.0,sys2,48.66,853.0,668.0,787.69,1,5881,2026-06-15,Excellent,47.5
10,4973,廣穎,半導體業,210.0,sys2,10.97,199.0,104.0,188.07,1,5337,2026-06-15,Excellent,98.8
11,2404,漢唐,電子工業,1380.0,sys2,71.92,1345.0,982.0,1236.16,1,5140,2026-06-15,Excellent,100.6
12,3362,先進光,光電業,176.5,sys2,9.09,175.5,108.5,158.31,1,5098,2026-06-15,Excellent,16.6
13,2241,艾姆勒,汽車工業,44.55,sys2,2.75,43.7,31.3,39.06,3,4602,2026-06-15,Excellent,65.6
14,6834,天二科技,電子工業,90.9,sys2,6.03,85.0,48.2,78.85,1,4102,2026-06-15,Excellent,32.6
15,8121,越峰,電子零組件業,48.8,sys2,2.92,46.2,31.65,42.96,3,3635,2026-06-15,Excellent,18.6
16,3532,台勝科,半導體業,359.0,sys2,22.17,350.5,199.5,314.67,1,2945,2026-06-15,Excellent,15.8
17,2537,聯上發,建材營造,12.1,sys2,0.37,11.7,9.38,11.36,26,2854,2026-06-15,Excellent,60177.4
18,6196,帆宣,其他電子業,573.0,sys2,28.43,554.0,392.5,516.13,1,2699,2026-06-15,Excellent,17.5
19,8042,金山電,電子零組件業,187.5,sys2,12.06,172.0,99.7,163.38,1,2170,2026-06-15,Excellent,20.5
