rank,stock_id,stock_name,industry_category,close,signal,n_value,breakout_level,exit_level,stop_loss,suggested_units,avg_volume,signal_date,grade,rev_yoy
1,3481,群創,電子工業,38.7,sys2,2.21,38.65,22.95,34.27,4,519084,2026-05-18,Excellent,33.1
2,2327,國巨*,電子工業,501.0,sys2,23.76,492.5,289.5,453.48,1,50897,2026-05-18,Excellent,22.8
3,1727,中華化,化學生技醫療,87.7,sys2,5.33,87.4,53.7,77.04,1,18402,2026-05-18,Excellent,53.2
4,2542,興富發,建材營造,44.6,sys2,0.99,43.75,33.7,42.61,10,15714,2026-05-18,Excellent,1537.7
5,8064,東捷,光電業,132.0,sys2,7.95,127.5,74.5,116.11,1,12738,2026-05-18,Excellent,27.2
6,3090,日電貿,電子工業,148.0,sys2,7.19,142.0,92.8,133.63,1,12113,2026-05-18,Excellent,34.1
7,3048,益登,電子通路業,57.3,sys2,2.49,56.1,36.4,52.31,4,11546,2026-05-18,Excellent,26.7
8,8043,蜜望實,電子零組件業,122.0,sys2,7.28,113.0,79.4,107.44,1,9093,2026-05-18,Excellent,170.5
9,4916,事欣科,電子工業,74.4,sys2,3.72,72.3,60.4,66.95,2,7864,2026-05-18,Excellent,21.6
10,3624,光頡,電子零組件業,83.8,sys2,4.23,80.5,48.55,75.33,2,6998,2026-05-18,Excellent,30.6
11,8040,九暘,半導體業,92.9,sys2,5.01,89.9,59.0,82.89,1,3551,2026-05-18,Excellent,46.0
12,8374,羅昇,電機機械,113.0,sys2,5.0,103.0,74.0,103.0,2,1995,2026-05-18,Excellent,44.4
13,1447,力鵬,紡織纖維,5.76,sys2,0.16,5.72,4.9,5.44,63,1776,2026-05-18,Excellent,35.6
14,8091,翔名,半導體業,260.5,sys2,11.56,237.0,171.0,237.39,1,1541,2026-05-18,Excellent,61.8
15,2464,盟立,其他電子業,139.0,sys2,7.67,126.5,72.8,123.65,1,27898,2026-05-18,Good,8.0
16,2355,敬鵬,電子工業,57.7,sys2,3.25,57.3,49.5,51.21,3,19735,2026-05-18,Good,5.7
17,3033,威健,電子通路業,48.7,sys2,1.75,48.5,34.0,45.21,5,16662,2026-05-18,Good,12.6
18,6207,雷科,電子零組件業,84.9,sys2,4.63,77.2,53.7,75.64,2,9332,2026-05-18,Good,14.3
19,3209,全科,電子通路業,73.3,sys2,3.24,68.8,47.05,66.81,3,6170,2026-05-18,Good,11.8
20,2478,大毅,電子工業,91.8,sys2,4.82,89.4,63.0,82.16,2,5584,2026-05-18,Good,13.5
21,3615,安可,光電業,40.95,sys2,2.46,39.5,27.8,36.02,4,4936,2026-05-18,Good,-27.7
22,2359,所羅門,其他電子業,139.0,sys2,6.49,135.0,105.0,126.03,1,4194,2026-05-18,Good,-44.1
23,6449,鈺邦,電子工業,271.0,sys2,12.5,263.0,153.0,245.99,1,2323,2026-05-18,Good,15.0
24,4562,穎漢,電機機械,42.95,sys2,2.06,40.5,30.1,38.83,4,1836,2026-05-18,Good,6.1
25,6715,嘉基,電子工業,526.0,sys2,33.7,514.0,365.0,458.6,1,1588,2026-05-18,Good,9.6
26,6485,點序,半導體業,108.0,sys2,5.43,98.2,75.1,97.14,1,1359,2026-05-18,Good,-13.1
27,4571,鈞興-KY,電機機械,232.0,sys2,9.77,216.0,159.0,212.46,1,1345,2026-05-18,Good,-7.4
28,6719,力智,半導體業,220.0,sys2,8.17,214.0,164.5,203.66,1,1156,2026-05-18,Good,-10.3
29,8071,能率網通,電子零組件業,20.0,sys2,0.71,19.25,15.25,18.59,14,991,2026-05-18,Good,3.5
30,7610,聯友金屬-創,創新板股票,1030.0,sys2,57.17,957.0,529.0,915.66,1,842,2026-05-18,Good,0.0
31,3176,基亞,生技醫療業,36.95,sys2,1.39,35.95,29.3,34.17,7,824,2026-05-18,Good,-67.9
32,6151,晉倫,其他電子類,45.1,sys2,1.77,42.55,33.75,41.55,5,824,2026-05-18,Good,-0.1
33,3438,類比科,半導體業,69.8,sys2,3.41,69.3,45.7,62.99,2,813,2026-05-18,Good,-24.2
34,6742,澤米,光電業,47.5,sys2,2.1,46.55,37.75,43.3,4,689,2026-05-18,Good,-53.5
35,3004,豐達科,鋼鐵工業,133.0,sys2,5.33,127.0,110.5,122.34,1,602,2026-05-18,Good,20.7
36,3294,英濟,電子零組件業,37.25,sys1,1.57,36.5,30.1,34.11,6,1378,2026-05-18,Good,0.3
37,8249,菱光,電子工業,52.7,sys1,1.79,51.6,47.8,49.13,5,763,2026-05-18,Good,8.3
38,3149,正達,光電業,59.0,sys2,3.27,58.0,40.7,52.46,3,16211,2026-05-18,Normal,-25.1
39,3024,憶聲,光電業,17.8,sys2,0.68,17.75,10.45,16.44,14,5983,2026-05-18,Normal,-58.1
40,4980,佐臻,電子零組件業,49.8,sys2,3.73,47.35,29.6,42.35,2,520,2026-05-18,Normal,0.0
