rank,stock_id,stock_name,industry_category,close,signal,n_value,breakout_level,exit_level,stop_loss,suggested_units,avg_volume,signal_date,grade,rev_yoy
1,3006,晶豪科,半導體業,251.0,sys2,15.17,238.0,147.0,220.66,1,27602,2026-05-15,Excellent,188.1
2,3707,漢磊,半導體業,80.4,sys2,5.03,80.3,54.3,70.34,1,25528,2026-05-15,Excellent,22.3
3,8028,昇陽半導體,電子工業,287.5,sys2,15.79,261.5,183.5,255.93,1,20182,2026-05-15,Excellent,25.6
4,1727,中華化,化學生技醫療,87.4,sys2,5.29,85.0,53.4,76.81,1,16683,2026-05-15,Excellent,53.2
5,2542,興富發,建材營造,43.75,sys2,0.97,43.5,33.7,41.8,10,15050,2026-05-15,Excellent,1537.7
6,3090,日電貿,電子工業,142.0,sys2,6.91,134.5,92.8,128.18,1,10858,2026-05-15,Excellent,34.1
7,2049,上銀,電機機械,392.5,sys2,17.28,384.0,275.5,357.94,1,9584,2026-05-15,Excellent,17.4
8,3048,益登,電子通路業,56.1,sys2,2.35,51.0,36.4,51.4,4,9011,2026-05-15,Excellent,26.7
9,8043,蜜望實,電子零組件業,113.0,sys2,6.69,108.5,79.4,99.62,1,8287,2026-05-15,Excellent,170.5
10,3305,昇貿,其他電子業,138.5,sys2,6.93,134.5,101.5,124.63,1,7649,2026-05-15,Excellent,72.7
11,3624,光頡,電子零組件業,76.2,sys2,4.06,73.2,48.55,68.08,2,5959,2026-05-15,Excellent,30.6
12,4576,大銀微系統,電機機械,265.5,sys2,15.59,264.5,169.5,234.32,1,5524,2026-05-15,Excellent,49.5
13,8926,台汽電,油電燃氣業,61.1,sys2,1.81,60.7,44.15,57.48,5,5431,2026-05-15,Excellent,594.0
14,6215,和椿,其他電子業,130.5,sys2,6.49,128.0,98.9,117.52,1,4013,2026-05-15,Excellent,48.6
15,6834,天二科技,電子工業,50.2,sys2,2.68,49.65,33.6,44.85,3,2428,2026-05-15,Excellent,32.6
16,3504,揚明光,光電業,77.3,sys2,3.65,74.8,60.6,69.99,2,2368,2026-05-15,Excellent,21.6
17,8163,達方,電子工業,33.85,sys2,1.01,32.3,26.6,31.83,9,2138,2026-05-15,Excellent,20.5
18,8147,正淩,電子零組件業,189.0,sys2,11.43,186.0,143.5,166.14,1,1777,2026-05-15,Excellent,15.1
19,8374,羅昇,電機機械,103.0,sys2,4.73,96.0,74.0,93.53,2,1606,2026-05-15,Excellent,44.4
20,3441,聯一光,光電業,44.45,sys2,1.94,43.7,32.25,40.57,5,1309,2026-05-15,Excellent,40.2
21,8091,翔名,半導體業,237.0,sys2,10.93,215.5,171.0,215.15,1,1267,2026-05-15,Excellent,61.8
22,6227,茂綸,電子通路業,124.5,sys2,4.68,117.0,87.6,115.14,2,1031,2026-05-15,Excellent,66.7
23,6419,京晨科,光電業,194.5,sys2,10.28,182.0,126.0,173.95,1,762,2026-05-15,Excellent,174.2
24,2303,聯電,半導體業,110.0,sys2,5.68,108.0,65.6,98.64,1,274725,2026-05-15,Good,4.9
25,2464,盟立,其他電子業,126.5,sys2,7.02,123.0,72.8,112.45,1,25645,2026-05-15,Good,8.0
26,3374,精材,半導體業,278.0,sys2,14.93,265.0,175.5,248.14,1,19689,2026-05-15,Good,14.2
27,2441,超豐,半導體業,106.5,sys2,5.39,104.0,83.7,95.71,1,15760,2026-05-15,Good,14.3
28,3033,威健,電子通路業,47.9,sys2,1.74,46.75,33.95,44.42,5,15390,2026-05-15,Good,12.6
29,6207,雷科,電子零組件業,77.2,sys2,4.2,71.5,53.7,68.81,2,7448,2026-05-15,Good,14.3
30,3317,尼克森,半導體業,75.3,sys2,3.34,74.9,49.7,68.61,2,7182,2026-05-15,Good,12.6
31,3209,全科,電子通路業,68.0,sys2,3.08,66.5,46.7,61.85,3,5722,2026-05-15,Good,11.8
32,3498,陽程,其他電子類,149.0,sys2,7.43,135.5,76.1,134.14,1,4129,2026-05-15,Good,156.9
33,6451,訊芯-KY,電子工業,577.0,sys2,38.81,556.0,362.0,499.39,1,3900,2026-05-15,Good,-25.4
34,2359,所羅門,其他電子業,135.0,sys2,6.04,134.0,105.0,122.92,1,2973,2026-05-15,Good,-44.1
35,3490,單井,光電業,36.9,sys2,1.76,35.65,28.05,33.37,5,2537,2026-05-15,Good,-14.2
36,3406,玉晶光,光電業,588.0,sys2,23.96,564.0,484.5,540.09,1,2306,2026-05-15,Good,14.3
37,3008,大立光,光電業,3445.0,sys2,128.68,3135.0,2440.0,3187.63,1,2156,2026-05-15,Good,10.8
38,6449,鈺邦,電子工業,263.0,sys2,11.79,239.5,153.0,239.41,1,1848,2026-05-15,Good,15.0
