rank,stock_id,stock_name,industry_category,close,signal,n_value,breakout_level,exit_level,stop_loss,suggested_units,avg_volume,signal_date,grade,rev_yoy
1,2890,永豐金,金融保險,41.0,sys2,1.09,40.9,31.35,38.83,9,63972,2026-07-06,Excellent,50.7
2,8150,南茂,半導體業,115.5,sys2,8.67,114.0,84.5,98.15,1,58133,2026-07-06,Excellent,23.1
3,2481,強茂,半導體業,227.5,sys2,13.76,215.5,132.0,199.98,1,24731,2026-07-06,Excellent,19.1
4,6257,矽格,電子工業,273.0,sys2,14.1,257.5,195.5,244.79,1,11557,2026-07-06,Excellent,16.7
5,1310,台苯,塑膠工業,11.8,sys2,0.51,11.4,8.39,10.78,19,10371,2026-07-06,Excellent,22.8
6,8131,福懋科,半導體業,82.2,sys2,4.73,80.4,62.1,72.74,2,7841,2026-07-06,Excellent,33.8
7,2305,全友,電子工業,42.65,sys2,2.26,41.0,20.25,38.12,4,6191,2026-07-06,Excellent,74.9
8,6174,安碁,電子零組件業,63.0,sys2,4.28,61.8,39.35,54.44,2,5871,2026-07-06,Excellent,31.0
9,4743,合一,生技醫療業,59.7,sys2,2.3,59.0,47.3,55.1,4,3414,2026-07-06,Excellent,128.8
10,3055,蔚華科,電子工業,160.5,sys2,8.44,154.0,78.3,143.63,1,3297,2026-07-06,Excellent,19.3
11,4541,晟田,其他,66.7,sys2,2.66,60.7,43.5,61.38,3,3115,2026-07-06,Excellent,83.9
12,6446,藥華藥,生技醫療業,1445.0,sys2,58.51,1430.0,907.0,1327.98,1,3102,2026-07-06,Excellent,64.4
13,5302,太欣,半導體業,15.45,sys2,0.83,14.75,9.94,13.8,12,2350,2026-07-06,Excellent,132.9
14,6129,普誠,半導體業,20.85,sys2,1.01,20.5,14.7,18.83,9,2229,2026-07-06,Excellent,69.8
15,6179,亞通,其他,28.15,sys2,1.09,28.05,21.85,25.97,9,2156,2026-07-06,Excellent,64.5
16,6693,廣閎科,半導體業,276.5,sys2,16.24,262.0,143.5,244.03,1,1981,2026-07-06,Excellent,111.9
17,6477,安集,電子工業,39.05,sys2,1.81,37.65,29.6,35.43,5,1919,2026-07-06,Excellent,64.6
18,2511,太子,建材營造,8.64,sys2,0.13,8.44,7.83,8.39,78,1836,2026-07-06,Excellent,90.4
19,4551,智伸科,汽車工業,282.0,sys2,13.61,265.0,128.0,254.79,1,1810,2026-07-06,Excellent,20.1
20,1617,榮星,電器電纜,26.7,sys2,1.08,24.5,15.15,24.53,9,1394,2026-07-06,Excellent,45.5
21,2527,宏璟,建材營造,42.6,sys2,1.41,41.5,33.9,39.78,7,1339,2026-07-06,Excellent,3888.2
22,6143,振曜,通信網路業,108.5,sys2,3.25,106.5,87.1,102.0,3,1252,2026-07-06,Excellent,17.3
23,6186,新潤,建材營造,43.9,sys2,1.09,43.85,38.65,41.73,9,1145,2026-07-06,Excellent,52.5
24,4114,健喬,生技醫療業,32.65,sys2,0.44,32.2,29.75,31.77,22,1117,2026-07-06,Excellent,17.3
25,4989,榮科,電子工業,111.0,sys1,7.57,110.5,78.1,95.86,1,11169,2026-07-06,Excellent,54.0
26,3264,欣銓,半導體業,257.0,sys1,16.06,251.5,212.0,224.89,1,8721,2026-07-06,Excellent,27.0
27,1609,大亞,電器電纜,43.75,sys1,1.7,42.7,35.3,40.36,5,8557,2026-07-06,Excellent,20.0
28,2049,上銀,電機機械,364.0,sys1,17.93,361.0,305.0,328.14,1,3581,2026-07-06,Excellent,17.4
29,4576,大銀微系統,電機機械,238.5,sys1,15.18,237.5,199.0,208.14,1,2021,2026-07-06,Excellent,49.5
30,6781,AES-KY,電子工業,1250.0,sys1,69.39,1235.0,1085.0,1111.22,1,1314,2026-07-06,Excellent,16.6
31,2429,銘旺科,光電業,49.05,sys1,3.06,48.7,37.9,42.92,3,1019,2026-07-06,Excellent,30.0
32,8438,昶昕,綠能環保,106.5,sys1,5.97,105.5,90.3,94.56,1,899,2026-07-06,Excellent,20.7
33,1773,勝一,化學工業,185.0,sys1,7.05,183.5,165.0,170.9,1,678,2026-07-06,Excellent,17.1
34,1314,中石化,塑膠工業,10.4,sys2,0.38,9.88,7.6,9.64,26,65603,2026-07-06,Good,-33.4
35,5425,台半,半導體業,144.0,sys2,8.81,143.0,85.0,126.38,1,24370,2026-07-06,Good,0.4
36,6213,聯茂,電子工業,396.0,sys2,25.31,394.0,229.5,345.39,1,19751,2026-07-06,Good,13.8
37,2634,漢翔,航運業,60.3,sys2,2.18,60.0,43.0,55.93,4,19034,2026-07-06,Good,-7.0
38,5371,中光電,光電業,102.0,sys2,4.63,93.9,66.5,92.74,2,16137,2026-07-06,Good,7.8
39,1216,統一,食品工業,77.8,sys2,1.48,77.7,72.4,74.83,6,14707,2026-07-06,Good,2.6
40,3374,精材,半導體業,322.0,sys2,20.12,321.5,215.5,281.75,1,11637,2026-07-06,Good,14.2
41,8033,雷虎,其他,222.0,sys2,9.27,204.5,123.0,203.47,1,9925,2026-07-06,Good,5.3
42,2483,百容,電子工業,69.9,sys2,3.73,67.1,25.8,62.45,2,9210,2026-07-06,Good,13.2
43,4707,磐亞,化學工業,35.75,sys2,1.79,33.95,18.0,32.16,5,7992,2026-07-06,Good,-15.9
