rank,stock_id,stock_name,industry_category,close,signal,n_value,breakout_level,exit_level,stop_loss,suggested_units,avg_volume,signal_date,grade,rev_yoy
1,3441,聯一光,光電業,137.5,sys2,7.98,125.0,76.4,121.53,1,20248,2026-08-27,Excellent,40.2
2,2889,國票金,金融保險,16.2,sys2,0.25,16.1,15.15,15.7,40,8679,2026-08-27,Excellent,50.4
3,3017,奇鋐,電腦及週邊設備業,3340.0,sys2,192.03,3320.0,2030.0,2955.94,1,4678,2026-08-27,Excellent,111.7
4,6187,萬潤,半導體業,1430.0,sys2,102.66,1400.0,826.0,1224.69,1,3799,2026-08-27,Excellent,19.6
5,3081,聯亞,通信網路業,3370.0,sys2,213.92,3255.0,1450.0,2942.16,1,3333,2026-08-27,Excellent,115.4
6,2421,建準,電子工業,159.5,sys2,6.44,157.5,119.5,146.62,1,3258,2026-08-27,Excellent,22.5
7,8103,瀚荃,電子工業,114.0,sys2,5.75,113.5,66.3,102.49,1,3254,2026-08-27,Excellent,25.8
8,6805,富世達,電子零組件業,2225.0,sys2,131.15,2025.0,1205.0,1962.71,1,2157,2026-08-27,Excellent,95.0
9,6840,東研信超,其他電子類,98.3,sys2,3.62,91.7,56.2,91.06,2,517,2026-08-27,Excellent,15.3
10,1303,南亞,塑膠工業,227.5,sys1,14.53,215.0,174.0,198.43,1,92685,2026-08-27,Excellent,18.1
11,8358,金居,電子零組件業,494.0,sys1,35.12,462.0,392.0,423.76,1,25119,2026-08-27,Excellent,42.8
12,1326,台化,塑膠工業,63.2,sys1,3.36,61.7,56.1,56.47,2,25042,2026-08-27,Excellent,21.6
13,3105,穩懋,半導體業,445.5,sys1,30.6,417.5,349.5,384.3,1,22828,2026-08-27,Excellent,34.2
14,5475,德宏,電子零組件業,199.0,sys1,15.48,187.0,148.5,168.03,1,7245,2026-08-27,Excellent,105.1
15,1727,中華化,化學工業,96.9,sys1,5.4,96.5,74.3,86.09,1,4701,2026-08-27,Excellent,53.2
16,1312,國喬,塑膠工業,14.3,sys1,0.57,13.0,11.55,13.17,17,4562,2026-08-27,Excellent,17.5
17,1310,台苯,塑膠工業,8.69,sys1,0.38,8.55,7.96,7.93,26,4444,2026-08-27,Excellent,22.8
18,6290,良維,電子零組件業,250.5,sys1,14.58,244.0,204.0,221.33,1,3997,2026-08-27,Excellent,16.5
19,4991,環宇-KY,半導體業,538.0,sys1,41.22,522.0,418.5,455.55,1,3827,2026-08-27,Excellent,40.0
20,5471,松翰,電子工業,61.5,sys1,3.06,61.0,54.0,55.39,3,3356,2026-08-27,Excellent,24.0
21,3504,揚明光,光電業,94.1,sys1,5.26,87.0,74.0,83.58,1,3322,2026-08-27,Excellent,21.6
22,4714,永捷,化學工業,11.8,sys1,0.4,11.7,10.35,10.99,24,1470,2026-08-27,Excellent,98.4
23,1305,華夏,塑膠工業,12.4,sys1,0.47,12.35,11.6,11.47,21,1457,2026-08-27,Excellent,29.4
24,1503,士電,電機機械,212.5,sys1,7.49,207.5,195.0,197.52,1,1433,2026-08-27,Excellent,35.3
25,3689,湧德,電子零組件業,115.5,sys1,4.24,113.5,104.5,107.02,2,1052,2026-08-27,Excellent,41.8
26,6517,保勝光學,光電業,73.7,sys1,4.18,71.7,62.6,65.34,2,902,2026-08-27,Excellent,19.3
27,5291,邑昇,電子零組件業,66.4,sys1,3.37,61.7,54.0,59.65,2,794,2026-08-27,Excellent,41.6
28,8155,博智,電子零組件業,364.5,sys1,19.53,352.0,307.0,325.44,1,788,2026-08-27,Excellent,32.9
29,8039,台虹,電子工業,352.5,sys2,22.38,320.5,158.0,307.75,1,34526,2026-08-27,Good,10.5
30,6226,光鼎,光電業,30.95,sys2,1.85,28.95,18.7,27.24,5,20152,2026-08-27,Good,-0.8
31,4939,亞電,電子零組件業,86.6,sys2,5.32,78.8,45.9,75.97,1,16155,2026-08-27,Good,-1.9
32,2464,盟立,其他電子業,211.0,sys2,14.22,208.0,118.5,182.55,1,15881,2026-08-27,Good,8.0
33,6547,高端疫苗,生技醫療業,63.1,sys2,2.56,61.9,45.1,57.98,3,5109,2026-08-27,Good,-4.6
34,2392,正崴,電子零組件業,46.65,sys2,2.01,45.95,32.6,42.64,4,5040,2026-08-27,Good,0.4
35,2351,順德,電子工業,240.0,sys2,13.87,233.0,124.0,212.26,1,4647,2026-08-27,Good,11.9
36,3406,玉晶光,光電業,834.0,sys2,42.14,796.0,442.0,749.72,1,3863,2026-08-27,Good,14.3
37,3543,州巧,光電業,49.6,sys2,2.39,45.1,27.05,44.81,4,3233,2026-08-27,Good,-8.8
38,6141,柏承,電子工業,54.9,sys2,3.54,50.4,27.7,47.81,2,3221,2026-08-27,Good,9.4
39,6538,倉和,電子零組件業,222.0,sys2,13.52,217.0,117.5,194.96,1,2967,2026-08-27,Good,-19.4
40,3008,大立光,光電業,6915.0,sys2,342.67,6290.0,3670.0,6229.67,1,2595,2026-08-27,Good,10.8
41,2491,吉祥全,光電業,51.3,sys2,2.87,47.05,21.8,45.57,3,1332,2026-08-27,Good,-12.9
42,6617,共信-KY,生技醫療業,128.5,sys2,7.32,127.0,73.4,113.86,1,979,2026-08-27,Good,11.1
43,2221,大甲,其他,74.6,sys2,3.3,71.6,42.1,68.01,3,721,2026-08-27,Good,-3.6
44,6933,AMAX-KY,電子工業,236.5,sys2,11.67,215.0,135.0,213.16,1,638,2026-08-27,Good,-13.7
45,6913,鴻呈,電子零組件業,158.0,sys2,6.09,155.0,112.5,145.82,1,579,2026-08-27,Good,13.7
46,7751,竑騰,半導體業,1985.0,sys2,128.1,1890.0,1000.0,1728.81,1,501,2026-08-27,Good,0.0
47,1301,台塑,塑膠工業,63.1,sys1,2.84,61.8,55.9,57.42,3,27275,2026-08-27,Good,1.5
48,2313,華通,電子工業,244.0,sys1,13.63,225.0,204.0,216.74,1,27185,2026-08-27,Good,11.1
49,6147,頎邦,半導體業,187.5,sys1,13.94,185.5,152.0,159.61,1,26759,2026-08-27,Good,11.5
50,2371,大同,電機機械,29.2,sys1,0.91,28.05,26.1,27.38,11,9623,2026-08-27,Good,8.4
51,6278,台表科,電子工業,206.0,sys1,11.69,199.5,167.0,182.62,1,7301,2026-08-27,Good,-2.6
52,6269,台郡,電子工業,72.9,sys1,3.83,70.8,59.0,65.24,2,5670,2026-08-27,Good,8.6
53,6271,同欣電,半導體業,210.0,sys1,11.57,208.0,189.5,186.86,1,5563,2026-08-27,Good,-4.6
54,4927,泰鼎-KY,電子零組件業,40.45,sys1,2.25,37.55,31.8,35.95,4,3351,2026-08-27,Good,-10.7
55,6168,宏齊,光電業,29.65,sys1,1.6,29.5,23.5,26.46,6,3319,2026-08-27,Good,-0.9
56,3376,新日興,電子工業,210.0,sys1,8.64,197.5,181.0,192.73,1,3129,2026-08-27,Good,-9.6
57,1313,聯成,塑膠工業,12.15,sys1,0.47,12.05,11.25,11.21,21,3099,2026-08-27,Good,10.7
58,4908,前鼎,通信網路業,195.5,sys1,13.48,178.0,140.0,168.55,1,2689,2026-08-27,Good,6.0
59,2355,敬鵬,電子工業,44.4,sys1,1.87,44.1,40.25,40.65,5,2626,2026-08-27,Good,5.7
60,7788,松川精密,電子工業,298.0,sys1,17.8,283.5,245.0,262.4,1,1754,2026-08-27,Good,0.0
61,1519,華城,電機機械,770.0,sys1,29.24,736.0,697.0,711.51,1,1652,2026-08-27,Good,3.4
62,1514,亞力,電機機械,105.0,sys1,3.66,104.5,98.2,97.67,2,1248,2026-08-27,Good,3.4
63,6727,亞泰金屬,電子零組件業,520.0,sys1,35.06,505.0,382.0,449.88,1,1213,2026-08-27,Good,30.6
64,1612,宏泰,電器電纜,35.5,sys1,0.78,35.1,34.1,33.94,12,1039,2026-08-27,Good,6.1
65,5243,乙盛-KY,電子工業,94.4,sys1,4.22,92.9,86.0,85.96,2,933,2026-08-27,Good,-3.2
66,3230,錦明,光電業,47.35,sys1,2.75,47.25,40.0,41.85,3,922,2026-08-27,Good,8.5
67,3583,辛耘,半導體業,760.0,sys1,46.26,759.0,661.0,667.47,1,915,2026-08-27,Good,6.1
68,5285,界霖,電子工業,84.0,sys1,4.55,83.5,74.4,74.89,2,885,2026-08-27,Good,-2.8
69,2017,官田鋼,鋼鐵工業,9.45,sys1,0.27,9.4,8.67,8.92,37,788,2026-08-27,Good,-16.8
70,6668,中揚光,光電業,42.95,sys1,2.01,39.05,34.6,38.93,4,780,2026-08-27,Good,8.5
71,6104,創惟,半導體業,102.5,sys1,3.43,100.5,89.3,95.65,2,592,2026-08-27,Good,-3.8
72,5321,美而快,數位雲端類,85.0,sys2,4.5,83.0,51.1,75.99,2,614,2026-08-27,Normal,-23.7
73,8085,福華,其他電子類,15.3,sys2,0.64,15.25,10.9,14.02,15,607,2026-08-27,Normal,-4.6
74,4977,眾達-KY,電子工業,171.5,sys1,11.09,170.5,142.0,149.32,1,4108,2026-08-27,Normal,-19.4
75,3363,上詮,通信網路業,704.0,sys1,46.29,656.0,549.0,611.43,1,3720,2026-08-27,Normal,-25.7
76,6920,恆勁科技,半導體業,89.2,sys1,6.07,85.2,72.6,77.06,1,839,2026-08-27,Normal,0.0
77,7427,華上生醫,生技醫療業,76.3,sys1,4.01,76.2,69.7,68.27,2,535,2026-08-27,Normal,0.0
