rank,stock_id,stock_name,industry_category,close,signal,n_value,breakout_level,exit_level,stop_loss,suggested_units,avg_volume,signal_date,grade,rev_yoy
1,2801,彰銀,金融保險,27.9,sys2,0.61,27.55,23.35,26.68,16,22355,2026-09-11,Excellent,23.7
2,2880,華南金,金融保險,45.85,sys2,1.29,45.6,38.0,43.27,7,20422,2026-09-11,Excellent,17.7
3,3441,聯一光,光電業,166.0,sys2,10.47,157.0,80.0,145.06,1,17681,2026-09-11,Excellent,40.2
4,3229,晟鈦,電子工業,67.5,sys2,4.25,65.8,48.4,59.0,2,2773,2026-09-11,Excellent,73.0
5,8227,巨有科技,半導體業,239.0,sys2,11.38,229.5,145.0,216.23,1,1671,2026-09-11,Excellent,54.1
6,2033,佳大,鋼鐵工業,28.4,sys2,1.32,28.2,20.6,25.77,7,1491,2026-09-11,Excellent,22.5
7,3029,零壹,資訊服務業,116.5,sys2,3.45,115.5,105.5,109.6,2,1169,2026-09-11,Excellent,26.0
8,3624,光頡,電子零組件業,124.5,sys1,8.27,113.5,84.8,107.97,1,12143,2026-09-11,Excellent,30.6
9,2305,全友,電子工業,41.05,sys1,2.4,38.5,28.6,36.26,4,10020,2026-09-11,Excellent,74.9
10,5386,青雲,電腦及週邊設備業,318.0,sys1,20.72,311.0,237.0,276.56,1,1762,2026-09-11,Excellent,546.8
11,1560,中砂,電機機械,790.0,sys1,36.59,749.0,663.0,716.82,1,1254,2026-09-11,Excellent,31.1
12,2884,玉山金,金融保險,46.3,sys2,1.19,46.05,36.65,43.92,8,51235,2026-09-11,Good,10.2
13,2892,第一金,金融保險,38.9,sys2,0.91,38.25,32.55,37.08,10,37168,2026-09-11,Good,9.5
14,3045,台灣大,通信網路業,121.0,sys2,1.77,120.5,107.5,117.46,5,10104,2026-09-11,Good,5.8
15,6538,倉和,電子零組件業,368.0,sys2,19.47,353.0,175.0,329.06,1,2684,2026-09-11,Good,-19.4
16,2069,運錩,鋼鐵工業,24.65,sys2,0.75,24.5,19.7,23.15,13,1017,2026-09-11,Good,-12.7
17,6416,瑞祺電通,通信網路業,115.5,sys2,4.79,115.0,91.2,105.92,2,877,2026-09-11,Good,7.9
18,5880,合庫金,金融保險,27.2,sys1,0.49,26.85,25.05,26.23,20,20796,2026-09-11,Good,-15.4
19,2412,中華電,通信網路業,140.5,sys1,1.62,139.5,135.0,137.27,6,9197,2026-09-11,Good,7.6
20,2338,光罩,半導體業,47.75,sys1,2.18,45.65,37.75,43.39,4,5148,2026-09-11,Good,-0.5
21,4904,遠傳,通信網路業,105.5,sys1,2.15,105.0,99.8,101.21,4,5023,2026-09-11,Good,3.6
22,2820,華票,金融保險,17.4,sys1,0.23,17.3,16.45,16.94,43,2657,2026-09-11,Good,46.4
23,2883,凱基金,金融保險,37.85,sys2,1.0,37.6,30.05,35.84,9,47912,2026-09-11,Normal,-49.8
24,6467,泰合,生技醫療業,291.5,sys2,15.88,255.5,123.5,259.75,1,1492,2026-09-11,Normal,0.0
25,7825,和亞智慧,其他電子業,107.5,sys2,8.27,105.0,68.2,90.96,1,541,2026-09-11,Normal,0.0
26,2886,兆豐金,金融保險,51.7,sys1,1.33,50.9,46.55,49.03,7,30818,2026-09-11,Normal,14.6
27,7920,,-,9.75,sys1,0.71,9.08,7.53,8.33,14,948,2026-09-11,Normal,0.0
