rank,stock_id,stock_name,industry_category,close,signal,n_value,breakout_level,exit_level,stop_loss,suggested_units,avg_volume,signal_date,grade,rev_yoy
1,5351,鈺創,半導體業,119.5,sys2,7.44,114.0,65.7,104.63,1,24591,2026-08-11,Excellent,399.6
2,2033,佳大,鋼鐵工業,20.55,sys2,0.59,18.7,14.45,19.36,16,892,2026-08-11,Excellent,22.5
3,2059,川湖,電子工業,12315.0,sys2,621.85,12220.0,6840.0,11071.3,1,665,2026-08-11,Excellent,38.9
4,8112,至上,電子通路業,100.0,sys1,4.72,93.0,73.5,90.56,2,18860,2026-08-11,Excellent,191.7
5,6274,台燿,電子零組件業,1605.0,sys1,125.57,1540.0,938.0,1353.87,1,6386,2026-08-11,Excellent,72.3
6,4931,新盛力,電腦及週邊設備業,255.0,sys1,17.32,238.0,160.0,220.35,1,4982,2026-08-11,Excellent,36.1
7,3044,健鼎,電子工業,441.5,sys1,23.82,439.0,327.0,393.86,1,3366,2026-08-11,Excellent,24.4
8,6446,藥華藥,生技醫療業,1460.0,sys1,87.42,1390.0,1015.0,1285.17,1,3293,2026-08-11,Excellent,64.4
9,2383,台光電,電子工業,5535.0,sys1,350.34,5510.0,3930.0,4834.32,1,2477,2026-08-11,Excellent,93.6
10,3443,創意,半導體業,4955.0,sys1,342.93,4815.0,3175.0,4269.14,1,1999,2026-08-11,Excellent,156.9
11,3003,健和興,電子工業,70.5,sys1,3.04,68.7,52.9,64.41,3,1019,2026-08-11,Excellent,25.6
12,3010,華立,電子工業,125.0,sys1,4.74,124.0,107.0,115.51,2,864,2026-08-11,Excellent,23.7
13,6108,競國,電子工業,19.55,sys1,0.7,19.15,16.1,18.14,14,846,2026-08-11,Excellent,22.4
14,3229,晟鈦,電子工業,51.0,sys1,3.92,50.9,37.0,43.16,2,762,2026-08-11,Excellent,73.0
15,3515,華擎,電子工業,216.0,sys1,7.78,215.5,187.5,200.45,1,549,2026-08-11,Excellent,55.1
16,6213,聯茂,電子工業,452.0,sys2,31.07,427.5,237.0,389.85,1,21147,2026-08-11,Good,13.8
17,2103,台橡,橡膠工業,28.65,sys2,1.22,27.6,20.15,26.21,8,8751,2026-08-11,Good,4.2
18,9914,美利達,運動休閒,94.3,sys2,3.68,88.1,73.8,86.93,2,5334,2026-08-11,Good,-16.9
19,9921,巨大,運動休閒,111.5,sys2,4.14,101.5,77.4,103.23,2,3918,2026-08-11,Good,-17.0
20,2030,彰源,鋼鐵工業,21.15,sys2,0.64,20.45,16.6,19.87,15,1554,2026-08-11,Good,-3.2
21,3712,永崴投控,電子工業,22.4,sys2,0.97,21.15,15.8,20.45,10,994,2026-08-11,Good,-8.7
22,8464,億豐,居家生活,398.0,sys2,11.47,391.5,351.0,375.07,1,547,2026-08-11,Good,9.1
23,2002,中鋼,鋼鐵工業,19.75,sys1,0.36,19.65,18.65,19.02,27,45864,2026-08-11,Good,-2.3
24,1605,華新,電器電纜,38.3,sys1,1.9,38.0,28.35,34.5,5,26430,2026-08-11,Good,2.5
25,2464,盟立,其他電子業,187.5,sys1,13.9,186.0,118.0,159.7,1,9955,2026-08-11,Good,8.0
26,2603,長榮,航運業,218.0,sys1,5.33,215.0,198.0,207.34,1,9517,2026-08-11,Good,-17.9
27,1608,華榮,電器電纜,36.45,sys1,1.41,36.15,26.7,33.62,7,5001,2026-08-11,Good,14.1
28,2474,可成,其他電子業,206.0,sys1,6.93,205.0,177.0,192.14,1,3593,2026-08-11,Good,-24.8
29,2915,潤泰全,貿易百貨,53.6,sys1,1.17,53.4,50.1,51.25,8,2929,2026-08-11,Good,-35.2
30,1319,東陽,汽車工業,78.8,sys1,2.37,78.3,68.8,74.05,4,2623,2026-08-11,Good,-19.9
31,1440,南紡,紡織纖維,13.7,sys1,0.43,13.55,12.0,12.84,23,2167,2026-08-11,Good,-3.8
32,1904,正隆,造紙工業,24.5,sys1,0.77,24.25,20.6,22.96,12,2120,2026-08-11,Good,10.3
33,2392,正崴,電子零組件業,39.6,sys1,1.53,38.3,32.6,36.54,6,1814,2026-08-11,Good,0.4
34,3490,單井,光電業,32.0,sys1,1.46,31.75,25.15,29.08,6,1483,2026-08-11,Good,-14.2
35,2536,宏普,建材營造,20.95,sys1,0.59,20.3,17.6,19.78,17,1322,2026-08-11,Good,-53.8
36,1612,宏泰,電器電纜,34.0,sys1,0.94,33.7,29.1,32.12,10,1167,2026-08-11,Good,6.1
37,3652,精聯,電子工業,37.35,sys1,2.1,37.25,27.8,33.15,4,1137,2026-08-11,Good,8.9
38,6121,新普,電腦及週邊設備業,434.5,sys1,16.58,399.0,340.0,401.34,1,1045,2026-08-11,Good,4.6
39,5426,振發,電腦及週邊設備業,30.8,sys1,1.84,29.8,22.3,27.11,5,993,2026-08-11,Good,-14.8
40,6152,百一,通信網路業,14.8,sys1,0.68,14.35,11.0,13.45,14,848,2026-08-11,Good,-21.9
41,6933,AMAX-KY,電子工業,188.0,sys1,11.37,180.5,135.0,165.26,1,595,2026-08-11,Good,-13.7
42,4746,台耀,化學生技醫療,55.0,sys1,1.51,54.9,48.5,51.98,6,522,2026-08-11,Good,-6.0
43,6696,仁新,生技醫療業,820.0,sys2,57.72,773.0,520.0,704.56,1,1516,2026-08-11,Normal,0.0
44,4157,太景*-KY,生技醫療業,9.02,sys1,0.27,8.92,7.73,8.47,36,820,2026-08-11,Normal,-55.9
