rank,stock_id,stock_name,industry_category,close,signal,n_value,breakout_level,exit_level,stop_loss,suggested_units,avg_volume,signal_date,grade,rev_yoy
1,2610,華航,航運業,24.2,sys2,0.67,23.6,18.35,22.86,14,87512,2026-06-25,Excellent,20.0
2,2327,國巨*,電子工業,1125.0,sys2,64.67,1120.0,670.0,995.66,1,53050,2026-06-25,Excellent,22.8
3,1326,台化,塑膠工業,59.5,sys2,3.07,59.2,44.75,53.36,3,45722,2026-06-25,Excellent,21.6
4,2801,彰銀,金融保險,23.5,sys2,0.41,23.3,20.05,22.68,24,38304,2026-06-25,Excellent,23.7
5,8046,南電,電子工業,1045.0,sys2,64.52,1035.0,761.0,915.97,1,18402,2026-06-25,Excellent,39.5
6,3189,景碩,半導體業,812.0,sys2,55.22,796.0,594.0,701.55,1,18143,2026-06-25,Excellent,25.1
7,6672,騰輝電子-KY,電子工業,289.5,sys2,14.55,264.5,197.5,260.39,1,5761,2026-06-25,Excellent,32.7
8,6834,天二科技,電子工業,125.5,sys2,7.25,122.5,63.0,111.01,1,5266,2026-06-25,Excellent,32.6
9,6446,藥華藥,生技醫療業,1195.0,sys2,48.96,1180.0,852.0,1097.08,1,3198,2026-06-25,Excellent,64.4
10,3360,尚立,電子通路業,20.9,sys2,0.91,19.7,13.45,19.07,10,2735,2026-06-25,Excellent,30.4
11,8016,矽創,半導體業,330.5,sys2,13.57,328.5,270.0,303.37,1,2626,2026-06-25,Excellent,29.3
12,5464,霖宏,電子零組件業,107.5,sys2,5.94,98.0,61.3,95.61,1,2224,2026-06-25,Excellent,51.5
13,4716,大立,化學工業,24.2,sys2,0.94,24.0,14.45,22.32,10,1948,2026-06-25,Excellent,18.9
14,4551,智伸科,汽車工業,249.5,sys2,10.18,245.0,128.0,229.14,1,1828,2026-06-25,Excellent,20.1
15,6129,普誠,半導體業,19.65,sys2,0.88,18.9,14.7,17.89,11,1721,2026-06-25,Excellent,69.8
16,5536,聖暉*,其他電子類,1350.0,sys2,73.29,1320.0,971.0,1203.41,1,1346,2026-06-25,Excellent,60.1
