rank,stock_id,stock_name,industry_category,close,signal,n_value,breakout_level,exit_level,stop_loss,suggested_units,avg_volume,signal_date,grade,rev_yoy
1,2890,永豐金,金融保險,41.1,sys2,1.08,41.0,31.35,38.94,9,63941,2026-07-07,Excellent,50.7
2,3055,蔚華科,電子工業,176.0,sys2,8.81,163.0,78.3,158.37,1,3343,2026-07-07,Excellent,19.3
3,6259,百徽,電子零組件業,42.6,sys2,2.8,41.95,24.65,36.99,3,3327,2026-07-07,Excellent,37.1
4,8016,矽創,半導體業,352.0,sys2,16.37,347.5,270.0,319.25,1,3097,2026-07-07,Excellent,29.3
5,6446,藥華藥,生技醫療業,1495.0,sys2,60.34,1470.0,907.0,1374.33,1,3087,2026-07-07,Excellent,64.4
6,4114,健喬,生技醫療業,32.85,sys2,0.43,32.75,29.75,31.98,23,1170,2026-07-07,Excellent,17.3
7,6712,長聖,生技醫療業,177.5,sys2,5.75,167.5,135.0,166.01,1,987,2026-07-07,Excellent,16.1
8,2059,川湖,電子工業,8260.0,sys2,440.76,8150.0,6000.0,7378.48,1,704,2026-07-07,Excellent,38.9
9,8109,博大,電子零組件業,161.5,sys2,5.62,154.5,113.0,150.26,1,526,2026-07-07,Excellent,27.2
10,6579,研揚,電子工業,179.0,sys1,6.85,171.0,150.0,165.29,1,785,2026-07-07,Excellent,16.2
11,2885,元大金,金融保險,69.8,sys2,1.98,69.7,60.7,65.85,5,29741,2026-07-07,Good,22.2
12,6525,捷敏-KY,半導體業,221.0,sys2,11.14,201.0,111.0,198.72,1,4821,2026-07-07,Good,11.9
13,1466,聚隆,紡織纖維,19.4,sys2,0.8,18.9,13.75,17.8,12,1589,2026-07-07,Good,-16.0
14,3066,李洲,光電業,30.2,sys2,1.54,29.15,19.45,27.11,6,1492,2026-07-07,Good,-7.7
15,7799,禾榮科,化學生技醫療,466.0,sys2,24.98,453.0,329.0,416.05,1,971,2026-07-07,Good,0.0
16,6841,長佳智能,生技醫療業,67.7,sys2,2.29,67.6,57.3,63.13,4,753,2026-07-07,Good,15.0
17,3511,矽瑪,電子零組件業,28.15,sys1,1.47,28.05,23.0,25.2,6,1649,2026-07-07,Good,7.9
18,3176,基亞,生技醫療業,38.25,sys1,1.47,38.2,32.15,35.3,6,761,2026-07-07,Good,-67.9
19,3625,西勝,電腦及週邊設備業,18.65,sys1,0.82,18.4,15.5,17.02,12,734,2026-07-07,Good,14.3
20,2838,聯邦銀,金融保險,24.5,sys2,0.53,23.65,20.6,23.45,19,2622,2026-07-07,Normal,8.2
21,6748,亞果生醫,生技醫療業,194.5,sys2,14.18,181.0,97.4,166.13,1,1360,2026-07-07,Normal,0.0
22,6696,仁新,生技醫療業,569.0,sys2,23.56,510.0,374.5,521.88,1,718,2026-07-07,Normal,0.0
23,2601,益航,貿易百貨,6.87,sys1,0.26,6.6,5.35,6.34,37,3454,2026-07-07,Normal,-67.3
24,7427,華上生醫,生技醫療業,44.55,sys1,1.84,42.75,38.0,40.87,5,511,2026-07-07,Normal,0.0
