rank,stock_id,stock_name,industry_category,close,signal,n_value,breakout_level,exit_level,stop_loss,suggested_units,avg_volume,signal_date,grade,rev_yoy
1,3481,群創,電子工業,56.1,sys2,3.2,52.2,24.05,49.69,3,811814,2026-06-01,Excellent,33.1
2,2344,華邦電,半導體業,168.0,sys2,9.89,158.0,91.1,148.23,1,265215,2026-06-01,Excellent,91.5
3,2408,南亞科,半導體業,381.5,sys2,23.2,353.0,217.0,335.1,1,156971,2026-06-01,Excellent,717.3
4,2324,仁寶,電腦及週邊設備業,40.35,sys2,1.73,36.85,27.5,36.89,5,133481,2026-06-01,Excellent,17.0
5,2317,鴻海,其他電子業,293.5,sys2,9.98,289.0,223.5,273.54,1,109808,2026-06-01,Excellent,45.6
6,2356,英業達,電子工業,77.2,sys2,3.24,70.2,45.85,70.72,3,87219,2026-06-01,Excellent,47.1
7,1303,南亞,塑膠工業,107.5,sys2,5.44,101.5,80.4,96.63,1,80096,2026-06-01,Excellent,18.1
8,2327,國巨*,電子工業,790.0,sys2,37.41,784.0,314.0,715.18,1,55455,2026-06-01,Excellent,22.8
9,3231,緯創,電子工業,174.0,sys2,6.05,158.5,132.0,161.89,1,55212,2026-06-01,Excellent,117.7
10,6282,康舒,電子零組件業,65.8,sys2,3.62,65.1,47.65,58.56,2,53305,2026-06-01,Excellent,17.3
11,2610,華航,航運業,19.55,sys2,0.41,19.3,17.9,18.73,24,48868,2026-06-01,Excellent,20.0
12,2618,長榮航,航運業,37.7,sys2,0.87,36.7,33.4,35.96,11,46795,2026-06-01,Excellent,18.5
13,2382,廣達,電子工業,372.5,sys2,13.7,352.5,288.5,345.1,1,37789,2026-06-01,Excellent,88.4
14,3189,景碩,半導體業,774.0,sys2,43.81,764.0,445.5,686.39,1,25598,2026-06-01,Excellent,25.1
15,3706,神達,電子工業,93.5,sys2,3.1,90.5,77.8,87.3,3,23827,2026-06-01,Excellent,43.2
16,2376,技嘉,電子工業,387.0,sys2,15.32,371.0,270.5,356.36,1,20040,2026-06-01,Excellent,74.8
17,8043,蜜望實,電子零組件業,155.0,sys2,9.54,144.0,82.0,135.91,1,19972,2026-06-01,Excellent,170.5
18,4931,新盛力,電腦及週邊設備業,238.5,sys2,14.55,238.0,152.0,209.39,1,14356,2026-06-01,Excellent,36.1
19,3624,光頡,電子零組件業,113.0,sys2,5.99,110.0,51.4,101.02,1,13427,2026-06-01,Excellent,30.6
20,8358,金居,電子零組件業,668.0,sys2,34.63,608.0,368.0,598.75,1,13266,2026-06-01,Excellent,42.8
21,4916,事欣科,電子工業,119.0,sys2,5.45,112.5,61.7,108.1,1,13249,2026-06-01,Excellent,21.6
22,8064,東捷,光電業,157.0,sys2,10.39,153.5,103.5,136.22,1,10975,2026-06-01,Excellent,27.2
23,6548,長科*,半導體業,75.0,sys2,3.21,68.4,47.05,68.58,3,10147,2026-06-01,Excellent,20.1
24,8131,福懋科,半導體業,75.5,sys2,3.95,75.0,58.5,67.6,2,9191,2026-06-01,Excellent,33.8
25,5388,中磊,電子工業,90.1,sys2,3.17,89.2,76.2,83.75,3,7581,2026-06-01,Excellent,86.5
26,6290,良維,電子零組件業,367.0,sys2,17.94,361.0,250.0,331.13,1,6948,2026-06-01,Excellent,16.5
27,2357,華碩,電子工業,837.0,sys2,25.99,761.0,582.0,785.03,1,6404,2026-06-01,Excellent,33.8
28,4739,康普,化學工業,109.0,sys2,6.63,108.5,84.3,95.75,1,5891,2026-06-01,Excellent,103.6
29,8163,達方,電子工業,41.8,sys2,1.6,40.0,26.7,38.6,6,5855,2026-06-01,Excellent,20.5
30,8042,金山電,電子零組件業,169.0,sys2,8.65,159.0,64.4,151.7,1,4894,2026-06-01,Excellent,20.5
31,4510,高鋒,電機機械,54.3,sys2,2.77,52.9,45.5,48.75,3,4870,2026-06-01,Excellent,36.1
32,3532,台勝科,電子工業,350.5,sys2,19.47,319.0,191.5,311.55,1,4860,2026-06-01,Excellent,15.8
33,6125,廣運,光電業,73.3,sys2,3.11,71.6,54.7,67.09,3,3760,2026-06-01,Excellent,50.0
34,6446,藥華藥,生技醫療業,962.0,sys2,35.41,934.0,642.0,891.18,1,3755,2026-06-01,Excellent,64.4
35,3691,碩禾,光電業,169.5,sys2,10.46,168.0,121.5,148.59,1,3627,2026-06-01,Excellent,168.9
36,8016,矽創,半導體業,309.0,sys2,10.61,306.0,230.5,287.78,1,3270,2026-06-01,Excellent,29.3
37,2637,慧洋-KY,航運業,78.8,sys2,2.41,78.4,70.4,73.98,4,3255,2026-06-01,Excellent,34.9
38,1447,力鵬,紡織纖維,6.33,sys2,0.23,6.3,4.9,5.87,43,2721,2026-06-01,Excellent,35.6
39,6414,樺漢,電腦及週邊設備業,375.5,sys2,12.19,368.0,310.5,351.11,1,2123,2026-06-01,Excellent,19.2
40,6126,信音,電子零組件業,37.25,sys2,1.47,37.1,31.5,34.31,6,1993,2026-06-01,Excellent,40.6
41,6134,萬旭,電子零組件業,39.8,sys2,1.82,36.2,29.6,36.17,5,1551,2026-06-01,Excellent,35.5
42,6214,精誠,電子工業,144.0,sys2,3.81,132.5,120.5,136.37,2,1471,2026-06-01,Excellent,31.5
43,1568,倉佑,汽車工業,49.8,sys2,1.69,45.35,27.4,46.42,5,1465,2026-06-01,Excellent,27.0
44,3528,安馳,電子通路業,129.0,sys2,5.47,122.5,76.8,118.06,1,1439,2026-06-01,Excellent,132.4
45,5410,國眾,資訊服務業,41.75,sys2,1.03,39.95,32.75,39.69,9,1215,2026-06-01,Excellent,103.0
46,5488,松普,電子零組件業,13.4,sys2,0.5,12.4,9.82,12.4,20,1142,2026-06-01,Excellent,20.1
47,3229,晟鈦,電子零組件業,54.4,sys2,3.39,50.4,35.05,47.63,2,1011,2026-06-01,Excellent,73.0
48,2535,達欣工,建材營造,82.4,sys2,2.16,81.0,71.3,78.07,4,789,2026-06-01,Excellent,24.7
49,3556,禾瑞亞,半導體業,73.9,sys2,2.88,67.2,50.1,68.13,3,788,2026-06-01,Excellent,24.4
50,3021,鴻名,電子零組件業,33.1,sys2,1.06,30.1,16.05,30.98,9,550,2026-06-01,Excellent,34.7
51,4953,緯軟,資訊服務業,132.0,sys2,3.7,126.5,114.0,124.61,2,541,2026-06-01,Excellent,31.1
52,8112,至上,電子工業,91.4,sys1,3.92,90.5,79.1,83.56,2,27001,2026-06-01,Excellent,191.7
53,1326,台化,塑膠工業,53.8,sys1,2.17,52.9,43.65,49.45,4,24490,2026-06-01,Excellent,21.6
54,2331,精英,電子工業,24.4,sys1,0.99,22.25,18.6,22.42,10,4103,2026-06-01,Excellent,30.8
55,3293,鈊象,文化創意業,769.0,sys1,17.37,767.0,710.0,734.26,1,1972,2026-06-01,Excellent,17.8
56,1444,力麗,紡織纖維,6.74,sys1,0.16,6.35,5.75,6.41,60,1502,2026-06-01,Excellent,32.5
57,3483,力致,電腦及週邊設備業,103.0,sys1,3.92,102.0,84.5,95.16,2,1140,2026-06-01,Excellent,35.0
58,5522,遠雄,建材營造,74.2,sys1,1.63,72.8,68.7,70.95,6,981,2026-06-01,Excellent,16.5
59,3207,耀勝,電子零組件業,67.9,sys1,2.92,66.7,56.6,62.06,3,613,2026-06-01,Excellent,20.1
60,6116,彩晶,光電業,18.8,sys2,0.83,17.1,8.22,17.13,12,150939,2026-06-01,Good,10.1
61,9105,泰金寶-DR,存託憑證,9.68,sys2,0.38,9.25,5.55,8.92,26,65504,2026-06-01,Good,-14.8
62,1605,華新,電器電纜,39.7,sys2,1.84,39.1,30.5,36.02,5,59771,2026-06-01,Good,2.5
63,2353,宏碁,電子工業,38.7,sys2,1.27,35.2,27.25,36.15,7,42762,2026-06-01,Good,2.1
64,2377,微星,電子工業,141.5,sys2,6.3,136.0,94.5,128.91,1,41724,2026-06-01,Good,-11.9
65,4906,正文,通信網路業,53.4,sys2,2.73,51.5,33.95,47.93,3,34988,2026-06-01,Good,-39.8
66,1504,東元,電機機械,78.7,sys2,3.13,77.5,62.8,72.45,3,30407,2026-06-01,Good,3.3
67,2464,盟立,其他電子業,199.0,sys2,10.26,184.5,105.0,178.49,1,25438,2026-06-01,Good,8.0
68,5328,華容,電子零組件業,39.8,sys2,2.42,39.6,24.55,34.95,4,24959,2026-06-01,Good,8.3
69,6127,九豪,電子零組件業,74.0,sys2,4.32,67.3,43.95,65.37,2,21678,2026-06-01,Good,10.0
70,2603,長榮,航運業,224.0,sys2,5.92,222.0,195.5,212.16,1,21650,2026-06-01,Good,-17.9
