rank,stock_id,stock_name,industry_category,close,signal,n_value,breakout_level,exit_level,stop_loss,suggested_units,avg_volume,signal_date,grade,rev_yoy
1,3481,群創,光電業,66.0,sys2,4.06,64.4,40.25,57.89,2,546485,2026-06-22,Excellent,33.1
2,2344,華邦電,半導體業,222.0,sys2,12.42,218.5,115.5,197.16,1,283515,2026-06-22,Excellent,91.5
3,2408,南亞科,半導體業,505.0,sys2,28.03,459.5,288.0,448.95,1,137666,2026-06-22,Excellent,717.3
4,2337,旺宏,半導體業,185.5,sys2,11.59,180.0,132.5,162.32,1,104462,2026-06-22,Excellent,96.5
5,1303,南亞,塑膠工業,152.5,sys2,7.66,139.0,86.4,137.19,1,85249,2026-06-22,Excellent,18.1
6,2330,台積電,半導體業,2510.0,sys2,59.87,2440.0,2210.0,2390.26,1,43334,2026-06-22,Excellent,45.2
7,2481,強茂,半導體業,176.0,sys2,11.2,172.0,130.5,153.6,1,39965,2026-06-22,Excellent,19.1
8,5351,鈺創,半導體業,99.8,sys2,6.03,96.0,76.8,87.75,1,32962,2026-06-22,Excellent,399.6
9,3189,景碩,半導體業,796.0,sys2,53.42,778.0,588.0,689.15,1,17071,2026-06-22,Excellent,25.1
10,3624,光頡,電子零組件業,176.5,sys2,9.87,160.5,84.6,156.76,1,16664,2026-06-22,Excellent,30.6
11,3090,日電貿,電子工業,335.5,sys2,19.8,332.5,188.0,295.9,1,12457,2026-06-22,Excellent,34.1
12,6257,矽格,電子工業,242.5,sys2,12.36,242.0,195.5,217.78,1,11469,2026-06-22,Excellent,16.7
13,2305,全友,電子工業,37.0,sys2,1.94,33.65,17.85,33.11,5,9518,2026-06-22,Excellent,74.9
14,6274,台燿,電子零組件業,1900.0,sys2,122.73,1835.0,1400.0,1654.53,1,7171,2026-06-22,Excellent,72.3
15,2316,楠梓電,電子工業,226.0,sys2,11.72,205.5,150.0,202.56,1,6637,2026-06-22,Excellent,16.5
16,6202,盛群,半導體業,73.7,sys2,3.79,67.5,49.5,66.12,2,6300,2026-06-22,Excellent,19.9
17,6672,騰輝電子-KY,電子工業,255.5,sys2,13.48,249.0,180.5,228.53,1,6112,2026-06-22,Excellent,32.7
18,5471,松翰,電子工業,63.6,sys2,3.05,63.0,46.1,57.49,3,5942,2026-06-22,Excellent,24.0
19,2241,艾姆勒,汽車工業,51.6,sys2,2.96,50.6,31.3,45.69,3,5212,2026-06-22,Excellent,65.6
20,2458,義隆,半導體業,178.5,sys2,14.94,172.0,48.05,148.62,1,4403,2026-06-22,Excellent,19.8
21,6834,天二科技,電子工業,111.5,sys2,6.62,101.5,63.0,98.27,1,4055,2026-06-22,Excellent,32.6
22,6166,凌華,電腦及週邊設備業,158.0,sys2,9.23,156.5,119.0,139.55,1,3491,2026-06-22,Excellent,28.8
23,6446,藥華藥,生技醫療業,1095.0,sys2,44.6,1075.0,799.0,1005.81,1,3305,2026-06-22,Excellent,64.4
24,2383,台光電,電子工業,5825.0,sys2,325.31,5635.0,4530.0,5174.39,1,2501,2026-06-22,Excellent,93.6
25,8016,矽創,半導體業,315.0,sys2,12.29,310.0,270.0,290.41,1,2389,2026-06-22,Excellent,29.3
26,6693,廣閎科,半導體業,236.5,sys2,12.92,215.0,141.5,210.66,1,2021,2026-06-22,Excellent,111.9
27,4923,力士,半導體業,63.4,sys2,3.38,57.7,38.5,56.65,2,2020,2026-06-22,Excellent,21.3
28,6259,百徽,電子零組件業,39.35,sys2,2.15,35.85,24.4,35.05,4,1904,2026-06-22,Excellent,37.1
29,4551,智伸科,汽車工業,226.0,sys2,9.63,221.5,128.0,206.73,1,1769,2026-06-22,Excellent,20.1
