rank,stock_id,stock_name,industry_category,close,signal,n_value,breakout_level,exit_level,stop_loss,suggested_units,avg_volume,signal_date,grade,rev_yoy
1,2890,永豐金,金融保險,34.25,sys2,0.81,33.65,28.65,32.62,12,45246,2026-06-09,Excellent,50.7
2,2801,彰銀,金融保險,22.3,sys2,0.37,21.75,20.05,21.55,26,32898,2026-06-09,Excellent,23.7
3,8043,蜜望實,電子零組件業,192.5,sys2,11.88,175.0,82.7,168.75,1,23016,2026-06-09,Excellent,170.5
4,4931,新盛力,電腦及週邊設備業,279.5,sys2,17.56,274.0,175.5,244.37,1,15727,2026-06-09,Excellent,36.1
5,1714,和桐,化學工業,13.9,sys2,0.48,12.65,9.3,12.94,20,12516,2026-06-09,Excellent,43.0
6,8021,尖點,其他電子業,506.0,sys2,34.07,497.0,353.0,437.87,1,6842,2026-06-09,Excellent,51.4
7,4739,康普,化學工業,130.0,sys2,7.54,123.0,91.0,114.93,1,6490,2026-06-09,Excellent,103.6
8,2897,王道銀行,金融保險,10.5,sys2,0.16,10.4,9.88,10.19,63,5412,2026-06-09,Excellent,38.2
9,5289,宜鼎,電腦及週邊設備業,1990.0,sys2,127.56,1980.0,1585.0,1734.87,1,4439,2026-06-09,Excellent,484.8
10,3550,聯穎,電子工業,25.9,sys2,1.52,24.9,19.65,22.86,6,3993,2026-06-09,Excellent,29.9
11,6446,藥華藥,生技醫療業,990.0,sys2,39.37,978.0,693.0,911.27,1,3906,2026-06-09,Excellent,64.4
12,8996,高力,電機機械,1330.0,sys2,93.03,1310.0,980.0,1143.95,1,3286,2026-06-09,Excellent,205.3
13,3167,大量,電機機械,951.0,sys2,63.46,950.0,662.0,824.09,1,2519,2026-06-09,Excellent,146.8
14,4534,慶騰,電機機械,35.0,sys2,2.06,34.75,21.7,30.88,4,2347,2026-06-09,Excellent,27.1
15,6414,樺漢,電腦及週邊設備業,401.0,sys2,14.44,393.0,310.5,372.11,1,2122,2026-06-09,Excellent,19.2
16,3290,東浦,電子零組件業,54.0,sys2,2.28,53.0,44.1,49.45,4,1514,2026-06-09,Excellent,68.1
17,3322,建舜電,電子零組件業,15.65,sys2,0.74,15.25,12.2,14.16,13,1459,2026-06-09,Excellent,17.1
18,4542,科嶠,電子零組件業,345.5,sys2,21.08,314.5,198.0,303.33,1,1427,2026-06-09,Excellent,32.6
19,6693,廣閎科,半導體業,175.0,sys2,10.26,169.0,133.0,154.48,1,1341,2026-06-09,Excellent,111.9
20,2025,千興,鋼鐵工業,15.3,sys2,0.69,14.7,11.55,13.93,14,906,2026-06-09,Excellent,127.2
21,2535,達欣工,建材營造,90.7,sys2,2.6,86.5,72.1,85.51,3,803,2026-06-09,Excellent,24.7
22,5493,三聯,其他電子類,100.5,sys2,4.24,97.9,85.5,92.02,2,622,2026-06-09,Excellent,25.5
23,2850,新產,金融保險,150.0,sys2,3.89,148.0,131.0,142.23,2,558,2026-06-09,Excellent,34.2
24,2059,川湖,電子工業,6795.0,sys2,361.04,6180.0,4450.0,6072.92,1,547,2026-06-09,Excellent,38.9
25,6672,騰輝電子-KY,電子工業,230.0,sys1,11.96,228.0,197.5,206.08,1,5497,2026-06-09,Excellent,32.7
26,2547,日勝生,建材營造,11.05,sys1,0.23,10.65,9.81,10.6,44,3963,2026-06-09,Excellent,51.4
27,2887,台新新光金,金融保險,29.55,sys2,0.88,29.4,22.85,27.8,11,154302,2026-06-09,Good,67.8
28,2892,第一金,金融保險,30.5,sys2,0.59,29.8,27.2,29.31,16,64699,2026-06-09,Good,9.5
29,2884,玉山金,金融保險,34.2,sys2,0.65,33.7,30.65,32.9,15,54301,2026-06-09,Good,10.2
30,6127,九豪,電子零組件業,83.8,sys2,5.45,81.9,45.25,72.89,1,32504,2026-06-09,Good,10.0
31,2484,希華,電子工業,60.8,sys2,4.13,58.0,36.35,52.53,2,26160,2026-06-09,Good,-4.6
32,2845,遠東銀,金融保險,12.8,sys2,0.18,12.75,11.85,12.45,56,14211,2026-06-09,Good,12.6
33,3221,台嘉碩,通信網路業,63.9,sys2,4.44,63.6,39.0,55.02,2,13869,2026-06-09,Good,-4.5
34,5876,上海商銀,金融保險,42.65,sys2,0.77,41.65,38.65,41.11,12,13782,2026-06-09,Good,-3.2
35,4904,遠傳,通信網路業,105.5,sys2,2.26,103.0,92.9,100.97,4,8937,2026-06-09,Good,3.6
36,2478,大毅,電子工業,167.0,sys2,9.49,153.5,76.6,148.02,1,8052,2026-06-09,Good,13.5
37,1319,東陽,汽車工業,105.0,sys2,3.67,98.0,77.5,97.67,2,6369,2026-06-09,Good,-19.9
38,6197,佳必琪,電子工業,343.0,sys2,16.8,338.0,212.0,309.41,1,5839,2026-06-09,Good,12.3
39,8182,加高,電子零組件業,50.8,sys2,3.37,49.25,32.5,44.06,2,4174,2026-06-09,Good,-2.2
40,3406,玉晶光,光電業,719.0,sys2,33.75,704.0,501.0,651.49,1,3233,2026-06-09,Good,14.3
41,6901,鑽石投資,其他,16.0,sys2,0.79,15.7,12.05,14.42,12,3207,2026-06-09,Good,0.0
42,5426,振發,電腦及週邊設備業,36.05,sys2,1.3,32.9,17.5,33.46,7,2669,2026-06-09,Good,-14.8
43,2483,百容,電子工業,33.6,sys2,1.6,33.45,23.1,30.39,6,2660,2026-06-09,Good,13.2
44,8454,富邦媒,數位雲端,426.5,sys2,16.48,388.0,186.0,393.55,1,2643,2026-06-09,Good,2.1
45,2030,彰源,鋼鐵工業,19.2,sys2,0.69,19.0,16.55,17.82,14,2162,2026-06-09,Good,-3.2
46,2820,華票,金融保險,17.4,sys2,0.2,17.35,16.6,17.0,49,1936,2026-06-09,Good,46.4
47,6890,來億-KY,運動休閒,274.0,sys2,11.7,255.0,161.0,250.6,1,1915,2026-06-09,Good,-20.6
48,3022,威強電,電腦及週邊設備業,86.9,sys2,2.72,80.0,66.1,81.47,3,1744,2026-06-09,Good,9.7
49,4976,佳凌,光電業,35.55,sys2,1.6,35.2,28.75,32.35,6,1633,2026-06-09,Good,0.7
50,2597,潤弘,建材營造,191.0,sys2,5.78,189.5,155.0,179.44,1,1602,2026-06-09,Good,1.7
51,4741,泓瀚,化學工業,76.0,sys2,4.81,69.1,52.0,66.37,2,1514,2026-06-09,Good,8.3
52,6270,倍微,電子通路業,39.4,sys2,1.48,35.85,24.85,36.45,6,1399,2026-06-09,Good,-18.9
53,2497,怡利電,汽車工業,65.8,sys2,3.04,65.6,54.8,59.71,3,1253,2026-06-09,Good,10.7
54,3520,華盈,電子零組件業,19.15,sys2,0.75,18.75,14.3,17.65,13,1163,2026-06-09,Good,10.1
55,3147,大綜,資訊服務業,312.5,sys2,12.08,293.0,168.0,288.35,1,1025,2026-06-09,Good,-39.9
56,7610,聯友金屬-創,創新板股票,1915.0,sys2,88.08,1810.0,773.0,1738.83,1,647,2026-06-09,Good,0.0
57,6585,鼎基,其他,127.0,sys2,4.77,123.0,89.6,117.46,2,642,2026-06-09,Good,-12.7
58,8422,可寧衛*,綠能環保,29.6,sys1,1.03,28.55,26.1,27.53,9,11149,2026-06-09,Good,1.5
59,6153,嘉聯益,電子工業,20.5,sys1,1.13,20.35,16.85,18.25,8,7605,2026-06-09,Good,1.2
60,1449,佳和,紡織纖維,16.35,sys1,0.71,14.9,12.05,14.93,14,1864,2026-06-09,Good,33.6
61,2520,冠德,建材營造,32.4,sys1,0.74,32.25,29.8,30.91,13,1588,2026-06-09,Good,8.2
62,1789,神隆,化學生技醫療,20.75,sys1,0.57,20.7,18.85,19.61,17,811,2026-06-09,Good,3.4
63,6592,和潤企業,其他,65.7,sys1,1.39,65.2,59.9,62.92,7,791,2026-06-09,Good,-4.7
64,2505,國揚,建材營造,19.45,sys1,0.41,18.2,17.25,18.63,24,519,2026-06-09,Good,-38.8
65,2883,凱基金,金融保險,29.05,sys2,0.97,28.5,21.25,27.11,10,134400,2026-06-09,Normal,-49.8
66,2881,富邦金,金融保險,125.0,sys2,3.64,119.0,93.3,117.72,2,67018,2026-06-09,Normal,-57.4
67,2882,國泰金,金融保險,104.0,sys2,3.03,100.0,76.1,97.94,3,50741,2026-06-09,Normal,-37.9
68,2886,兆豐金,金融保險,43.55,sys2,0.9,42.7,39.1,41.74,11,40943,2026-06-09,Normal,14.6
69,2867,三商壽,金融保險,8.27,sys2,0.16,8.19,7.43,7.95,62,14336,2026-06-09,Normal,-119.5
70,2838,聯邦銀,金融保險,21.8,sys2,0.43,21.6,20.0,20.93,23,1975,2026-06-09,Normal,8.2
71,6990,華鉬,綠能環保,218.0,sys2,23.66,192.5,77.5,170.68,1,1000,2026-06-09,Normal,0.0
72,0055,元大MSCI金融,ETF,40.3,sys2,0.73,39.14,33.36,38.85,13,705,2026-06-09,Normal,0.0
73,6947,台鎔科技,綠能環保,94.3,sys2,2.91,94.0,75.8,88.48,3,601,2026-06-09,Normal,0.0
74,2836,高雄銀,金融保險,12.35,sys1,0.17,12.25,11.55,12.01,59,2177,2026-06-09,Normal,-12.4
75,8476,台境*,綠能環保,18.75,sys1,0.62,17.3,15.1,17.52,16,622,2026-06-09,Normal,-11.2
