rank,stock_id,stock_name,industry_category,close,signal,n_value,breakout_level,exit_level,stop_loss,suggested_units,avg_volume,signal_date,grade,rev_yoy
1,2305,全友,電子工業,58.7,sys2,2.98,54.3,25.7,52.74,3,17992,2026-09-18,Excellent,74.9
2,6426,統新,電子工業,373.5,sys2,22.28,363.0,226.0,328.93,1,3690,2026-09-18,Excellent,70.0
3,6148,驊宏資,資訊服務業,39.85,sys2,1.52,38.9,26.9,36.8,6,2256,2026-09-18,Excellent,15.3
4,3443,創意,半導體業,7150.0,sys2,390.23,6610.0,5205.0,6369.54,1,1911,2026-09-18,Excellent,156.9
5,6199,天品,其他,113.0,sys2,3.94,109.0,89.8,105.13,2,1901,2026-09-18,Excellent,2278.9
6,2033,佳大,鋼鐵工業,33.9,sys2,1.66,30.85,21.4,30.58,6,1797,2026-09-18,Excellent,22.5
7,1560,中砂,電機機械,896.0,sys2,39.65,815.0,656.0,816.7,1,1532,2026-09-18,Excellent,31.1
8,6885,全福生技,化學生技醫療,31.6,sys2,1.21,29.65,20.35,29.17,8,881,2026-09-18,Excellent,3548.5
9,6840,東研信超,其他電子類,108.0,sys2,4.42,101.5,78.0,99.17,2,608,2026-09-18,Excellent,15.3
10,2449,京元電子,半導體業,291.5,sys1,14.54,283.5,253.0,262.41,1,23101,2026-09-18,Excellent,36.1
11,3702,大聯大,電子通路業,114.5,sys1,4.55,113.0,101.5,105.39,2,10026,2026-09-18,Excellent,28.6
12,6257,矽格,電子工業,244.5,sys1,11.1,228.0,204.0,222.29,1,9628,2026-09-18,Excellent,16.7
13,3264,欣銓,半導體業,268.5,sys1,13.21,251.5,220.0,242.08,1,8531,2026-09-18,Excellent,27.0
14,3055,蔚華科,電子工業,171.0,sys1,10.95,169.5,128.0,149.09,1,4413,2026-09-18,Excellent,19.3
15,8996,高力,電機機械,1430.0,sys1,99.93,1410.0,1170.0,1230.15,1,4208,2026-09-18,Excellent,205.3
16,8028,昇陽半導體,半導體業,257.0,sys1,13.21,256.0,216.5,230.58,1,3489,2026-09-18,Excellent,25.6
17,2347,聯強,電子工業,90.8,sys1,2.41,90.2,86.7,85.99,4,2739,2026-09-18,Excellent,64.7
18,6196,帆宣,其他電子業,540.0,sys1,23.55,538.0,499.0,492.9,1,1496,2026-09-18,Excellent,17.5
19,3031,佰鴻,光電業,28.45,sys1,1.19,26.65,22.8,26.06,8,1364,2026-09-18,Excellent,22.7
20,2404,漢唐,電子工業,1125.0,sys1,49.23,1105.0,992.0,1026.55,1,1251,2026-09-18,Excellent,100.6
21,2540,愛山林,建材營造,50.6,sys1,1.66,50.1,46.6,47.28,6,705,2026-09-18,Excellent,27.6
22,6589,台康生技,生技醫療業,52.7,sys1,1.78,52.5,45.0,49.14,5,620,2026-09-18,Excellent,28.2
23,6691,洋基工程,其他電子業,650.0,sys1,25.04,645.0,598.0,599.92,1,559,2026-09-18,Excellent,112.7
24,4923,力士,半導體業,60.8,sys1,3.38,58.3,49.9,54.03,2,531,2026-09-18,Excellent,21.3
25,6226,光鼎,光電業,45.7,sys2,2.73,43.85,21.0,40.24,3,29870,2026-09-18,Good,-0.8
26,3605,宏致,電子零組件業,154.0,sys2,9.91,152.5,106.5,134.18,1,17307,2026-09-18,Good,3.4
27,2412,中華電,通信網路業,145.5,sys2,1.64,145.0,135.0,142.23,6,11795,2026-09-18,Good,7.6
28,6168,宏齊,光電業,38.85,sys2,1.79,35.35,24.85,35.26,5,9425,2026-09-18,Good,-0.9
29,3094,聯傑,半導體業,51.7,sys2,2.67,50.8,35.4,46.37,3,7585,2026-09-18,Good,-11.4
30,2221,大甲,其他,127.5,sys2,6.26,116.0,54.3,114.98,1,5527,2026-09-18,Good,-3.6
31,4956,光鋐,光電業,42.6,sys2,2.36,41.9,30.45,37.88,4,4883,2026-09-18,Good,12.6
32,2468,華經,資訊服務業,45.85,sys2,1.76,45.0,32.15,42.34,5,4198,2026-09-18,Good,-14.8
33,6668,中揚光,光電業,49.25,sys2,2.5,46.4,34.6,44.25,3,3308,2026-09-18,Good,8.5
34,6620,漢達,生技醫療業,149.0,sys2,7.57,147.0,74.1,133.87,1,3075,2026-09-18,Good,0.0
