rank,stock_id,stock_name,industry_category,close,signal,n_value,breakout_level,exit_level,stop_loss,suggested_units,avg_volume,signal_date,grade,rev_yoy
1,6139,亞翔,其他電子業,955.0,sys2,51.31,923.0,708.0,852.38,1,5828,2026-06-29,Excellent,47.5
2,1444,力麗,紡織纖維,8.15,sys2,0.28,7.9,6.0,7.59,35,4044,2026-06-29,Excellent,32.5
3,6446,藥華藥,生技醫療業,1270.0,sys2,53.29,1215.0,868.0,1163.42,1,3064,2026-06-29,Excellent,64.4
4,5434,崇越,電子通路業,539.0,sys2,20.51,523.0,419.5,497.98,1,1206,2026-06-29,Excellent,30.6
5,6712,長聖,生技醫療業,158.0,sys2,4.63,155.5,132.0,148.75,2,655,2026-06-29,Excellent,26.2
6,1617,榮星,電器電纜,18.95,sys2,0.68,17.85,14.7,17.59,14,521,2026-06-29,Excellent,45.5
7,6589,台康生技,生技醫療業,48.2,sys1,1.61,47.95,44.2,44.98,6,1139,2026-06-29,Excellent,28.2
8,2634,漢翔,航運業,52.0,sys2,1.53,51.7,43.0,48.94,6,6423,2026-06-29,Good,-7.0
9,4707,磐亞,化學工業,30.3,sys2,1.47,28.0,14.9,27.36,6,6144,2026-06-29,Good,-15.9
10,6226,光鼎,光電業,20.05,sys2,0.93,18.25,11.45,18.19,10,6089,2026-06-29,Good,-0.8
11,3717,聯嘉投控,汽車工業,25.95,sys2,1.22,25.0,20.1,23.5,8,4919,2026-06-29,Good,0.0
12,9914,美利達,運動休閒,78.0,sys2,2.78,76.6,65.0,72.43,3,2064,2026-06-29,Good,-16.9
13,4532,瑞智,電機機械,26.15,sys2,0.64,25.75,23.4,24.88,15,1702,2026-06-29,Good,-3.3
14,2415,錩新,電子工業,37.45,sys2,1.19,36.4,26.3,35.07,8,772,2026-06-29,Good,2.4
15,2906,高林,貿易百貨,15.6,sys2,0.33,14.2,12.25,14.94,30,541,2026-06-29,Good,-4.9
16,8033,雷虎,其他,154.5,sys1,6.69,147.5,124.0,141.13,1,3986,2026-06-29,Good,5.3
17,3230,錦明,光電業,43.8,sys1,2.0,39.85,28.2,39.79,4,1546,2026-06-29,Good,8.5
18,2630,亞航,航運業,44.45,sys1,1.6,44.4,38.6,41.24,6,1177,2026-06-29,Good,-15.2
19,1736,喬山,運動休閒,129.5,sys1,9.34,123.0,110.5,110.83,1,800,2026-06-29,Good,11.0
20,1718,中纖,化學工業,12.25,sys2,0.6,11.15,6.42,11.05,16,38373,2026-06-29,Normal,-22.3
21,5321,美而快,數位雲端類,69.8,sys2,3.66,66.0,35.8,62.48,2,562,2026-06-29,Normal,-23.7
22,6618,永虹先進,化學工業,21.0,sys1,1.14,19.75,17.6,18.72,8,741,2026-06-29,Normal,0.0
