rank,stock_id,stock_name,industry_category,close,signal,n_value,breakout_level,exit_level,stop_loss,suggested_units,avg_volume,signal_date,grade,rev_yoy
1,1303,南亞,塑膠工業,242.5,sys2,15.14,238.5,162.0,212.21,1,103337,2026-08-31,Excellent,18.1
2,3006,晶豪科,半導體業,292.5,sys2,17.19,285.5,188.5,258.13,1,13227,2026-08-31,Excellent,188.1
3,2455,全新,通信網路業,477.0,sys2,28.43,450.0,300.0,420.15,1,11506,2026-08-31,Excellent,16.6
4,2421,建準,電子工業,179.5,sys2,7.01,166.0,131.0,165.47,1,4502,2026-08-31,Excellent,22.5
5,3081,聯亞,通信網路業,3530.0,sys2,216.93,3510.0,1750.0,3096.14,1,3657,2026-08-31,Excellent,115.4
6,8103,瀚荃,電子工業,119.0,sys2,6.15,117.0,71.6,106.71,1,3601,2026-08-31,Excellent,25.8
7,3324,雙鴻,其他電子類,1250.0,sys2,61.7,1155.0,907.0,1126.59,1,3491,2026-08-31,Excellent,91.7
8,6179,亞通,其他,30.5,sys2,1.29,30.4,23.95,27.92,7,2773,2026-08-31,Excellent,64.5
9,2033,佳大,鋼鐵工業,26.0,sys2,1.11,25.65,15.0,23.78,9,1885,2026-08-31,Excellent,22.5
10,3653,健策,電子工業,5990.0,sys2,331.86,5980.0,3655.0,5326.28,1,1774,2026-08-31,Excellent,18.9
11,6782,視陽,化學生技醫療,254.5,sys2,8.64,248.5,184.5,237.23,1,670,2026-08-31,Excellent,32.4
12,1326,台化,塑膠工業,68.3,sys1,3.46,64.2,56.1,61.38,2,25997,2026-08-31,Excellent,21.6
13,2890,永豐金,金融保險,41.1,sys1,1.02,40.95,38.75,39.07,9,23612,2026-08-31,Excellent,50.7
14,2368,金像電,電子零組件業,1165.0,sys1,76.97,1130.0,915.0,1011.06,1,11462,2026-08-31,Excellent,63.1
15,3339,泰谷,光電業,46.75,sys1,2.63,44.6,36.95,41.48,3,2569,2026-08-31,Excellent,54.1
16,4716,大立,化學工業,19.3,sys1,1.01,19.25,16.4,17.27,9,1745,2026-08-31,Excellent,18.9
17,2402,毅嘉,電子工業,59.7,sys1,2.37,57.8,51.1,54.96,4,1646,2026-08-31,Excellent,15.2
18,2887,台新新光金,金融保險,38.55,sys2,1.21,38.25,34.5,36.12,8,56417,2026-08-31,Good,67.8
19,2884,玉山金,金融保險,39.75,sys2,0.9,39.4,36.3,37.95,11,38703,2026-08-31,Good,10.2
20,3374,精材,半導體業,422.5,sys2,27.24,418.5,287.5,368.03,1,17637,2026-08-31,Good,14.2
21,3605,宏致,電子零組件業,139.0,sys2,8.36,137.5,78.1,122.29,1,13964,2026-08-31,Good,3.4
22,3450,聯鈞,半導體業,646.0,sys2,43.84,635.0,382.0,558.32,1,12814,2026-08-31,Good,-25.6
23,3406,玉晶光,光電業,1005.0,sys2,46.62,917.0,466.0,911.77,1,4989,2026-08-31,Good,14.3
24,3008,大立光,光電業,7650.0,sys2,363.99,7270.0,3910.0,6922.02,1,2783,2026-08-31,Good,10.8
25,7711,永擎,電子工業,535.0,sys2,26.27,516.0,289.5,482.46,1,1323,2026-08-31,Good,0.0
26,3693,營邦,電腦及週邊設備業,604.0,sys2,31.83,599.0,443.5,540.35,1,1045,2026-08-31,Good,-24.8
27,6933,AMAX-KY,電子工業,286.0,sys2,12.95,260.0,144.5,260.11,1,795,2026-08-31,Good,-13.7
28,6913,鴻呈,電子零組件業,166.0,sys2,6.67,164.0,120.5,152.67,1,788,2026-08-31,Good,13.7
29,6532,瑞耘,半導體業,95.3,sys2,4.18,94.7,65.0,86.93,2,618,2026-08-31,Good,-4.1
30,3219,倚強科,其他電子類,91.0,sys2,4.36,87.9,58.6,82.28,2,582,2026-08-31,Good,4.8
31,1301,台塑,塑膠工業,66.2,sys1,2.91,64.8,55.9,60.39,3,28367,2026-08-31,Good,1.5
32,1717,長興,化學工業,82.5,sys1,4.04,79.8,68.8,74.41,2,17020,2026-08-31,Good,5.4
