rank,stock_id,stock_name,industry_category,close,signal,n_value,breakout_level,exit_level,stop_loss,suggested_units,avg_volume,signal_date,grade,rev_yoy
1,2880,華南金,金融保險,46.9,sys2,1.28,46.4,38.6,44.35,7,17789,2026-09-15,Excellent,17.7
2,1528,恩德,電機機械,24.65,sys1,0.98,23.3,18.7,22.69,10,4163,2026-09-15,Excellent,30.9
3,6199,天品,其他,102.5,sys1,3.57,101.0,89.8,95.37,2,1432,2026-09-15,Excellent,2278.9
4,3045,台灣大,通信網路業,124.0,sys2,1.84,121.5,110.0,120.32,5,9497,2026-09-15,Good,5.8
5,2468,華經,資訊服務業,43.25,sys2,1.45,41.0,32.15,40.34,6,833,2026-09-15,Good,-14.8
6,2254,巨鎧精密-創,創新板股票,73.1,sys2,1.87,70.8,57.1,69.35,5,778,2026-09-15,Good,-77.9
7,2412,中華電,通信網路業,143.5,sys1,1.6,142.5,135.5,140.29,6,9774,2026-09-15,Good,7.6
8,4904,遠傳,通信網路業,106.5,sys1,2.11,106.0,100.0,102.28,4,4816,2026-09-15,Good,3.6
9,2427,三商電,資訊服務業,24.35,sys1,0.68,23.45,21.8,22.98,14,664,2026-09-15,Good,-56.2
10,6218,豪勉,通信網路業,49.25,sys2,2.56,49.0,36.9,44.12,3,2292,2026-09-15,Normal,-16.1
11,2905,三商,貿易百貨,18.85,sys2,0.47,18.65,17.0,17.91,21,1449,2026-09-15,Normal,-81.7
12,2891,中信金,金融保險,69.7,sys1,1.7,69.5,65.1,66.31,5,34242,2026-09-15,Normal,-31.3
