rank,stock_id,stock_name,industry_category,close,signal,n_value,breakout_level,exit_level,stop_loss,suggested_units,avg_volume,signal_date,grade,rev_yoy
1,2890,永豐金,金融保險,41.9,sys2,1.07,41.8,32.35,39.76,9,61480,2026-07-08,Excellent,50.7
2,2880,華南金,金融保險,39.7,sys2,1.27,39.2,33.35,37.15,7,30687,2026-07-08,Excellent,17.7
3,2889,國票金,金融保險,15.7,sys2,0.26,15.4,14.65,15.18,38,8086,2026-07-08,Excellent,50.4
4,2395,研華,電子工業,546.0,sys2,23.38,539.0,449.0,499.25,1,2812,2026-07-08,Excellent,21.8
5,4114,健喬,生技醫療業,33.55,sys2,0.47,32.95,30.1,32.61,21,1340,2026-07-08,Excellent,17.3
6,6712,長聖,生技醫療業,183.0,sys2,5.98,177.5,135.0,171.03,1,1169,2026-07-08,Excellent,16.1
7,2887,台新新光金,金融保險,35.85,sys2,1.64,35.5,13.34,32.58,6,84457,2026-07-08,Good,67.8
8,2892,第一金,金融保險,34.1,sys2,0.73,33.65,29.1,32.65,13,52314,2026-07-08,Good,9.5
9,2834,臺企銀,金融保險,18.25,sys2,0.32,18.2,16.45,17.62,31,38877,2026-07-08,Good,4.8
10,2332,友訊,通信網路業,21.9,sys2,1.15,21.1,15.1,19.6,8,17073,2026-07-08,Good,5.2
11,8033,雷虎,其他,227.5,sys2,10.43,224.5,124.0,206.64,1,10435,2026-07-08,Good,5.3
12,6901,鑽石投資,其他,21.05,sys2,1.1,20.6,15.35,18.85,9,5455,2026-07-08,Good,0.0
13,3022,威強電,電子工業,94.3,sys2,5.03,91.6,38.78,84.24,1,2792,2026-07-08,Good,9.7
14,2061,風青,電器電纜,83.0,sys2,4.37,81.3,32.15,74.27,2,2214,2026-07-08,Good,1.1
15,4127,天良,生技醫療業,79.5,sys2,4.24,76.7,60.8,71.01,2,588,2026-07-08,Good,47.1
16,3617,碩天,其他電子業,238.0,sys2,8.6,230.5,204.5,220.8,1,572,2026-07-08,Good,6.9
17,6727,亞泰金屬,電子零組件業,544.0,sys1,40.59,537.0,389.5,462.82,1,1873,2026-07-08,Good,30.6
18,3078,僑威,電子零組件業,59.5,sys1,1.7,58.8,51.7,56.09,5,1641,2026-07-08,Good,-55.5
19,2601,益航,貿易百貨,7.55,sys2,0.28,7.2,5.35,6.98,35,4697,2026-07-08,Normal,-67.3
20,6696,仁新,生技醫療業,648.0,sys2,29.08,569.0,378.5,589.84,1,890,2026-07-08,Normal,0.0
21,6676,祥翊,生技醫療業,14.25,sys1,0.83,13.85,12.25,12.58,11,603,2026-07-08,Normal,0.0
22,7427,華上生醫,生技醫療業,45.6,sys1,1.88,45.15,38.0,41.83,5,552,2026-07-08,Normal,0.0
