rank,stock_id,stock_name,industry_category,close,signal,n_value,breakout_level,exit_level,stop_loss,suggested_units,avg_volume,signal_date,grade,rev_yoy
1,6770,力積電,半導體業,80.7,sys2,4.41,78.0,51.6,71.88,2,246864,2026-05-28,Excellent,28.3
2,2327,國巨*,電子工業,742.0,sys2,34.83,727.0,314.0,672.34,1,56917,2026-05-28,Excellent,22.8
3,6239,力成,半導體業,357.5,sys2,17.45,353.5,201.0,322.6,1,32828,2026-05-28,Excellent,35.2
4,6175,立敦,電子零組件業,107.0,sys2,4.93,98.5,61.6,97.14,2,10692,2026-05-28,Excellent,18.9
5,6548,長科*,半導體業,66.4,sys2,2.98,63.5,47.05,60.45,3,8855,2026-05-28,Excellent,20.1
6,4973,廣穎,半導體業,152.5,sys2,8.2,139.0,82.1,136.1,1,7616,2026-05-28,Excellent,98.8
7,2305,全友,電子工業,23.2,sys2,1.36,22.85,15.7,20.49,7,6668,2026-05-28,Excellent,74.9
8,6291,沛亨,半導體業,654.0,sys2,40.31,645.0,420.0,573.38,1,2394,2026-05-28,Excellent,43.4
9,5284,jpp-KY,其他,460.0,sys2,23.1,442.0,321.5,413.8,1,2155,2026-05-28,Excellent,47.5
10,4760,勤凱,其他電子類,425.5,sys2,25.83,414.0,221.0,373.84,1,2121,2026-05-28,Excellent,72.3
11,5464,霖宏,電子零組件業,75.5,sys2,3.53,75.0,31.2,68.43,2,2048,2026-05-28,Excellent,51.5
12,5228,鈺鎧,電子零組件業,63.2,sys2,3.2,57.5,32.25,56.8,3,1565,2026-05-28,Excellent,82.1
13,3528,安馳,電子通路業,113.5,sys2,4.45,103.5,76.8,104.6,2,1134,2026-05-28,Excellent,132.4
14,6716,應廣,半導體業,117.5,sys2,6.53,115.5,81.5,104.44,1,985,2026-05-28,Excellent,46.7
15,2535,達欣工,建材營造,79.5,sys2,2.17,78.8,71.3,75.15,4,802,2026-05-28,Excellent,24.7
16,1533,車王電,汽車工業,40.6,sys2,1.43,40.35,31.5,37.74,6,706,2026-05-28,Excellent,62.4
17,1568,倉佑,汽車工業,41.25,sys2,1.4,37.5,27.4,38.46,7,696,2026-05-28,Excellent,27.0
18,3556,禾瑞亞,半導體業,61.1,sys2,2.5,58.6,50.0,56.1,3,692,2026-05-28,Excellent,24.4
19,6292,迅德,電子零組件業,68.7,sys2,2.74,62.5,44.75,63.22,3,616,2026-05-28,Excellent,43.6
20,6116,彩晶,光電業,15.55,sys2,0.75,14.85,8.13,14.06,13,134840,2026-05-28,Good,10.1
21,5425,台半,半導體業,114.5,sys2,6.05,110.5,58.8,102.4,1,32404,2026-05-28,Good,0.4
22,4906,正文,通信網路業,47.3,sys2,2.52,45.35,33.95,42.26,3,29702,2026-05-28,Good,-39.8
23,2492,華新科,電子工業,390.0,sys2,17.64,361.0,131.0,354.73,1,19353,2026-05-28,Good,11.1
24,2441,超豐,半導體業,141.0,sys2,6.49,139.0,83.7,128.01,1,18373,2026-05-28,Good,14.3
25,6005,群益證,金融保險,36.0,sys2,1.05,35.25,27.95,33.91,9,17808,2026-05-28,Good,53.3
26,1409,新纖,紡織纖維,20.75,sys2,0.63,19.4,16.55,19.49,15,14817,2026-05-28,Good,4.8
27,2375,凱美,電子工業,161.5,sys2,7.67,147.0,85.0,146.16,1,14688,2026-05-28,Good,2.7
