rank,stock_id,stock_name,industry_category,close,signal,n_value,breakout_level,exit_level,stop_loss,suggested_units,avg_volume,signal_date,grade,rev_yoy
1,1303,南亞,塑膠工業,183.0,sys2,9.33,169.5,93.1,164.34,1,70977,2026-07-01,Excellent,18.1
2,1444,力麗,紡織纖維,9.35,sys2,0.34,8.96,6.32,8.68,29,5873,2026-07-01,Excellent,32.5
3,1447,力鵬,紡織纖維,8.27,sys2,0.32,7.52,5.93,7.63,31,3238,2026-07-01,Excellent,35.6
4,3055,蔚華科,電子工業,127.5,sys2,7.67,126.0,78.3,112.15,1,2248,2026-07-01,Excellent,19.3
5,4541,晟田,其他,56.7,sys2,2.21,52.7,43.5,52.28,4,1945,2026-07-01,Excellent,83.9
6,6658,聯策,其他電子業,257.0,sys2,14.47,247.0,167.5,228.05,1,1463,2026-07-01,Excellent,60.9
7,4542,科嶠,電子零組件業,494.0,sys2,27.01,449.5,224.0,439.99,1,1439,2026-07-01,Excellent,32.6
8,1617,榮星,電器電纜,22.85,sys2,0.81,20.8,15.15,21.24,12,523,2026-07-01,Excellent,45.5
9,5314,世紀*,其他,67.0,sys1,3.22,66.8,55.3,60.56,3,4666,2026-07-01,Excellent,132.5
10,3031,佰鴻,光電業,34.5,sys1,1.86,33.7,27.7,30.77,5,3414,2026-07-01,Excellent,22.7
11,6753,龍德造船,航運業,141.5,sys1,5.94,139.5,118.5,129.62,1,1314,2026-07-01,Excellent,18.4
12,3594,磐儀,電腦及週邊設備業,55.8,sys1,2.53,52.0,45.5,50.74,3,718,2026-07-01,Excellent,60.3
13,6182,合晶,半導體業,135.0,sys2,8.62,134.5,71.7,117.76,1,50701,2026-07-01,Good,8.4
14,2484,希華,電子工業,79.8,sys2,5.24,77.2,47.0,69.32,1,44996,2026-07-01,Good,-4.6
15,5328,華容,電子零組件業,78.2,sys2,4.45,74.3,35.0,69.3,2,39901,2026-07-01,Good,8.3
16,3711,日月光投控,半導體業,703.0,sys2,37.74,700.0,520.0,627.53,1,26315,2026-07-01,Good,14.6
17,5483,中美晶,半導體業,198.0,sys2,10.91,192.0,137.5,176.18,1,20325,2026-07-01,Good,9.2
18,2375,凱美,電子工業,232.5,sys2,14.76,228.0,132.0,202.97,1,14810,2026-07-01,Good,2.7
19,6271,同欣電,半導體業,287.5,sys2,17.6,280.0,206.5,252.3,1,12464,2026-07-01,Good,-4.6
20,1710,東聯,化學工業,18.4,sys2,0.79,16.75,13.2,16.81,12,12410,2026-07-01,Good,4.0
21,8261,富鼎,半導體業,297.5,sys2,16.9,281.0,150.0,263.71,1,11832,2026-07-01,Good,10.9
22,5371,中光電,光電業,88.0,sys2,4.07,86.9,66.5,79.86,2,10658,2026-07-01,Good,7.8
23,3717,聯嘉投控,汽車工業,28.95,sys2,1.34,27.65,20.1,26.26,7,8444,2026-07-01,Good,0.0
24,8033,雷虎,其他,186.0,sys2,7.64,169.5,123.0,170.71,1,6583,2026-07-01,Good,5.3
25,6226,光鼎,光電業,24.25,sys2,1.05,22.05,11.45,22.16,9,6380,2026-07-01,Good,-0.8
26,6173,信昌電,電子零組件業,341.5,sys2,20.39,318.0,200.0,300.72,1,6312,2026-07-01,Good,12.7
27,6156,松上,電子零組件業,31.65,sys2,1.43,29.2,17.85,28.79,6,3527,2026-07-01,Good,1.6
28,1515,力山,電機機械,35.45,sys2,1.41,33.55,21.7,32.62,7,2950,2026-07-01,Good,-29.0
29,4532,瑞智,電機機械,28.55,sys2,0.75,28.3,23.45,27.06,13,2898,2026-07-01,Good,-3.3
30,3230,錦明,光電業,47.6,sys2,2.11,47.25,27.9,43.38,4,2128,2026-07-01,Good,8.5
31,1709,和益,化學工業,23.2,sys2,0.64,22.15,19.3,21.91,15,2022,2026-07-01,Good,2.2
32,2645,長榮航太,航運業,204.0,sys2,7.07,186.5,160.0,189.85,1,1938,2026-07-01,Good,12.2
33,2243,宏旭-KY,汽車工業,62.0,sys2,3.76,60.9,25.25,54.47,2,1856,2026-07-01,Good,52.5
34,6409,旭隼,電子工業,1130.0,sys2,52.45,1120.0,702.0,1025.1,1,1768,2026-07-01,Good,-22.0
35,2466,冠西電,光電業,71.3,sys2,3.39,66.8,40.15,64.52,2,1271,2026-07-01,Good,-47.1
36,4105,東洋,生技醫療業,77.6,sys2,1.04,76.8,73.2,75.53,9,1010,2026-07-01,Good,5.8
37,8222,寶一,電機機械,40.75,sys2,1.66,39.2,33.05,37.42,6,956,2026-07-01,Good,-10.1
38,4162,智擎,生技醫療業,62.7,sys2,1.67,62.1,53.4,59.35,5,840,2026-07-01,Good,6.0
39,2434,統懋,半導體業,47.75,sys2,2.71,46.95,32.1,42.34,3,552,2026-07-01,Good,-4.0
40,3605,宏致,電子零組件業,85.6,sys1,3.98,83.5,71.8,77.63,2,3220,2026-07-01,Good,3.4
41,2630,亞航,航運業,51.6,sys1,1.88,48.85,38.6,47.84,5,2351,2026-07-01,Good,-15.2
42,2493,揚博,電子工業,317.0,sys2,17.59,299.5,146.0,281.82,1,5639,2026-07-01,Normal,-6.2
43,7719,碳基,其他,60.1,sys2,3.78,57.7,38.0,52.53,2,866,2026-07-01,Normal,0.0
44,7795,長廣,電子工業,605.0,sys2,31.08,556.0,341.0,542.84,1,604,2026-07-01,Normal,0.0
45,7402,邑錡,光電業,126.5,sys1,5.86,118.0,90.3,114.77,1,670,2026-07-01,Normal,3.5
