rank,stock_id,stock_name,industry_category,close,signal,n_value,breakout_level,exit_level,stop_loss,suggested_units,avg_volume,signal_date,grade,rev_yoy
1,2890,永豐金,金融保險,42.6,sys2,1.04,42.3,38.4,40.52,9,24432,2026-09-03,Excellent,50.7
2,2801,彰銀,金融保險,26.6,sys2,0.54,25.8,23.0,25.53,18,18655,2026-09-03,Excellent,23.7
3,2889,國票金,金融保險,16.45,sys2,0.31,16.35,15.15,15.82,31,13796,2026-09-03,Excellent,50.4
4,2897,王道銀行,金融保險,10.9,sys2,0.16,10.7,10.05,10.58,63,4631,2026-09-03,Excellent,38.2
5,2887,台新新光金,金融保險,41.45,sys2,1.26,41.2,34.5,38.93,7,62196,2026-09-03,Good,67.8
6,2884,玉山金,金融保險,43.2,sys2,1.02,40.6,36.3,41.16,9,42986,2026-09-03,Good,10.2
7,2464,盟立,其他電子業,222.0,sys2,15.2,216.5,171.0,191.6,1,17437,2026-09-03,Good,8.0
8,3141,晶宏,半導體業,100.0,sys2,4.63,99.5,67.8,90.74,2,3340,2026-09-03,Good,13.8
9,6538,倉和,電子零組件業,273.0,sys2,15.35,248.5,140.5,242.3,1,2538,2026-09-03,Good,-19.4
10,2221,大甲,其他,91.5,sys2,4.16,85.4,44.2,83.18,2,1441,2026-09-03,Good,-3.6
11,8431,匯鑽科,其他電子類,63.7,sys2,2.84,59.8,44.5,58.03,3,835,2026-09-03,Good,-9.4
12,2892,第一金,金融保險,36.85,sys1,0.86,36.35,33.2,35.13,11,41522,2026-09-03,Good,9.5
13,3045,台灣大,通信網路業,118.0,sys1,1.8,116.0,113.0,114.4,5,11650,2026-09-03,Good,5.8
14,5876,上海商銀,金融保險,45.95,sys1,0.97,45.35,42.5,44.01,10,7604,2026-09-03,Good,-3.2
15,2820,華票,金融保險,17.05,sys1,0.22,16.85,16.25,16.61,45,2470,2026-09-03,Good,46.4
16,1104,環泥,水泥工業,27.8,sys1,0.4,27.25,26.4,27.0,25,1193,2026-09-03,Good,-17.3
17,2883,凱基金,金融保險,35.9,sys2,1.0,35.6,30.05,33.91,10,44588,2026-09-03,Normal,-49.8
18,2881,富邦金,金融保險,147.0,sys2,4.35,145.0,123.5,138.31,2,19735,2026-09-03,Normal,-57.4
19,2891,中信金,金融保險,67.5,sys1,1.74,67.3,62.1,64.03,5,32658,2026-09-03,Normal,-31.3
20,2855,統一證,金融保險,50.6,sys1,1.47,50.3,45.35,47.67,6,3677,2026-09-03,Normal,-66.2
21,2836,高雄銀,金融保險,12.25,sys1,0.18,12.15,11.85,11.89,55,1405,2026-09-03,Normal,-12.4
22,5297,廣化,半導體業,84.9,sys1,7.54,81.8,67.7,69.82,1,501,2026-09-03,Normal,0.0
