rank,stock_id,stock_name,industry_category,close,signal,n_value,breakout_level,exit_level,stop_loss,suggested_units,avg_volume,signal_date,grade,rev_yoy
1,2455,全新,通信網路業,572.0,sys2,33.92,566.0,374.5,504.16,1,12804,2026-09-21,Excellent,16.6
2,3264,欣銓,半導體業,284.0,sys2,13.45,271.5,202.5,257.1,1,9767,2026-09-21,Excellent,27.0
3,1528,恩德,電機機械,27.05,sys2,1.12,26.3,17.95,24.8,8,7662,2026-09-21,Excellent,30.9
4,3324,雙鴻,其他電子類,1520.0,sys2,87.1,1515.0,970.0,1345.79,1,4533,2026-09-21,Excellent,91.7
5,8996,高力,電機機械,1505.0,sys2,100.7,1455.0,1070.0,1303.61,1,4147,2026-09-21,Excellent,205.3
6,8227,巨有科技,半導體業,287.5,sys2,14.11,281.0,145.5,259.28,1,3084,2026-09-21,Excellent,54.1
7,6148,驊宏資,資訊服務業,40.0,sys2,1.6,39.85,26.9,36.81,6,2997,2026-09-21,Excellent,15.3
8,6199,天品,其他,114.5,sys2,4.39,113.0,89.8,105.72,2,2271,2026-09-21,Excellent,2278.9
9,2419,仲琦,通信網路業,30.65,sys2,0.97,30.4,24.1,28.71,10,2130,2026-09-21,Excellent,55.0
10,2033,佳大,鋼鐵工業,33.95,sys2,1.74,33.9,21.4,30.47,5,1993,2026-09-21,Excellent,22.5
11,3443,創意,半導體業,7615.0,sys2,407.05,7150.0,5205.0,6800.89,1,1987,2026-09-21,Excellent,156.9
12,1560,中砂,電機機械,914.0,sys2,40.42,896.0,656.0,833.17,1,1768,2026-09-21,Excellent,31.1
13,2449,京元電子,半導體業,301.5,sys1,14.74,291.5,253.0,272.02,1,25229,2026-09-21,Excellent,36.1
14,8150,南茂,半導體業,103.0,sys1,5.53,96.3,84.3,91.94,1,23531,2026-09-21,Excellent,23.1
15,3624,光頡,電子零組件業,132.5,sys1,8.89,130.0,93.8,114.71,1,19075,2026-09-21,Excellent,30.6
16,6257,矽格,電子工業,250.5,sys1,11.35,244.5,204.0,227.8,1,10917,2026-09-21,Excellent,16.7
17,6834,天二科技,電子工業,115.0,sys1,8.03,114.5,94.2,98.94,1,5519,2026-09-21,Excellent,32.6
18,3055,蔚華科,電子工業,188.0,sys1,11.46,173.5,133.0,165.09,1,4590,2026-09-21,Excellent,19.3
19,3380,明泰,通信網路業,33.15,sys1,1.16,31.2,29.5,30.83,8,3295,2026-09-21,Excellent,50.5
20,2406,國碩,光電業,30.4,sys1,1.26,29.3,25.85,27.89,7,3282,2026-09-21,Excellent,160.1
21,6166,凌華,電腦及週邊設備業,125.5,sys1,6.38,123.0,107.5,112.74,1,1450,2026-09-21,Excellent,28.8
22,6861,睿生光電,生技醫療業,246.0,sys1,16.08,242.5,181.0,213.83,1,1344,2026-09-21,Excellent,52.6
23,3062,建漢,通信網路業,23.15,sys1,0.67,21.45,20.1,21.82,14,1175,2026-09-21,Excellent,30.9
24,4903,聯光通,通信網路業,41.35,sys1,1.92,39.15,33.15,37.5,5,1166,2026-09-21,Excellent,25.3
25,4923,力士,半導體業,62.4,sys1,3.55,60.8,49.9,55.31,2,685,2026-09-21,Excellent,21.3
26,4534,慶騰,電機機械,32.25,sys1,1.74,30.8,27.25,28.77,5,637,2026-09-21,Excellent,27.1
27,2527,宏璟,建材營造,46.9,sys1,1.61,45.95,42.3,43.69,6,604,2026-09-21,Excellent,3888.2
28,6129,普誠,半導體業,15.45,sys1,0.62,15.05,13.0,14.22,16,541,2026-09-21,Excellent,69.8
29,2409,友達,光電業,33.35,sys2,1.67,33.0,24.6,30.01,5,322191,2026-09-21,Good,0.6
30,3605,宏致,電子零組件業,169.0,sys2,10.31,154.0,108.5,148.37,1,19130,2026-09-21,Good,3.4
31,1709,和益,化學工業,43.1,sys2,2.43,42.95,32.8,38.24,4,18359,2026-09-21,Good,2.2
32,2371,大同,電機機械,30.0,sys2,0.86,29.9,27.1,28.28,11,11141,2026-09-21,Good,8.4
33,6168,宏齊,光電業,42.7,sys2,1.9,38.85,25.05,38.91,5,9625,2026-09-21,Good,-0.9
34,2454,聯發科,半導體業,5010.0,sys2,228.84,4855.0,3655.0,4552.32,1,8461,2026-09-21,Good,12.9
35,3094,聯傑,半導體業,56.8,sys2,2.79,51.7,36.15,51.22,3,7772,2026-09-21,Good,-11.4
36,4956,光鋐,光電業,46.85,sys2,2.46,42.6,31.3,41.94,4,6073,2026-09-21,Good,12.6
37,6706,惠特,光電業,164.0,sys2,9.43,160.0,111.5,145.14,1,5849,2026-09-21,Good,-59.6
38,2221,大甲,其他,140.0,sys2,6.58,127.5,58.5,126.85,1,5616,2026-09-21,Good,-3.6
39,2468,華經,資訊服務業,46.55,sys2,1.85,45.85,32.15,42.85,5,5526,2026-09-21,Good,-14.8
40,6668,中揚光,光電業,50.3,sys2,2.66,49.25,34.6,44.98,3,4232,2026-09-21,Good,8.5
41,6538,倉和,電子零組件業,426.5,sys2,23.17,398.5,192.0,380.15,1,2221,2026-09-21,Good,-19.4
42,1569,濱川,電腦及週邊設備業,61.0,sys2,2.42,57.0,44.25,56.17,4,1467,2026-09-21,Good,11.4
43,2254,巨鎧精密-創,創新板股票,78.8,sys2,2.01,77.0,57.1,74.79,4,1163,2026-09-21,Good,-77.9
44,3219,倚強科,其他電子類,98.7,sys2,4.67,97.0,71.6,89.37,2,949,2026-09-21,Good,4.8
45,4770,上品,化學工業,257.5,sys2,9.93,255.5,202.0,237.64,1,791,2026-09-21,Good,14.8
46,6526,達發,電子工業,724.0,sys2,28.8,719.0,562.0,666.39,1,765,2026-09-21,Good,5.7
47,3356,奇偶,光電業,68.6,sys2,2.31,67.3,59.2,63.97,4,667,2026-09-21,Good,10.6
48,2444,兆勁,通信網路業,13.85,sys2,0.53,13.05,10.8,12.78,18,512,2026-09-21,Good,-26.9
49,3711,日月光投控,半導體業,663.0,sys1,29.73,653.0,592.0,603.55,1,17639,2026-09-21,Good,14.6
50,2363,矽統,半導體業,59.0,sys1,2.5,56.3,49.7,54.0,3,5707,2026-09-21,Good,30.9
51,1710,東聯,化學工業,17.0,sys1,0.69,16.9,15.45,15.61,14,5528,2026-09-21,Good,4.0
52,8110,華東,半導體業,52.1,sys1,2.17,47.4,40.5,47.76,4,5046,2026-09-21,Good,11.6
53,2441,超豐,半導體業,127.5,sys1,5.78,124.5,109.5,115.94,1,4055,2026-09-21,Good,14.3
54,6133,金橋,電子工業,28.0,sys1,1.21,27.7,21.8,25.58,8,3173,2026-09-21,Good,-1.1
55,6715,嘉基,電子零組件業,451.5,sys1,35.31,444.0,312.0,380.88,1,1971,2026-09-21,Good,9.6
56,3591,艾笛森,光電業,25.85,sys1,1.22,24.95,21.9,23.41,8,1679,2026-09-21,Good,11.6
57,8215,明基材,光電業,30.05,sys1,1.1,28.3,24.5,27.85,9,1574,2026-09-21,Good,-3.1
58,6152,百一,通信網路業,15.8,sys1,0.6,15.5,13.3,14.6,16,1248,2026-09-21,Good,-21.9
59,3014,聯陽,半導體業,139.5,sys1,3.35,137.0,128.5,132.8,2,909,2026-09-21,Good,7.6
60,6425,易發,電機機械,75.0,sys1,3.17,69.8,59.6,68.65,3,777,2026-09-21,Good,7.2
61,3047,訊舟,電子工業,15.2,sys1,0.42,14.25,13.25,14.36,23,668,2026-09-21,Good,-52.5
62,3580,友威科,其他電子類,100.5,sys1,4.56,99.5,81.7,91.37,2,611,2026-09-21,Good,-21.7
63,3346,麗清,汽車工業,24.5,sys1,0.93,22.3,18.3,22.64,10,589,2026-09-21,Good,-11.4
64,4174,浩鼎,生技醫療業,29.9,sys1,1.04,29.3,24.8,27.81,9,586,2026-09-21,Good,-9.8
