rank,stock_id,stock_name,industry_category,close,signal,n_value,breakout_level,exit_level,stop_loss,suggested_units,avg_volume,signal_date,grade,rev_yoy
1,2801,彰銀,金融保險,24.65,sys2,0.44,24.3,22.8,23.77,22,31363,2026-07-22,Excellent,23.7
2,2880,華南金,金融保險,41.25,sys2,1.2,40.8,36.1,38.86,8,25650,2026-07-22,Excellent,17.7
3,2395,研華,電子工業,596.0,sys2,27.7,593.0,453.0,540.61,1,3484,2026-07-22,Excellent,21.8
4,6414,樺漢,電腦及週邊設備業,490.0,sys2,19.28,445.5,358.0,451.44,1,2098,2026-07-22,Excellent,19.2
5,3231,緯創,電子工業,164.0,sys1,9.96,163.5,139.0,144.08,1,36574,2026-07-22,Excellent,117.7
6,2027,大成鋼,鋼鐵工業,43.75,sys1,1.39,41.9,38.2,40.96,7,16231,2026-07-22,Excellent,25.1
7,1810,和成,玻璃陶瓷,34.15,sys2,1.81,31.65,19.4,30.53,5,21413,2026-07-22,Good,-12.0
8,8039,台虹,電子工業,233.0,sys2,12.76,212.0,135.5,207.48,1,18275,2026-07-22,Good,10.5
9,2377,微星,電子工業,155.0,sys2,6.86,153.0,131.0,141.28,1,18076,2026-07-22,Good,-11.9
10,6416,瑞祺電通,通信網路業,106.0,sys2,4.24,102.5,78.8,97.51,2,995,2026-07-22,Good,7.9
11,8415,大國鋼,鋼鐵工業,37.4,sys2,0.66,36.95,33.55,36.08,15,737,2026-07-22,Good,13.9
12,4556,旭然,其他,132.5,sys2,8.17,132.0,69.9,116.17,1,534,2026-07-22,Good,3.3
13,6669,緯穎,電子工業,5500.0,sys1,292.83,5325.0,4620.0,4914.34,1,1706,2026-07-22,Good,13.9
14,5490,同亨,電腦及週邊設備業,33.45,sys2,1.31,32.45,27.3,30.83,7,1257,2026-07-22,Normal,-11.7
