rank,stock_id,stock_name,industry_category,close,signal,n_value,breakout_level,exit_level,stop_loss,suggested_units,avg_volume,signal_date,grade,rev_yoy
1,2327,國巨*,電子工業,348.5,sys2,16.54,345.0,245.0,315.42,1,44924,2026-05-05,Excellent,27.1
2,8150,南茂,半導體業,84.1,sys2,4.78,80.7,55.6,74.54,2,33844,2026-05-05,Excellent,31.2
3,2449,京元電子,半導體業,354.0,sys2,17.84,333.0,255.5,318.33,1,31841,2026-05-05,Excellent,41.3
4,2885,元大金,金融保險,55.4,sys2,1.33,53.2,45.8,52.75,7,26828,2026-05-05,Excellent,66.4
5,8358,金居,電子零組件業,433.0,sys2,25.1,416.0,230.0,382.8,1,26646,2026-05-05,Excellent,45.9
6,2455,全新,通信網路業,386.5,sys2,24.2,384.0,258.0,338.1,1,13806,2026-05-05,Excellent,30.3
7,3707,漢磊,半導體業,75.5,sys2,4.13,72.8,48.2,67.24,2,12724,2026-05-05,Excellent,25.0
8,2486,一詮,電子工業,307.0,sys2,15.7,297.5,142.5,275.6,1,12309,2026-05-05,Excellent,34.9
9,8074,鉅橡,電子零組件業,92.7,sys2,5.52,88.3,53.1,81.67,1,10143,2026-05-05,Excellent,28.3
10,3605,宏致,電子零組件業,91.2,sys2,3.89,90.7,56.2,83.41,2,9507,2026-05-05,Excellent,17.8
11,3030,德律,其他電子業,414.0,sys2,21.48,376.5,243.0,371.03,1,8340,2026-05-05,Excellent,38.5
12,6274,台燿,電子零組件業,1220.0,sys2,55.87,1110.0,615.0,1108.27,1,7946,2026-05-05,Excellent,74.8
13,2855,統一證,金融保險,39.1,sys2,1.07,37.6,30.85,36.95,9,7453,2026-05-05,Excellent,373.5
14,6197,佳必琪,電子工業,243.5,sys2,11.54,228.5,157.0,220.43,1,5805,2026-05-05,Excellent,30.9
15,8155,博智,電子零組件業,456.5,sys2,24.68,438.5,246.0,407.13,1,4850,2026-05-05,Excellent,48.3
16,5289,宜鼎,電腦及週邊設備業,1420.0,sys2,92.44,1400.0,946.0,1235.11,1,4783,2026-05-05,Excellent,307.1
17,3550,聯穎,電子工業,23.5,sys2,1.34,22.7,17.55,20.81,7,4143,2026-05-05,Excellent,61.0
18,4908,前鼎,通信網路業,250.0,sys2,13.28,235.0,101.0,223.45,1,4091,2026-05-05,Excellent,66.9
19,3317,尼克森,半導體業,62.2,sys2,2.66,59.9,49.7,56.88,3,3781,2026-05-05,Excellent,19.3
20,2395,研華,電子工業,396.5,sys2,13.42,395.0,318.5,369.65,1,3411,2026-05-05,Excellent,23.1
21,5864,致和證,金融業,30.4,sys2,0.99,30.3,23.05,28.43,10,3409,2026-05-05,Excellent,8548.7
22,8042,金山電,電子零組件業,70.8,sys2,3.91,70.0,51.0,62.98,2,3327,2026-05-05,Excellent,50.2
23,1560,中砂,電機機械,572.0,sys2,25.78,564.0,442.5,520.45,1,2879,2026-05-05,Excellent,33.1
24,2465,麗臺,電子工業,89.5,sys2,4.04,81.4,51.5,81.42,2,2761,2026-05-05,Excellent,73.4
25,8040,九暘,半導體業,81.8,sys2,4.02,77.6,47.1,73.75,2,2414,2026-05-05,Excellent,19.8
26,6861,睿生光電,化學生技醫療,396.5,sys2,18.41,360.5,126.0,359.68,1,2130,2026-05-05,Excellent,45.5
27,6174,安碁,電子零組件業,37.55,sys2,2.0,35.55,21.65,33.54,4,1826,2026-05-05,Excellent,20.1
28,3518,柏騰,其他電子業,36.55,sys2,1.54,34.5,19.95,33.46,6,1668,2026-05-05,Excellent,38.9
29,3402,漢科,其他電子類,145.5,sys2,5.74,144.5,114.0,134.02,1,1505,2026-05-05,Excellent,16.7
30,8121,越峰,電子零組件業,32.95,sys2,1.56,31.35,22.8,29.84,6,1174,2026-05-05,Excellent,43.9
31,4542,科嶠,電子零組件業,240.0,sys2,13.12,218.5,152.0,213.77,1,1099,2026-05-05,Excellent,96.7
32,6683,雍智科技,半導體業,2565.0,sys2,151.1,2335.0,1370.0,2262.8,1,994,2026-05-05,Excellent,46.7
33,5464,霖宏,電子零組件業,39.45,sys2,1.27,36.3,27.85,36.92,7,832,2026-05-05,Excellent,15.5
34,6525,捷敏-KY,半導體業,102.5,sys2,3.09,97.8,79.6,96.32,3,648,2026-05-05,Excellent,19.9
35,3004,豐達科,鋼鐵工業,125.5,sys2,5.0,121.0,102.0,115.5,1,584,2026-05-05,Excellent,20.7
36,2344,華邦電,半導體業,98.8,sys1,6.58,98.4,83.8,85.64,1,156941,2026-05-05,Excellent,94.2
37,2408,南亞科,半導體業,256.5,sys1,17.71,242.5,199.0,221.09,1,112243,2026-05-05,Excellent,608.0
38,2883,凱基金,金融保險,21.8,sys1,0.48,21.75,20.05,20.83,20,47907,2026-05-05,Excellent,28.3
39,2369,菱生,半導體業,33.2,sys1,1.95,32.9,28.1,29.29,5,15852,2026-05-05,Excellent,61.9
40,6005,群益證,金融保險,29.7,sys1,0.74,29.3,27.4,28.21,13,15595,2026-05-05,Excellent,130.0
41,3535,晶彩科,電子工業,145.5,sys1,8.82,141.0,113.5,127.86,1,9419,2026-05-05,Excellent,9477.2
42,1809,中釉,玻璃陶瓷,31.05,sys1,1.83,29.55,24.5,27.4,5,4272,2026-05-05,Excellent,25.9
43,5386,青雲,電腦及週邊設備業,437.5,sys1,29.74,412.5,328.0,378.02,1,2529,2026-05-05,Excellent,406.8
44,8926,台汽電,油電燃氣業,47.55,sys1,1.06,46.85,44.15,45.43,9,1683,2026-05-05,Excellent,1067.2
45,3032,偉訓,電子工業,66.0,sys1,2.45,65.6,60.9,61.11,4,572,2026-05-05,Excellent,41.6
46,4561,健椿,電機機械,44.5,sys1,2.1,41.9,31.7,40.3,4,511,2026-05-05,Excellent,75.4
47,2303,聯電,半導體業,83.1,sys2,4.11,82.4,52.8,74.89,2,210482,2026-05-05,Good,5.3
48,2426,鼎元,光電業,69.3,sys2,4.19,64.7,34.5,60.91,2,20406,2026-05-05,Good,-0.5
49,3264,欣銓,半導體業,235.5,sys2,13.51,221.5,156.0,208.48,1,18741,2026-05-05,Good,22.3
50,6257,矽格,電子工業,197.0,sys2,9.11,194.0,150.5,178.78,1,17773,2026-05-05,Good,13.5
51,4919,新唐,電子工業,165.0,sys2,9.7,162.0,86.0,145.6,1,16956,2026-05-05,Good,0.5
