rank,stock_id,stock_name,industry_category,close,signal,n_value,breakout_level,exit_level,stop_loss,suggested_units,avg_volume,signal_date,grade,rev_yoy
1,1815,富喬,電子零組件業,125.5,sys2,7.15,119.0,64.5,111.2,1,50488,2026-08-28,Excellent,33.0
2,2301,光寶科,電腦及週邊設備業,317.5,sys2,18.59,312.5,209.0,280.33,1,41113,2026-08-28,Excellent,23.4
3,3324,雙鴻,其他電子類,1140.0,sys2,58.37,1120.0,887.0,1023.25,1,3152,2026-08-28,Excellent,91.7
4,6805,富世達,電子零組件業,2345.0,sys2,135.07,2225.0,1335.0,2074.86,1,2312,2026-08-28,Excellent,95.0
5,6179,亞通,其他,30.4,sys2,1.19,29.3,23.4,28.03,8,2251,2026-08-28,Excellent,64.5
6,2033,佳大,鋼鐵工業,25.65,sys2,1.04,24.25,14.7,23.58,9,1675,2026-08-28,Excellent,22.5
7,8358,金居,電子零組件業,543.0,sys1,35.81,494.0,392.0,471.37,1,26873,2026-08-28,Excellent,42.8
8,2481,強茂,半導體業,154.0,sys1,11.74,152.5,129.5,130.52,1,25678,2026-08-28,Excellent,19.1
9,2449,京元電子,半導體業,270.0,sys1,16.37,262.0,225.0,237.25,1,20528,2026-08-28,Excellent,36.1
10,2368,金像電,電子零組件業,1130.0,sys1,75.23,1110.0,915.0,979.54,1,10665,2026-08-28,Excellent,63.1
11,5475,德宏,電子零組件業,201.0,sys1,15.46,199.0,156.0,170.07,1,8143,2026-08-28,Excellent,105.1
12,8021,尖點,其他電子業,454.0,sys1,32.93,452.0,373.5,388.13,1,5491,2026-08-28,Excellent,51.4
13,5340,建榮,電子零組件業,84.8,sys1,4.67,83.5,74.5,75.45,2,3657,2026-08-28,Excellent,18.5
14,5498,凱崴,電子零組件業,58.1,sys1,3.35,56.2,48.2,51.39,2,2487,2026-08-28,Excellent,47.7
15,3491,昇達科,通信網路業,1510.0,sys1,104.29,1470.0,1210.0,1301.41,1,1747,2026-08-28,Excellent,36.2
16,3645,達邁,電子工業,76.6,sys1,3.84,73.3,62.8,68.92,2,1581,2026-08-28,Excellent,23.8
17,5291,邑昇,電子零組件業,68.5,sys1,3.51,66.9,54.0,61.49,2,1067,2026-08-28,Excellent,41.6
18,6584,南俊國際,電子零組件業,682.0,sys1,36.58,656.0,575.0,608.85,1,1054,2026-08-28,Excellent,52.7
19,4939,亞電,電子零組件業,92.8,sys2,5.67,86.6,47.65,81.47,1,19657,2026-08-28,Good,-1.9
20,6226,光鼎,光電業,34.0,sys2,1.91,30.95,18.7,30.17,5,19049,2026-08-28,Good,-0.8
21,3450,聯鈞,半導體業,635.0,sys2,43.78,612.0,364.5,547.44,1,12248,2026-08-28,Good,-25.6
22,3406,玉晶光,光電業,917.0,sys2,44.34,834.0,466.0,828.33,1,4495,2026-08-28,Good,14.3
23,6141,柏承,電子工業,58.2,sys2,3.66,55.4,29.05,50.88,2,3493,2026-08-28,Good,9.4
24,3543,州巧,光電業,54.5,sys2,2.52,49.6,30.3,49.46,3,3165,2026-08-28,Good,-8.8
25,3008,大立光,光電業,7065.0,sys2,345.77,6915.0,3880.0,6373.46,1,2690,2026-08-28,Good,10.8
26,7788,松川精密,電子工業,327.5,sys2,18.39,305.5,183.0,290.73,1,1892,2026-08-28,Good,0.0
27,6669,緯穎,電子工業,7200.0,sys2,324.33,6960.0,5300.0,6551.35,1,1666,2026-08-28,Good,13.9
28,2491,吉祥全,光電業,56.4,sys2,2.98,51.3,22.6,50.44,3,1530,2026-08-28,Good,-12.9
29,3693,營邦,電腦及週邊設備業,587.0,sys2,31.72,573.0,435.5,523.57,1,994,2026-08-28,Good,-24.8
30,2221,大甲,其他,79.7,sys2,3.5,74.7,42.2,72.69,2,867,2026-08-28,Good,-3.6
31,6933,AMAX-KY,電子工業,260.0,sys2,12.26,236.5,143.5,235.49,1,718,2026-08-28,Good,-13.7
32,6913,鴻呈,電子零組件業,159.0,sys2,6.36,158.0,118.5,146.28,1,673,2026-08-28,Good,13.7
33,3374,精材,半導體業,386.0,sys1,26.64,362.5,288.0,332.71,1,15728,2026-08-28,Good,14.2
34,6173,信昌電,電子零組件業,239.0,sys1,19.28,230.0,189.5,200.43,1,14248,2026-08-28,Good,12.7
35,6269,台郡,電子工業,75.0,sys1,4.06,72.9,59.0,66.87,2,6553,2026-08-28,Good,8.6
36,6271,同欣電,半導體業,215.0,sys1,11.54,211.0,189.5,191.91,1,5411,2026-08-28,Good,-4.6
37,6456,GIS-KY,光電業,74.3,sys1,4.29,73.5,62.9,65.72,2,4160,2026-08-28,Good,-15.2
38,3376,新日興,電子工業,217.0,sys1,8.98,213.0,181.0,199.03,1,3896,2026-08-28,Good,-9.6
39,4927,泰鼎-KY,電子零組件業,43.0,sys1,2.38,40.7,31.8,38.24,4,3777,2026-08-28,Good,-10.7
40,6153,嘉聯益,電子工業,17.75,sys1,0.82,17.65,16.1,16.11,12,2895,2026-08-28,Good,1.2
