rank,stock_id,stock_name,industry_category,close,signal,n_value,breakout_level,exit_level,stop_loss,suggested_units,avg_volume,signal_date,grade,rev_yoy
1,2344,華邦電,半導體業,134.0,sys2,7.54,129.5,83.8,118.91,1,194563,2026-05-14,Excellent,91.5
2,2408,南亞科,半導體業,341.0,sys2,19.94,325.0,199.0,301.13,1,130903,2026-05-14,Excellent,717.3
3,2327,國巨*,電子工業,462.0,sys2,21.44,430.0,289.5,419.12,1,46384,2026-05-14,Excellent,22.8
4,5351,鈺創,半導體業,91.5,sys2,5.59,88.0,59.5,80.32,1,30201,2026-05-14,Excellent,399.6
5,3006,晶豪科,半導體業,238.0,sys2,14.52,227.5,147.0,208.95,1,25847,2026-05-14,Excellent,188.1
6,8028,昇陽半導體,電子工業,261.5,sys2,15.01,257.0,183.5,231.48,1,18752,2026-05-14,Excellent,25.6
7,2542,興富發,建材營造,43.15,sys2,0.98,43.0,33.7,41.19,10,14385,2026-05-14,Excellent,1537.7
8,3090,日電貿,電子工業,129.5,sys2,6.61,126.0,92.8,116.27,1,10492,2026-05-14,Excellent,34.1
9,8299,群聯,半導體業,2880.0,sys2,164.62,2860.0,1555.0,2550.77,1,10366,2026-05-14,Excellent,221.5
10,2049,上銀,電機機械,374.5,sys2,16.9,371.5,267.0,340.7,1,9661,2026-05-14,Excellent,17.4
11,8043,蜜望實,電子零組件業,103.0,sys2,6.51,101.0,79.4,89.98,1,8417,2026-05-14,Excellent,170.5
12,3048,益登,電子通路業,51.0,sys2,2.21,47.0,36.4,46.59,4,7948,2026-05-14,Excellent,26.7
13,8042,金山電,電子零組件業,109.0,sys2,5.27,106.0,53.4,98.45,1,5711,2026-05-14,Excellent,20.5
14,8926,台汽電,油電燃氣業,57.6,sys2,1.64,56.7,43.65,54.32,6,4594,2026-05-14,Excellent,594.0
15,3624,光頡,電子零組件業,73.2,sys2,3.79,68.3,48.55,65.61,2,4562,2026-05-14,Excellent,30.6
16,8016,矽創,半導體業,294.5,sys2,9.79,279.5,205.0,274.93,1,2545,2026-05-14,Excellent,29.3
17,5536,聖暉*,其他電子類,1010.0,sys2,46.72,1005.0,771.0,916.56,1,2486,2026-05-14,Excellent,60.1
18,8121,越峰,電子零組件業,35.6,sys2,2.04,35.4,25.05,31.53,4,2073,2026-05-14,Excellent,18.6
19,5228,鈺鎧,電子零組件業,50.2,sys2,2.84,49.9,29.9,44.52,3,1650,2026-05-14,Excellent,82.1
20,8163,達方,電子工業,32.3,sys2,0.9,31.65,26.6,30.51,11,1590,2026-05-14,Excellent,20.5
21,6223,旺矽,半導體業,6290.0,sys2,309.99,5820.0,4540.0,5670.02,1,1529,2026-05-14,Excellent,38.6
22,6138,茂達,半導體業,306.5,sys2,12.28,298.0,222.5,281.93,1,1351,2026-05-14,Excellent,16.4
23,8091,翔名,半導體業,215.5,sys2,10.21,209.0,171.0,195.08,1,1183,2026-05-14,Excellent,61.8
24,3003,健和興,電子工業,61.0,sys2,2.06,60.8,52.1,56.88,4,1097,2026-05-14,Excellent,25.6
25,6227,茂綸,電子通路業,113.5,sys2,4.35,110.0,87.6,104.8,2,929,2026-05-14,Excellent,66.7
26,6237,驊訊,半導體業,47.75,sys2,1.82,46.4,37.4,44.11,5,925,2026-05-14,Excellent,39.6
27,6419,京晨科,光電業,177.0,sys2,9.9,165.5,122.5,157.21,1,759,2026-05-14,Excellent,174.2
28,2425,承啟,電子工業,35.2,sys2,1.36,34.6,28.4,32.48,7,745,2026-05-14,Excellent,61.2
29,3479,安勤,電腦及週邊設備業,104.0,sys2,2.21,98.9,90.0,99.58,4,536,2026-05-14,Excellent,21.5
30,2423,固緯,其他電子業,73.4,sys2,3.23,69.9,49.8,66.94,3,501,2026-05-14,Excellent,34.8
31,5493,三聯,其他電子類,95.3,sys1,3.31,92.5,84.9,88.68,3,521,2026-05-14,Excellent,25.5
32,2303,聯電,半導體業,108.0,sys2,5.45,104.5,60.1,97.1,1,268154,2026-05-14,Good,4.9
33,2492,華新科,電子工業,220.0,sys2,11.34,205.0,124.0,197.31,1,20598,2026-05-14,Good,11.1
34,6278,台表科,電子工業,226.0,sys2,13.11,222.0,122.0,199.77,1,15919,2026-05-14,Good,-2.6
35,8069,元太,光電業,226.0,sys2,9.28,215.0,135.0,207.44,1,15686,2026-05-14,Good,1.3
36,2441,超豐,半導體業,101.0,sys2,5.23,100.5,83.7,90.55,1,14217,2026-05-14,Good,14.3
37,3033,威健,電子通路業,46.4,sys2,1.65,45.5,33.1,43.1,6,14067,2026-05-14,Good,12.6
38,6173,信昌電,電子零組件業,172.0,sys2,7.77,159.0,73.6,156.45,1,12401,2026-05-14,Good,12.7
39,8027,鈦昇,電機機械,264.0,sys2,14.25,251.0,135.5,235.51,1,12219,2026-05-14,Good,-9.6
40,3026,禾伸堂,電子零組件業,357.5,sys2,19.67,351.5,201.5,318.15,1,9441,2026-05-14,Good,0.1
41,3135,凌航,半導體業,220.5,sys2,12.26,218.0,113.0,195.98,1,8853,2026-05-14,Good,0.0
42,6415,矽力*-KY,半導體業,503.0,sys2,26.12,492.0,272.0,450.76,1,8228,2026-05-14,Good,12.0
43,3236,千如,電子零組件業,40.2,sys2,2.3,38.85,28.0,35.61,4,7054,2026-05-14,Good,13.1
44,3317,尼克森,半導體業,74.0,sys2,3.29,70.0,49.7,67.42,3,6543,2026-05-14,Good,12.6
45,2375,凱美,電子工業,101.0,sys2,5.3,97.0,77.2,90.39,1,6463,2026-05-14,Good,2.7
46,3357,臺慶科,電子零組件業,231.5,sys2,12.26,213.0,163.0,206.98,1,5153,2026-05-14,Good,12.1
47,3498,陽程,其他電子類,135.5,sys2,6.95,123.5,76.1,121.6,1,3862,2026-05-14,Good,156.9
48,3490,單井,光電業,35.65,sys2,1.64,34.0,28.0,32.36,6,2222,2026-05-14,Good,-14.2
49,3008,大立光,光電業,3135.0,sys2,119.13,2930.0,2440.0,2896.74,1,2146,2026-05-14,Good,10.8
50,6831,邁科,電子工業,722.0,sys2,38.67,688.0,418.0,644.65,1,2087,2026-05-14,Good,0.0
51,3406,玉晶光,光電業,560.0,sys2,22.27,559.0,484.5,515.45,1,1973,2026-05-14,Good,14.3
52,6208,日揚,半導體業,104.5,sys2,4.8,95.1,68.6,94.91,2,1852,2026-05-14,Good,-18.4
53,6449,鈺邦,電子工業,239.5,sys2,11.18,218.0,153.0,217.14,1,1641,2026-05-14,Good,15.0
54,7769,鴻勁,半導體業,7560.0,sys2,322.02,7555.0,4180.0,6915.97,1,1475,2026-05-14,Good,0.0
55,2428,興勤,電子工業,212.0,sys2,8.3,204.5,167.0,195.41,1,1457,2026-05-14,Good,11.3
56,3356,奇偶,電子工業,62.7,sys2,2.06,62.3,50.6,58.59,4,1243,2026-05-14,Good,10.6
57,6525,捷敏-KY,半導體業,116.5,sys2,4.39,113.5,86.4,107.73,2,1190,2026-05-14,Good,11.9
58,4571,鈞興-KY,電機機械,204.5,sys2,8.49,202.5,158.0,187.53,1,1032,2026-05-14,Good,-7.4
59,7712,博盛半導體,半導體業,168.0,sys2,8.76,163.5,107.0,150.47,1,958,2026-05-14,Good,3.5
60,6719,力智,半導體業,208.5,sys2,7.12,203.0,161.0,194.27,1,947,2026-05-14,Good,-10.3
61,2221,大甲,其他,45.75,sys2,1.96,42.75,31.7,41.84,5,931,2026-05-14,Good,-3.6
62,8050,廣積,電腦及週邊設備業,49.05,sys2,1.3,48.7,40.45,46.45,7,834,2026-05-14,Good,-13.6
63,7788,松川精密,電子工業,206.0,sys2,9.61,195.0,146.5,186.78,1,775,2026-05-14,Good,0.0
64,7610,聯友金屬-創,創新板股票,870.0,sys2,52.45,869.0,529.0,765.1,1,758,2026-05-14,Good,0.0
