rank,stock_id,stock_name,industry_category,close,signal,n_value,breakout_level,exit_level,stop_loss,suggested_units,avg_volume,signal_date,grade,rev_yoy
1,2301,光寶科,電腦及週邊設備業,287.0,sys2,18.72,286.5,176.5,249.57,1,35504,2026-08-24,Excellent,23.4
2,3441,聯一光,光電業,112.5,sys2,7.37,107.0,65.0,97.77,1,22831,2026-08-24,Excellent,40.2
3,4416,三圓,建材營造,15.1,sys2,0.62,13.75,9.98,13.87,16,770,2026-08-24,Excellent,7266.9
4,4303,信立,塑膠工業,53.2,sys2,1.66,51.4,39.35,49.88,6,768,2026-08-24,Excellent,24.9
5,3260,威剛,半導體業,438.5,sys1,21.54,437.0,375.0,395.41,1,14930,2026-08-24,Excellent,181.5
6,2451,創見,半導體業,316.0,sys1,15.22,312.5,273.0,285.56,1,9245,2026-08-24,Excellent,594.4
7,1711,永光,化學工業,41.4,sys1,2.33,41.2,35.0,36.75,4,5041,2026-08-24,Excellent,28.2
8,8103,瀚荃,電子工業,97.2,sys1,5.26,96.3,78.5,86.69,1,1859,2026-08-24,Excellent,25.8
9,1709,和益,化學工業,34.65,sys2,1.79,33.85,22.55,31.06,5,8124,2026-08-24,Good,2.2
10,3234,光環,通信網路業,166.0,sys2,10.87,154.0,83.4,144.25,1,3264,2026-08-24,Good,-9.2
11,2030,彰源,鋼鐵工業,23.0,sys2,0.76,22.5,16.6,21.47,13,3085,2026-08-24,Good,-3.2
12,2426,鼎元,光電業,82.6,sys1,5.97,82.2,64.7,70.66,1,18612,2026-08-24,Good,-14.1
13,2489,瑞軒,光電業,36.9,sys1,2.34,35.65,30.2,32.22,4,15315,2026-08-24,Good,11.2
14,6176,瑞儀,光電業,101.5,sys1,4.13,89.5,80.7,93.24,2,5546,2026-08-24,Good,-3.7
15,2351,順德,電子工業,200.5,sys1,12.78,191.0,163.5,174.94,1,3865,2026-08-24,Good,11.9
16,3049,精金,電子工業,12.7,sys1,0.6,12.0,10.45,11.5,16,3327,2026-08-24,Good,-45.7
17,6168,宏齊,光電業,27.15,sys1,1.52,26.0,23.5,24.1,6,2149,2026-08-24,Good,-0.9
18,4956,光鋐,光電業,36.75,sys1,2.19,33.7,28.15,32.37,4,1673,2026-08-24,Good,12.6
19,4772,台特化,化學工業,264.5,sys1,11.22,263.5,243.5,242.06,1,662,2026-08-24,Good,289.7
20,3540,曜越,電腦及週邊設備業,24.95,sys1,0.84,23.8,20.05,23.27,11,579,2026-08-24,Good,-11.5
21,6104,創惟,半導體業,96.5,sys1,3.51,96.0,89.3,89.47,2,544,2026-08-24,Good,-3.8
22,5321,美而快,數位雲端類,78.5,sys2,4.7,78.0,51.1,69.1,2,563,2026-08-24,Normal,-23.7
23,2399,映泰,電子工業,47.75,sys1,2.6,47.3,42.25,42.55,3,6772,2026-08-24,Normal,-21.7
24,3024,憶聲,光電業,14.5,sys1,0.5,13.95,12.7,13.51,20,1207,2026-08-24,Normal,-58.1
