rank,stock_id,stock_name,industry_category,close,signal,n_value,breakout_level,exit_level,stop_loss,suggested_units,avg_volume,signal_date,grade,rev_yoy
1,2327,國巨*,電子工業,520.0,sys2,25.29,516.0,289.5,469.41,1,56343,2026-05-20,Excellent,22.8
2,3090,日電貿,電子工業,178.5,sys2,7.98,162.5,92.8,162.55,1,14504,2026-05-20,Excellent,34.1
3,3048,益登,電子通路業,61.7,sys2,2.76,60.2,36.4,56.18,3,13007,2026-05-20,Excellent,26.7
4,6209,今國光,光電業,78.9,sys2,4.21,74.8,58.9,70.47,2,11416,2026-05-20,Excellent,75.6
5,2455,全新,通信網路業,400.5,sys2,26.16,390.5,302.0,348.18,1,10225,2026-05-20,Excellent,16.6
6,2401,凌陽,半導體業,26.9,sys2,1.25,26.6,22.55,24.39,7,9938,2026-05-20,Excellent,22.1
7,4916,事欣科,電子工業,89.9,sys2,4.2,81.8,60.4,81.5,2,8440,2026-05-20,Excellent,21.6
8,6175,立敦,電子零組件業,81.5,sys2,4.04,76.3,60.0,73.41,2,7246,2026-05-20,Excellent,18.9
9,8040,九暘,半導體業,98.7,sys2,5.27,96.2,60.6,88.16,1,4015,2026-05-20,Excellent,46.0
10,6834,天二科技,電子工業,60.6,sys2,3.12,57.9,33.6,54.36,3,3380,2026-05-20,Excellent,32.6
11,3504,揚明光,光電業,82.3,sys2,4.19,82.0,61.5,73.92,2,2622,2026-05-20,Excellent,21.6
12,3694,海華,通信網路業,71.2,sys2,2.73,65.3,55.2,65.74,3,2331,2026-05-20,Excellent,27.3
13,1447,力鵬,紡織纖維,5.89,sys2,0.18,5.87,4.9,5.53,55,2072,2026-05-20,Excellent,35.6
14,3441,聯一光,光電業,48.15,sys2,2.19,47.65,32.75,43.77,4,2066,2026-05-20,Excellent,40.2
15,3577,泓格,電腦及週邊設備業,134.0,sys2,5.86,130.0,80.1,122.27,1,983,2026-05-20,Excellent,90.1
16,3479,安勤,電腦及週邊設備業,110.5,sys2,2.71,105.5,90.0,105.09,3,721,2026-05-20,Excellent,21.5
17,5488,松普,電子零組件業,11.7,sys2,0.36,11.0,9.47,10.98,27,594,2026-05-20,Excellent,20.1
18,1533,車王電,汽車工業,38.0,sys2,1.23,36.25,30.1,35.55,8,502,2026-05-20,Excellent,62.4
19,5425,台半,半導體業,86.9,sys2,5.0,85.6,56.3,76.9,1,20052,2026-05-20,Good,0.4
20,3033,威健,電子通路業,51.4,sys2,1.85,49.75,34.0,47.7,5,19861,2026-05-20,Good,12.6
21,2492,華新科,電子工業,242.0,sys2,12.12,222.5,124.0,217.75,1,19706,2026-05-20,Good,11.1
22,3236,千如,電子零組件業,43.9,sys2,2.6,42.7,28.0,38.71,3,9447,2026-05-20,Good,13.1
23,3026,禾伸堂,電子零組件業,394.5,sys2,23.15,386.0,201.5,348.21,1,9163,2026-05-20,Good,0.1
24,2375,凱美,電子工業,111.5,sys2,5.75,110.5,77.2,99.99,1,7959,2026-05-20,Good,2.7
25,2478,大毅,電子工業,105.5,sys2,5.32,98.4,63.0,94.87,1,6805,2026-05-20,Good,13.5
26,3209,全科,電子通路業,78.0,sys2,3.39,77.6,47.45,71.22,2,6652,2026-05-20,Good,11.8
27,8261,富鼎,半導體業,149.0,sys2,7.29,145.0,112.0,134.41,1,6083,2026-05-20,Good,10.9
28,3094,聯傑,半導體業,36.3,sys2,1.87,35.9,25.2,32.57,5,3844,2026-05-20,Good,-11.4
29,3675,德微,半導體業,311.5,sys2,18.17,283.5,201.0,275.17,1,2126,2026-05-20,Good,12.5
30,2428,興勤,電子工業,223.0,sys2,9.29,220.5,167.0,204.42,1,1714,2026-05-20,Good,11.3
31,5285,界霖,半導體業,80.4,sys2,3.07,77.2,51.1,74.27,3,1628,2026-05-20,Good,-2.8
32,6719,力智,半導體業,232.0,sys2,9.38,226.5,170.0,213.24,1,1541,2026-05-20,Good,-10.3
33,6742,澤米,光電業,56.1,sys2,2.44,52.2,37.75,51.22,4,1531,2026-05-20,Good,-53.5
34,3537,堡達,電子零組件業,57.8,sys2,2.18,56.5,42.3,53.45,4,1274,2026-05-20,Good,0.2
35,6189,豐藝,電子工業,51.1,sys2,1.39,50.0,45.45,48.33,7,1190,2026-05-20,Good,7.4
36,8050,廣積,電腦及週邊設備業,51.3,sys2,1.53,50.3,41.15,48.24,6,1064,2026-05-20,Good,-13.6
37,7610,聯友金屬-創,創新板股票,1120.0,sys2,60.15,1040.0,529.0,999.7,1,892,2026-05-20,Good,0.0
38,8415,大國鋼,鋼鐵工業,36.45,sys2,0.55,36.0,33.25,35.35,18,826,2026-05-20,Good,13.9
39,4127,天良,生技醫療業,52.0,sys2,2.16,48.1,37.0,47.68,4,606,2026-05-20,Good,47.1
40,3294,英濟,電子零組件業,40.5,sys1,1.75,40.2,30.1,37.01,5,2289,2026-05-20,Good,0.3
41,6133,金橋,電子工業,24.35,sys1,1.06,24.2,20.35,22.23,9,1697,2026-05-20,Good,-1.1
42,8044,網家,數位雲端類,29.0,sys1,1.04,26.85,22.15,26.92,9,1024,2026-05-20,Good,7.3
43,8473,山林水,綠能環保,39.75,sys1,1.03,37.6,33.55,37.69,9,748,2026-05-20,Good,9.0
44,2891,中信金,金融保險,57.8,sys2,1.4,57.0,52.3,55.0,7,55135,2026-05-20,Normal,-31.3
45,4980,佐臻,電子零組件業,53.4,sys2,4.11,51.0,29.9,45.17,2,512,2026-05-20,Normal,0.0
46,2615,萬海,航運業,81.1,sys1,2.3,80.6,73.5,76.5,4,9120,2026-05-20,Normal,-10.7
