rank,stock_id,stock_name,industry_category,close,signal,n_value,breakout_level,exit_level,stop_loss,suggested_units,avg_volume,signal_date,grade,rev_yoy
1,3413,京鼎,電子工業,382.0,sys2,17.37,360.0,299.0,347.27,1,3439,2026-07-16,Excellent,26.8
2,5434,崇越,電子通路業,596.0,sys2,27.07,587.0,463.5,541.85,1,2120,2026-07-16,Excellent,30.6
3,4534,慶騰,電機機械,42.35,sys2,2.48,38.5,28.1,37.39,4,1959,2026-07-16,Excellent,27.1
4,2527,宏璟,建材營造,49.55,sys2,1.93,46.5,38.25,45.68,5,1575,2026-07-16,Excellent,3888.2
5,2845,遠東銀,金融保險,13.55,sys2,0.23,13.5,12.8,13.09,43,17927,2026-07-16,Good,12.6
6,8039,台虹,電子工業,199.5,sys2,11.25,194.0,135.5,176.99,1,12220,2026-07-16,Good,10.5
7,4707,磐亞,化學工業,45.0,sys2,2.14,41.95,20.4,40.72,4,9316,2026-07-16,Good,-15.9
8,8932,智通*,其他,129.5,sys2,6.39,126.5,98.5,116.72,1,6228,2026-07-16,Good,8.2
9,6907,雅特力-KY,半導體業,239.0,sys2,14.13,232.5,131.0,210.74,1,2541,2026-07-16,Good,0.0
10,9914,美利達,運動休閒,84.2,sys2,2.96,80.9,70.8,78.28,3,2541,2026-07-16,Good,-16.9
11,2466,冠西電,光電業,121.0,sys2,5.33,115.5,47.5,110.35,1,2455,2026-07-16,Good,-47.1
12,9921,巨大,運動休閒,88.0,sys2,3.16,82.2,72.7,81.67,3,1935,2026-07-16,Good,-17.0
13,6243,迅杰,半導體業,47.95,sys2,2.35,45.65,31.1,43.25,4,1757,2026-07-16,Good,-48.1
14,2434,統懋,半導體業,90.8,sys2,4.27,82.6,34.3,82.27,2,1205,2026-07-16,Good,-4.0
15,2221,大甲,其他,58.4,sys2,2.92,54.1,43.0,52.56,3,883,2026-07-16,Good,-3.6
16,6732,昇佳電子,半導體業,214.0,sys2,10.29,211.5,153.5,193.43,1,682,2026-07-16,Good,-8.1
17,1517,利奇,電機機械,12.1,sys2,0.34,11.35,10.15,11.41,29,576,2026-07-16,Good,-23.3
18,6505,台塑化,油電燃氣業,80.0,sys1,4.97,72.8,53.3,70.06,2,23413,2026-07-16,Good,7.8
19,5871,中租-KY,其他,120.5,sys1,3.11,119.5,113.5,114.28,3,8195,2026-07-16,Good,-2.9
20,2912,統一超,貿易百貨,245.5,sys1,5.6,244.5,221.5,234.3,1,3548,2026-07-16,Good,4.9
21,6141,柏承,電子工業,43.75,sys1,3.29,42.95,34.25,37.17,3,1777,2026-07-16,Good,9.4
22,9941,裕融,其他,84.2,sys1,1.85,84.1,80.0,80.49,5,1292,2026-07-16,Good,-7.1
23,2031,新光鋼,鋼鐵工業,40.45,sys1,0.93,40.3,37.4,38.59,10,840,2026-07-16,Good,0.3
24,2836,高雄銀,金融保險,12.7,sys2,0.17,12.65,12.15,12.35,57,3570,2026-07-16,Normal,-12.4
25,7427,華上生醫,生技醫療業,66.9,sys2,2.94,56.7,37.05,61.02,3,1012,2026-07-16,Normal,0.0
26,3024,憶聲,光電業,13.65,sys1,0.55,13.55,11.8,12.56,18,1713,2026-07-16,Normal,-58.1
27,2348,海悅,其他,79.9,sys1,2.72,79.8,71.3,74.47,3,857,2026-07-16,Normal,-62.4
