rank,stock_id,stock_name,industry_category,close,signal,n_value,breakout_level,exit_level,stop_loss,suggested_units,avg_volume,signal_date,grade,rev_yoy
1,3481,群創,電子工業,59.4,sys2,3.35,58.8,26.8,52.69,2,851973,2026-06-03,Excellent,33.1
2,2324,仁寶,電腦及週邊設備業,47.05,sys2,1.97,44.35,27.5,43.1,5,159487,2026-06-03,Excellent,17.0
3,2356,英業達,電子工業,85.4,sys2,3.71,83.5,47.15,77.98,2,109048,2026-06-03,Excellent,47.1
4,2317,鴻海,其他電子業,309.0,sys2,10.19,304.5,239.5,288.63,1,102783,2026-06-03,Excellent,45.6
5,3231,緯創,電子工業,194.0,sys2,6.92,191.0,132.0,180.16,1,73259,2026-06-03,Excellent,117.7
6,2610,華航,航運業,19.95,sys2,0.41,19.6,17.9,19.13,24,52234,2026-06-03,Excellent,20.0
7,2382,廣達,電子工業,417.0,sys2,16.51,409.5,288.5,383.97,1,48057,2026-06-03,Excellent,88.4
8,2330,台積電,半導體業,2425.0,sys2,59.22,2415.0,2185.0,2306.56,1,42024,2026-06-03,Excellent,45.2
9,3706,神達,電子工業,100.0,sys2,3.57,97.3,77.8,92.87,2,29569,2026-06-03,Excellent,43.2
10,2376,技嘉,電子工業,399.0,sys2,15.81,396.0,283.0,367.37,1,21058,2026-06-03,Excellent,74.8
11,4931,新盛力,電腦及週邊設備業,254.0,sys2,14.92,249.5,153.0,224.15,1,14491,2026-06-03,Excellent,36.1
12,4916,事欣科,電子工業,124.5,sys2,5.87,123.5,61.7,112.76,1,13233,2026-06-03,Excellent,21.6
13,6548,長科*,半導體業,89.2,sys2,3.74,82.5,47.05,81.72,2,12543,2026-06-03,Excellent,20.1
14,1609,大亞,電器電纜,42.15,sys2,1.43,39.65,32.75,39.29,7,11192,2026-06-03,Excellent,20.0
15,8064,東捷,光電業,172.5,sys2,10.75,165.0,103.5,151.0,1,10525,2026-06-03,Excellent,27.2
16,4973,廣穎,半導體業,172.0,sys2,8.84,167.0,90.5,154.32,1,7989,2026-06-03,Excellent,98.8
17,8070,長華*,電子通路業,60.0,sys2,2.22,58.0,42.4,55.57,4,7695,2026-06-03,Excellent,32.3
18,1714,和桐,化學工業,11.0,sys2,0.32,10.65,9.02,10.36,31,7474,2026-06-03,Excellent,43.0
19,2357,華碩,電子工業,931.0,sys2,30.64,920.0,596.0,869.71,1,7089,2026-06-03,Excellent,33.8
