rank,stock_id,stock_name,industry_category,close,signal,n_value,breakout_level,exit_level,stop_loss,suggested_units,avg_volume,signal_date,grade,rev_yoy
1,2481,強茂,半導體業,135.0,sys2,8.08,133.0,96.0,118.85,1,34869,2026-05-19,Excellent,19.1
2,3673,TPK-KY,光電業,75.4,sys2,4.11,75.2,56.6,67.18,2,17121,2026-05-19,Excellent,23.6
3,3090,日電貿,電子工業,162.5,sys2,7.55,149.5,92.8,147.39,1,13338,2026-05-19,Excellent,34.1
4,8064,東捷,光電業,137.0,sys2,8.2,132.0,75.0,120.6,1,11463,2026-05-19,Excellent,27.2
5,3624,光頡,電子零組件業,91.2,sys2,4.68,83.8,48.55,81.83,2,8808,2026-05-19,Excellent,30.6
6,4916,事欣科,電子工業,81.8,sys2,3.91,74.4,60.4,73.98,2,7099,2026-05-19,Excellent,21.6
7,3055,蔚華科,電子工業,124.0,sys2,6.65,119.5,72.9,110.69,1,4374,2026-05-19,Excellent,19.3
8,6834,天二科技,電子工業,55.1,sys2,3.0,53.4,33.6,49.11,3,3092,2026-05-19,Excellent,32.6
9,3694,海華,通信網路業,64.8,sys2,2.54,63.3,55.2,59.73,3,1790,2026-05-19,Excellent,27.3
10,8091,翔名,半導體業,263.5,sys2,11.98,260.5,171.0,239.55,1,1643,2026-05-19,Excellent,61.8
11,3577,泓格,電腦及週邊設備業,126.5,sys2,5.46,119.5,80.1,115.58,1,858,2026-05-19,Excellent,90.1
12,5236,凌陽創新,半導體業,179.0,sys2,6.12,178.5,151.0,166.76,1,751,2026-05-19,Excellent,40.1
13,6642,富致,電子零組件業,84.3,sys2,2.92,76.7,56.1,78.45,3,575,2026-05-19,Excellent,16.4
14,6285,啟碁,電子工業,292.0,sys2,17.62,286.0,200.0,256.77,1,31845,2026-05-19,Good,3.8
15,2355,敬鵬,電子工業,63.4,sys2,3.37,57.7,49.5,56.66,2,21017,2026-05-19,Good,5.7
16,3033,威健,電子通路業,48.8,sys2,1.75,48.75,34.0,45.3,5,17817,2026-05-19,Good,12.6
17,5425,台半,半導體業,85.6,sys2,4.71,84.8,56.3,76.19,2,17022,2026-05-19,Good,0.4
18,2412,中華電,通信網路業,142.5,sys2,1.68,138.0,135.0,139.14,5,12979,2026-05-19,Good,7.6
19,3045,台灣大,通信網路業,116.5,sys2,1.5,115.5,109.5,113.49,6,12271,2026-05-19,Good,5.8
20,1582,信錦,電子工業,117.0,sys2,6.1,112.5,85.5,104.79,1,6481,2026-05-19,Good,-0.1
21,2478,大毅,電子工業,96.3,sys2,5.1,91.8,63.0,86.11,1,6462,2026-05-19,Good,13.5
22,3209,全科,電子通路業,76.2,sys2,3.38,73.5,47.45,69.44,2,6400,2026-05-19,Good,11.8
23,3615,安可,光電業,45.0,sys2,2.54,40.95,27.8,39.92,3,4828,2026-05-19,Good,-27.7
24,3663,鑫科,其他電子類,83.4,sys2,4.99,80.6,63.3,73.41,2,4178,2026-05-19,Good,64.6
25,3094,聯傑,半導體業,34.25,sys2,1.8,34.2,25.1,30.65,5,3477,2026-05-19,Good,-11.4
26,3580,友威科,其他電子類,111.0,sys2,6.23,108.0,74.7,98.53,1,3223,2026-05-19,Good,-21.7
27,2233,宇隆,汽車工業,340.0,sys2,17.22,330.0,228.5,305.56,1,2036,2026-05-19,Good,2.9
28,3675,德微,半導體業,283.5,sys2,17.65,272.0,200.0,248.2,1,1958,2026-05-19,Good,12.5
29,8071,能率網通,電子零組件業,21.0,sys2,0.77,20.3,15.25,19.47,13,1363,2026-05-19,Good,3.5
30,8255,朋程,電機機械,154.0,sys2,7.04,153.0,128.0,139.91,1,1229,2026-05-19,Good,-2.0
31,6742,澤米,光電業,52.2,sys2,2.29,48.35,37.75,47.61,4,978,2026-05-19,Good,-53.5
32,4729,熒茂,光電業,25.05,sys2,0.82,23.7,19.35,23.41,12,843,2026-05-19,Good,-6.8
33,3576,聯合再生,光電業,19.25,sys1,1.41,18.6,15.1,16.42,7,26703,2026-05-19,Good,-41.4
34,4306,炎洲,塑膠工業,13.8,sys1,0.23,13.75,13.05,13.34,43,1195,2026-05-19,Good,15.0
35,8249,菱光,電子工業,53.5,sys1,1.91,53.2,47.2,49.68,5,1129,2026-05-19,Good,8.3
36,8044,網家,數位雲端類,26.85,sys1,0.95,25.55,22.15,24.96,10,824,2026-05-19,Good,7.3
37,2851,中再保,金融保險,35.0,sys2,0.81,34.8,29.5,33.37,12,2653,2026-05-19,Normal,-68.8
38,2886,兆豐金,金融保險,40.65,sys1,0.68,40.5,38.7,39.29,14,25963,2026-05-19,Normal,14.6
39,2615,萬海,航運業,80.4,sys1,2.24,78.7,73.5,75.91,4,8335,2026-05-19,Normal,-10.7
40,3379,彬台,電機機械,42.6,sys1,1.91,41.8,34.15,38.79,5,1060,2026-05-19,Normal,-66.0
41,6976,育世博-KY,生技醫療業,13.65,sys1,0.57,13.5,12.6,12.51,17,954,2026-05-19,Normal,0.0
42,6499,益安,生技醫療業,92.2,sys1,4.03,90.6,80.8,84.15,2,618,2026-05-19,Normal,-6.7
