rank,stock_id,stock_name,industry_category,close,signal,n_value,breakout_level,exit_level,stop_loss,suggested_units,avg_volume,signal_date,grade,rev_yoy
1,6179,亞通,其他,36.4,sys2,1.51,33.1,26.4,33.38,6,4758,2026-09-09,Excellent,64.5
2,6214,精誠,資訊服務業,187.5,sys2,4.26,186.5,142.0,178.99,2,3548,2026-09-09,Excellent,31.5
3,6885,全福生技,化學生技醫療,26.65,sys2,0.94,25.9,20.05,24.78,10,515,2026-09-09,Excellent,3548.5
4,3624,光頡,電子零組件業,103.5,sys1,7.48,103.0,84.8,88.54,1,8796,2026-09-09,Excellent,30.6
5,3715,定穎投控,電子工業,135.0,sys1,7.98,132.5,108.5,119.05,1,6283,2026-09-09,Excellent,41.9
6,3055,蔚華科,電子工業,149.5,sys1,10.78,146.0,115.5,127.95,1,3728,2026-09-09,Excellent,19.3
7,6531,愛普*,電子工業,999.0,sys1,65.27,995.0,857.0,868.46,1,3557,2026-09-09,Excellent,112.6
8,8926,台汽電,油電燃氣業,59.3,sys1,1.79,58.3,55.8,55.73,5,2551,2026-09-09,Excellent,594.0
9,2413,環科,電子工業,50.5,sys1,2.29,49.6,41.55,45.93,4,1842,2026-09-09,Excellent,17.6
10,6196,帆宣,其他電子業,534.0,sys1,25.11,528.0,476.5,483.78,1,1368,2026-09-09,Excellent,17.5
11,8227,巨有科技,半導體業,198.0,sys1,10.39,180.0,155.0,177.21,1,1052,2026-09-09,Excellent,54.1
12,5464,霖宏,電子零組件業,82.8,sys1,5.12,81.5,68.0,72.56,1,617,2026-09-09,Excellent,51.5
13,6547,高端疫苗,生技醫療業,68.1,sys2,2.68,67.9,50.3,62.74,3,5840,2026-09-09,Good,-4.6
14,3406,玉晶光,光電業,1110.0,sys2,62.42,1090.0,535.0,985.15,1,5642,2026-09-09,Good,14.3
15,4908,前鼎,通信網路業,242.0,sys2,15.77,241.5,140.0,210.46,1,4247,2026-09-09,Good,6.0
16,6538,倉和,電子零組件業,349.0,sys2,19.04,328.0,147.0,310.92,1,3083,2026-09-09,Good,-19.4
17,2617,台航,航運業,33.4,sys2,0.87,33.15,28.55,31.66,11,2520,2026-09-09,Good,11.9
18,6620,漢達,生技醫療業,132.0,sys2,6.21,124.0,74.1,119.58,1,2053,2026-09-09,Good,0.0
19,3680,家登,半導體業,566.0,sys2,27.87,558.0,448.5,510.25,1,1730,2026-09-09,Good,-23.4
20,6933,AMAX-KY,電子工業,338.0,sys2,15.47,331.0,182.0,307.06,1,929,2026-09-09,Good,-13.7
21,2069,運錩,鋼鐵工業,23.3,sys2,0.65,22.4,19.7,21.99,15,807,2026-09-09,Good,-12.7
22,4770,上品,化學工業,249.5,sys2,8.54,246.5,202.0,232.43,1,531,2026-09-09,Good,14.8
23,2254,巨鎧精密-創,創新板股票,65.2,sys2,1.57,64.3,57.1,62.07,6,512,2026-09-09,Good,-77.9
24,2834,臺企銀,金融保險,17.95,sys1,0.31,17.7,16.25,17.33,32,76243,2026-09-09,Good,4.8
25,6505,台塑化,油電燃氣業,87.5,sys1,4.32,83.1,69.2,78.85,2,22550,2026-09-09,Good,7.8
26,3045,台灣大,通信網路業,119.5,sys1,1.8,118.0,113.5,115.91,5,10865,2026-09-09,Good,5.8
27,1102,亞泥,水泥工業,35.4,sys1,0.64,35.35,34.3,34.13,15,10836,2026-09-09,Good,-18.1
28,2412,中華電,通信網路業,139.5,sys1,1.66,139.0,135.0,136.19,6,9129,2026-09-09,Good,7.6
29,4915,致伸,電子工業,61.4,sys1,1.28,61.1,59.0,58.84,7,2086,2026-09-09,Good,3.8
30,6467,泰合,生技醫療業,247.0,sys2,13.73,238.0,118.5,219.55,1,1292,2026-09-09,Normal,0.0
31,7729,仲恩生醫,生技醫療業,115.0,sys2,5.42,84.2,74.0,104.17,1,686,2026-09-09,Normal,0.0
32,2104,國際中橡,橡膠工業,10.8,sys1,0.34,10.7,9.97,10.13,29,3298,2026-09-09,Normal,-12.0
33,6682,華旭先進,光電業,41.25,sys1,2.91,40.95,33.0,35.43,3,516,2026-09-09,Normal,0.0
