rank,stock_id,stock_name,industry_category,close,signal,n_value,breakout_level,exit_level,stop_loss,suggested_units,avg_volume,signal_date,grade,rev_yoy
1,8043,蜜望實,電子零組件業,175.0,sys2,11.58,159.5,82.0,151.84,1,23437,2026-06-08,Excellent,170.5
2,1714,和桐,化學工業,12.65,sys2,0.44,12.15,9.3,11.77,22,12827,2026-06-08,Excellent,43.0
3,5228,鈺鎧,電子零組件業,72.6,sys2,4.59,70.4,39.1,63.42,2,1961,2026-06-08,Excellent,82.1
4,6112,邁達特,資訊服務業,51.2,sys2,2.01,51.0,41.0,47.17,4,1732,2026-06-08,Excellent,40.1
5,4542,科嶠,電子零組件業,314.5,sys2,20.56,298.0,189.5,273.37,1,1422,2026-06-08,Excellent,32.6
6,2535,達欣工,建材營造,85.6,sys2,2.45,84.0,71.3,80.7,4,791,2026-06-08,Excellent,24.7
7,2025,千興,鋼鐵工業,14.7,sys2,0.6,13.45,11.2,13.5,16,777,2026-06-08,Excellent,127.2
8,1342,八貫,其他,112.0,sys2,3.01,104.0,90.3,105.98,3,680,2026-06-08,Excellent,31.7
9,2547,日勝生,建材營造,10.65,sys1,0.2,10.6,9.81,10.25,50,3169,2026-06-08,Excellent,51.4
10,4939,亞電,電子零組件業,65.6,sys2,3.95,59.7,35.6,57.69,2,10896,2026-06-08,Good,-1.9
11,5381,光譜,電子零組件業,34.0,sys2,1.63,31.9,23.8,30.73,6,2931,2026-06-08,Good,-33.1
12,8454,富邦媒,數位雲端,388.0,sys2,15.32,353.0,186.0,357.37,1,2501,2026-06-08,Good,2.1
13,5426,振發,電腦及週邊設備業,32.9,sys2,1.2,29.95,17.5,30.5,8,2334,2026-06-08,Good,-14.8
14,7788,松川精密,電子工業,246.0,sys2,14.26,226.0,173.0,217.48,1,2106,2026-06-08,Good,0.0
15,2461,光群雷,其他電子業,20.1,sys2,0.77,19.5,15.4,18.55,12,1971,2026-06-08,Good,-13.0
16,3114,好德,電子零組件業,44.7,sys2,1.83,44.65,25.75,41.05,5,1918,2026-06-08,Good,9.1
17,6890,來億-KY,運動休閒,249.5,sys2,10.68,249.0,152.5,228.14,1,1821,2026-06-08,Good,-20.6
18,2483,百容,電子工業,33.45,sys2,1.51,30.45,23.1,30.42,6,1809,2026-06-08,Good,13.2
19,4741,泓瀚,化學工業,69.1,sys2,4.7,68.9,52.0,59.69,2,1548,2026-06-08,Good,8.3
20,6270,倍微,電子通路業,35.85,sys2,1.37,32.6,24.85,33.12,7,1308,2026-06-08,Good,-18.9
21,1455,集盛,紡織纖維,10.0,sys2,0.32,9.55,7.83,9.37,31,1258,2026-06-08,Good,-21.0
22,3022,威強電,電子工業,79.0,sys2,2.44,78.6,66.1,74.11,4,1248,2026-06-08,Good,9.7
23,5202,力新,資訊服務業,17.3,sys2,0.67,16.2,11.35,15.95,14,914,2026-06-08,Good,2.9
24,3520,華盈,電子零組件業,18.75,sys2,0.69,17.05,14.3,17.37,14,792,2026-06-08,Good,10.1
25,6153,嘉聯益,電子工業,20.35,sys1,1.11,20.0,17.4,18.12,8,6272,2026-06-08,Good,1.2
26,1449,佳和,紡織纖維,14.9,sys1,0.67,14.7,12.05,13.56,14,1923,2026-06-08,Good,33.6
27,9136,巨騰-DR,存託憑證,17.75,sys2,0.95,17.6,9.25,15.86,10,3671,2026-06-08,Normal,0.0
28,6748,亞果生醫,生技醫療業,128.0,sys2,6.99,111.5,66.1,114.03,1,781,2026-06-08,Normal,0.0
29,3093,港建*,其他電子類,66.0,sys1,4.66,64.0,50.0,56.68,2,2664,2026-06-08,Normal,-85.6
