rank,stock_id,stock_name,industry_category,close,signal,n_value,breakout_level,exit_level,stop_loss,suggested_units,avg_volume,signal_date,grade,rev_yoy
1,5351,鈺創,半導體業,122.0,sys2,7.31,119.5,65.7,107.37,1,23278,2026-08-12,Excellent,399.6
2,1590,亞德客-KY,電機機械,1595.0,sys2,83.52,1590.0,1245.0,1427.96,1,1069,2026-08-12,Excellent,18.1
3,2033,佳大,鋼鐵工業,22.0,sys2,0.64,20.55,14.45,20.72,15,999,2026-08-12,Excellent,22.5
4,3229,晟鈦,電子工業,55.9,sys2,4.04,54.4,35.8,47.82,2,876,2026-08-12,Excellent,73.0
5,5515,建國,建材營造,45.9,sys2,1.3,45.25,40.7,43.31,7,581,2026-08-12,Excellent,84.0
6,2317,鴻海,其他電子業,270.0,sys1,9.42,267.0,226.5,251.15,1,56539,2026-08-12,Excellent,45.6
7,2324,仁寶,電子工業,39.9,sys1,1.71,37.9,33.2,36.47,5,54914,2026-08-12,Excellent,17.0
8,2356,英業達,電子工業,69.0,sys1,3.51,67.5,56.8,61.98,2,34144,2026-08-12,Excellent,47.1
9,1714,和桐,化學工業,17.4,sys1,1.13,17.35,12.45,15.15,8,20130,2026-08-12,Excellent,43.0
10,4979,華星光,通信網路業,561.0,sys1,39.62,558.0,346.5,481.75,1,11399,2026-08-12,Excellent,20.2
11,2376,技嘉,電子工業,375.5,sys1,14.39,358.0,312.0,346.72,1,7944,2026-08-12,Excellent,74.8
12,4931,新盛力,電腦及週邊設備業,267.0,sys1,17.33,261.0,160.0,232.33,1,5614,2026-08-12,Excellent,36.1
13,8299,群聯,半導體業,2210.0,sys1,143.09,2190.0,1445.0,1923.82,1,5003,2026-08-12,Excellent,221.5
14,3044,健鼎,電子工業,485.5,sys1,24.83,441.5,327.0,435.84,1,3400,2026-08-12,Excellent,24.4
15,3081,聯亞,通信網路業,2725.0,sys1,188.4,2555.0,1450.0,2348.2,1,3040,2026-08-12,Excellent,115.4
16,2383,台光電,電子工業,5730.0,sys1,345.32,5535.0,3930.0,5039.35,1,2492,2026-08-12,Excellent,93.6
17,6442,光聖,電子工業,1595.0,sys1,129.27,1495.0,1000.0,1336.47,1,2466,2026-08-12,Excellent,75.6
18,2501,國建,建材營造,23.15,sys1,0.64,23.0,21.7,21.87,15,2365,2026-08-12,Excellent,286.2
19,5443,均豪,半導體業,113.5,sys1,6.25,111.5,77.9,101.0,1,2088,2026-08-12,Excellent,64.0
20,3443,創意,半導體業,5130.0,sys1,337.53,4980.0,3175.0,4454.93,1,2054,2026-08-12,Excellent,156.9
21,3010,華立,電子工業,132.5,sys1,5.03,125.0,107.0,122.44,1,1012,2026-08-12,Excellent,23.7
22,3265,台星科,半導體業,175.0,sys1,10.74,173.0,131.0,153.53,1,990,2026-08-12,Excellent,25.3
23,2108,南帝,橡膠工業,30.85,sys1,0.94,30.05,26.1,28.97,10,975,2026-08-12,Excellent,23.8
24,4510,高鋒,電機機械,44.55,sys1,2.22,42.7,33.0,40.1,4,806,2026-08-12,Excellent,36.1
25,3515,華擎,電子工業,224.5,sys1,8.26,221.0,187.5,207.98,1,602,2026-08-12,Excellent,55.1
26,6213,聯茂,電子工業,464.0,sys2,30.69,452.0,237.0,402.61,1,20590,2026-08-12,Good,13.8
27,2377,微星,電子工業,169.0,sys2,7.49,158.0,131.5,154.02,1,16891,2026-08-12,Good,-11.9
28,3605,宏致,電子零組件業,120.0,sys2,6.84,119.5,72.5,106.32,1,9791,2026-08-12,Good,3.4
29,2915,潤泰全,貿易百貨,54.5,sys2,1.16,54.0,50.1,52.18,8,2649,2026-08-12,Good,-35.2
30,1904,正隆,造紙工業,25.15,sys2,0.78,24.7,20.6,23.59,12,2350,2026-08-12,Good,10.3
31,6603,富強鑫,電機機械,27.7,sys2,1.26,27.3,23.3,25.18,7,1919,2026-08-12,Good,1.0
32,3543,州巧,光電業,39.7,sys2,1.99,39.05,26.05,35.71,5,1754,2026-08-12,Good,-8.8
33,3712,永崴投控,電子工業,22.8,sys2,1.01,22.45,15.8,20.78,9,1000,2026-08-12,Good,-8.7
34,9940,信義,其他,21.7,sys2,0.43,21.45,19.5,20.84,23,600,2026-08-12,Good,14.6
35,7711,永擎,電子工業,447.5,sys2,19.81,445.5,270.5,407.88,1,546,2026-08-12,Good,0.0
36,1605,華新,電器電纜,40.0,sys1,1.94,38.85,28.35,36.12,5,30003,2026-08-12,Good,2.5
37,2353,宏碁,電子工業,31.75,sys1,1.25,31.2,27.65,29.26,8,23641,2026-08-12,Good,2.1
38,4938,和碩,電子工業,91.4,sys1,3.27,91.2,79.1,84.87,3,12888,2026-08-12,Good,-0.8
39,1717,長興,化學工業,78.6,sys1,4.2,73.5,52.8,70.2,2,12635,2026-08-12,Good,5.4
40,2464,盟立,其他電子業,196.5,sys1,14.18,196.0,118.0,168.14,1,11162,2026-08-12,Good,8.0
41,1608,華榮,電器電纜,37.95,sys1,1.49,37.0,26.7,34.98,6,5876,2026-08-12,Good,14.1
42,9933,中鼎,其他,42.0,sys1,1.36,40.95,34.85,39.27,7,2794,2026-08-12,Good,-24.6
43,1319,東陽,汽車工業,79.2,sys1,2.32,79.0,68.8,74.56,4,2691,2026-08-12,Good,-19.9
44,3234,光環,通信網路業,133.0,sys1,10.13,124.5,83.4,112.73,1,1747,2026-08-12,Good,-9.2
45,3490,單井,光電業,33.5,sys1,1.48,32.45,25.15,30.53,6,1736,2026-08-12,Good,-14.2
46,2536,宏普,建材營造,21.25,sys1,0.59,21.0,17.6,20.07,16,1358,2026-08-12,Good,-53.8
47,4147,中裕,生技醫療業,68.5,sys1,3.17,67.6,54.6,62.17,3,1297,2026-08-12,Good,0.5
48,1612,宏泰,電器電纜,34.65,sys1,0.94,34.15,29.1,32.77,10,1224,2026-08-12,Good,6.1
49,1455,集盛,紡織纖維,9.97,sys1,0.36,9.9,8.47,9.24,27,1140,2026-08-12,Good,-21.0
50,6152,百一,通信網路業,16.1,sys1,0.71,15.75,11.0,14.67,14,1091,2026-08-12,Good,-21.9
51,2461,光群雷,其他電子業,18.0,sys1,0.63,17.65,15.2,16.75,15,1025,2026-08-12,Good,-13.0
52,6530,創威,通信網路業,87.5,sys1,5.59,84.3,61.0,76.33,1,865,2026-08-12,Good,10.6
53,1618,合機,電器電纜,41.35,sys1,1.2,40.85,35.85,38.95,8,743,2026-08-12,Good,-34.7
54,3046,建碁,電子工業,62.3,sys1,2.12,61.6,50.3,58.05,4,528,2026-08-12,Good,2.0
55,2399,映泰,電子工業,45.1,sys1,2.82,43.95,30.0,39.46,3,4676,2026-08-12,Normal,-21.7
56,4977,眾達-KY,電子工業,154.0,sys1,10.84,153.0,105.0,132.33,1,3091,2026-08-12,Normal,-19.4
